_id,l_ID,r_ID,l_title,r_title,_sim_score
3678,b186372,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3679,b342139,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3680,b158144,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3681,b113108,a2506,Have Yourself a Merry Little Christmas,Have Yourself a Merry Little Christmas,1.0
3682,b248656,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3683,b183208,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3684,b228511,a2506,Have Yourself a Merry Little Christmas,Have Yourself a Merry Little Christmas,1.0
3685,b263370,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3686,b200559,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3687,b290131,a2506,Have Yourself a Merry Little Christmas,Have Yourself a Merry Little Christmas,1.0
3688,b146920,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3689,b233074,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3690,b65167,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3691,b302970,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3692,b233339,a2506,Have Yourself A Merry Little Christmas,Have Yourself a Merry Little Christmas,0.8604651162790697
3693,b307837,a2509,Steady As She Goes,Steady as She Goes,0.7391304347826086
3694,b279136,a2510,Woozy With Cider,Woozy With Cider,1.0
3695,b305251,a2515,All I Have To Do Is Dream,All I Have to Do Is Dream,0.8
3696,b150095,a2515,All I Have To Do Is Dream,All I Have to Do Is Dream,0.8
3697,b298935,a2515,All I Have To Do Is Dream,All I Have to Do Is Dream,0.8
3698,b286155,a2515,All I Have To Do Is Dream,All I Have to Do Is Dream,0.8
3699,b210222,a2515,All I Have To Do Is Dream,All I Have to Do Is Dream,0.8
3700,b186579,a2515,All I Have To Do Is Dream,All I Have to Do Is Dream,0.8
3701,b31983,a2515,All I Have To Do Is Dream,All I Have to Do Is Dream,0.8
3702,b90579,a2578,Everything Flows,Everything Flows,1.0
3703,b237544,a2579,Star Sign,Star Sign,1.0
3704,b17460,a2580,The Concept,The Concept,1.0
3705,b96677,a2580,The Concept,The Concept,1.0
3706,b197721,a2581,What You Do To Me,What You Do to Me,0.7272727272727273
3707,b124546,a2581,What You Do to Me,What You Do to Me,1.0
3708,b232404,a2581,What You Do To Me,What You Do to Me,0.7272727272727273
3709,b288275,a2582,Radio,Radio,1.0
3710,b183335,a2582,Radio,Radio,1.0
3711,b76345,a2582,Radio,Radio,1.0
3712,b206401,a2582,Radio,Radio,1.0
3713,b281212,a2582,Radio,Radio,1.0
3714,b298141,a2582,Radio,Radio,1.0
3715,b68845,a2582,Radio-Radio,Radio,0.7
3716,b146671,a2582,Radio,Radio,1.0
3717,b194834,a2582,Radio,Radio,1.0
3718,b214824,a2582,Radio,Radio,1.0
3719,b277837,a2582,Radio,Radio,1.0
3720,b123745,a2582,Radio,Radio,1.0
3721,b344426,a2582,Radio,Radio,1.0
3722,b131494,a2582,Radio,Radio,1.0
3723,b278443,a2582,Radio,Radio,1.0
3724,b100785,a2582,Radio,Radio,1.0
3725,b194517,a2582,Radio,Radio,1.0
3726,b331600,a2582,Radio,Radio,1.0
3727,b56821,a2582,Radio,Radio,1.0
3728,b258064,a2583,Hang On,Hang On,1.0
3729,b9288,a2583,Hang On,Hang On,1.0
3730,b63585,a2583,Hang On,Hang On,1.0
3731,b313469,a2583,Hang On,Hang On,1.0
3732,b193740,a2583,Hang On,Hang On,1.0
3733,b255592,a2583,Hanging On,Hang On,0.75
3734,b311970,a2583,Hang On,Hang On,1.0
3735,b75594,a2583,Hanging On,Hang On,0.75
3736,b12035,a2595,Perfect,Perfect,1.0
3737,b223764,a2595,Perfect,Perfect,1.0
3738,b203810,a2595,Perfect,Perfect,1.0
3739,b329518,a2595,Perfect,Perfect,1.0
3740,b15679,a2595,Perfect,Perfect,1.0
3741,b110960,a2595,Perfect,Perfect,1.0
3742,b202865,a2595,Perfect,Perfect,1.0
3743,b175247,a2595,Perfect,Perfect,1.0
3744,b126369,a2595,Perfect,Perfect,1.0
3745,b68259,a2595,Perfect,Perfect,1.0
3746,b112846,a2595,Perfect,Perfect,1.0
3747,b77012,a2595,Perfect,Perfect,1.0
3748,b69853,a2595,Perfect,Perfect,1.0
3749,b69088,a2595,Perfect,Perfect,1.0
3750,b11490,a2595,Perfect,Perfect,1.0
3751,b129028,a2598,Untitled,Untitled,1.0
3752,b42003,a2598,Untitled,Untitled,1.0
3753,b237593,a2598,Untitled,Untitled,1.0
3754,b87067,a2598,Untitled,Untitled,1.0
3755,b237575,a2598,Untitled,Untitled,1.0
3756,b287783,a2598,Untitled,Untitled,1.0
3757,b173099,a2598,Untitled,Untitled,1.0
3758,b245811,a2598,Untitled,Untitled,1.0
3759,b285754,a2598,Untitled,Untitled,1.0
3760,b81078,a2598,Untitled,Untitled,1.0
3761,b342088,a2598,Untitled,Untitled,1.0
3762,b138316,a2598,Untitled,Untitled,1.0
3763,b309327,a2598,Untitled,Untitled,1.0
3764,b92244,a2598,Untitled,Untitled,1.0
3765,b217174,a2598,Untitled,Untitled,1.0
3766,b22618,a2598,Untitled,Untitled,1.0
3767,b56414,a2598,Untitled,Untitled,1.0
3768,b3169,a2598,Untitled,Untitled,1.0
3769,b185875,a2598,Untitled,Untitled,1.0
3770,b241777,a2598,Untitled,Untitled,1.0
3771,b126826,a2598,Untitled,Untitled,1.0
3772,b329858,a2598,Untitled,Untitled,1.0
3773,b277640,a2598,Untitled,Untitled,1.0
3774,b97420,a2598,Untitled,Untitled,1.0
3775,b5266,a2598,Untitled,Untitled,1.0
3776,b48275,a2598,Untitled,Untitled,1.0
3777,b333975,a2598,Untitled,Untitled,1.0
3778,b72862,a2598,Untitled,Untitled,1.0
3779,b124063,a2598,Untitled,Untitled,1.0
3780,b295077,a2598,Untitled,Untitled,1.0
3781,b72910,a2598,Untitled,Untitled,1.0
3782,b199887,a2598,Untitled,Untitled,1.0
3783,b212858,a2598,Untitled,Untitled,1.0
3784,b269533,a2598,Untitled,Untitled,1.0
3785,b266472,a2598,Untitled,Untitled,1.0
3786,b236777,a2598,Untitled,Untitled,1.0
3787,b244974,a2598,Untitled,Untitled,1.0
3788,b112880,a2598,Untitled,Untitled,1.0
3789,b112882,a2598,Untitled,Untitled,1.0
3790,b305398,a2598,Untitled,Untitled,1.0
3791,b240887,a2598,Untitled,Untitled,1.0
3792,b26875,a2598,Untitled,Untitled,1.0
3793,b26888,a2598,Untitled,Untitled,1.0
3794,b227600,a2598,Untitled,Untitled,1.0
3795,b96540,a2598,Untitled,Untitled,1.0
3796,b130333,a2598,Untitled,Untitled,1.0
3797,b145698,a2598,Untitled,Untitled,1.0
3798,b228645,a2598,Untitled,Untitled,1.0
3799,b269610,a2598,Untitled,Untitled,1.0
3800,b336182,a2598,Untitled,Untitled,1.0
3801,b24800,a2598,Untitled,Untitled,1.0
3802,b265534,a2598,Untitled,Untitled,1.0
3803,b318788,a2598,Untitled,Untitled,1.0
3804,b262475,a2598,Untitled,Untitled,1.0
3805,b57682,a2598,Untitled,Untitled,1.0
3806,b309588,a2598,Untitled,Untitled,1.0
3807,b109913,a2598,Untitled,Untitled,1.0
3808,b314724,a2598,Untitled,Untitled,1.0
3809,b14696,a2598,Untitled,Untitled,1.0
3810,b316792,a2598,Untitled,Untitled,1.0
3811,b87419,a2598,Untitled,Untitled,1.0
3812,b324331,a2598,Untitled,Untitled,1.0
3813,b288127,a2598,Untitled,Untitled,1.0
3814,b115083,a2598,Untitled,Untitled,1.0
3815,b60813,a2598,Untitled,Untitled,1.0
3816,b289166,a2598,Untitled,Untitled,1.0
3817,b60947,a2598,Untitled,Untitled,1.0
3818,b77723,a2598,Untitled,Untitled,1.0
3819,b198048,a2598,Untitled,Untitled,1.0
3820,b119202,a2598,Untitled,Untitled,1.0
3821,b235941,a2598,Untitled,Untitled,1.0
3822,b329127,a2598,Untitled,Untitled,1.0
3823,b256427,a2598,Untitled,Untitled,1.0
3824,b7604,a2598,Untitled,Untitled,1.0
3825,b330167,a2598,Untitled,Untitled,1.0
3826,b107992,a2598,Untitled,Untitled,1.0
3827,b80352,a2598,Untitled,Untitled,1.0
3828,b265468,a2598,Untitled,Untitled,1.0
3829,b232934,a2598,Untitled,Untitled,1.0
3830,b109035,a2598,Untitled,Untitled,1.0
3831,b39510,a2598,Untitled,Untitled,1.0
3832,b6668,a2598,Untitled,Untitled,1.0
3833,b181779,a2598,Untitled,Untitled,1.0
3834,b275988,a2598,Untitled,Untitled,1.0
3835,b103959,a2598,Untitled,Untitled,1.0
3836,b146983,a2598,Untitled,Untitled,1.0
3837,b298592,a2598,Untitled,Untitled,1.0
3838,b311870,a2598,Untitled,Untitled,1.0
3839,b283199,a2598,Untitled,Untitled,1.0
3840,b308803,a2598,Untitled,Untitled,1.0
3841,b328463,a2598,Untitled,Untitled,1.0
3842,b334432,a2598,Untitled,Untitled,1.0
3843,b10853,a2598,Untitled,Untitled,1.0
3844,b171454,a2598,Untitled,Untitled,1.0
3845,b279157,a2598,Untitled,Untitled,1.0
3846,b239722,a2598,Untitled,Untitled,1.0
3847,b190081,a2598,Untitled,Untitled,1.0
3848,b174722,a2598,Untitled,Untitled,1.0
3849,b285317,a2598,Untitled,Untitled,1.0
3850,b192143,a2598,Untitled,Untitled,1.0
3851,b2706,a2598,Untitled,Untitled,1.0
3852,b215492,a2598,Untitled,Untitled,1.0
3853,b334494,a2598,Untitled,Untitled,1.0
3854,b308897,a2598,Untitled,Untitled,1.0
3855,b227286,a2598,Untitled,Untitled,1.0
3856,b215725,a2598,Untitled,Untitled,1.0
3857,b224946,a2598,Untitled,Untitled,1.0
3858,b327355,a2598,Untitled,Untitled,1.0
3859,b270012,a2598,Untitled,Untitled,1.0
3860,b106174,a2598,Untitled,Untitled,1.0
3861,b311999,a2598,Untitled,Untitled,1.0
3862,b178888,a2598,Untitled,Untitled,1.0
3863,b217807,a2598,Untitled,Untitled,1.0
3864,b160464,a2598,Untitled,Untitled,1.0
3865,b153310,a2598,Untitled,Untitled,1.0
3866,b337643,a2598,Untitled,Untitled,1.0
3867,b108286,a2598,Untitled,Untitled,1.0
3868,b281558,a2598,Untitled,Untitled,1.0
3869,b137993,a2598,Untitled,Untitled,1.0
3870,b204569,a2598,Untitled,Untitled,1.0
3871,b17372,a2598,Untitled,Untitled,1.0
3872,b19244,a2598,Untitled,Untitled,1.0
3873,b94003,a2598,Untitled,Untitled,1.0
3874,b824,a2598,Untitled,Untitled,1.0
3875,b250682,a2598,Untitled,Untitled,1.0
3876,b250692,a2598,Untitled,Untitled,1.0
3877,b111431,a2598,Untitled,Untitled,1.0
3878,b161252,a2598,Untitled,Untitled,1.0
3879,b215893,a2598,Untitled,Untitled,1.0
3880,b176315,a2598,Untitled,Untitled,1.0
3881,b343911,a2598,Untitled,Untitled,1.0
3882,b284167,a2598,Untitled,Untitled,1.0
3883,b95439,a2598,Untitled,Untitled,1.0
3884,b321392,a2598,Untitled,Untitled,1.0
3885,b21362,a2598,Untitled,Untitled,1.0
3886,b342165,a2598,Untitled,Untitled,1.0
3887,b70527,a2598,Untitled,Untitled,1.0
3888,b178056,a2598,Untitled,Untitled,1.0
3889,b128494,a2598,Untitled,Untitled,1.0
3890,b197524,a2598,Untitled,Untitled,1.0
3891,b65431,a2598,Untitled,Untitled,1.0
3892,b212495,a2598,Untitled,Untitled,1.0
3893,b193438,a2598,Untitled,Untitled,1.0
3894,b314283,a2598,Untitled,Untitled,1.0
3895,b173898,a2598,Untitled,Untitled,1.0
3896,b325573,a2598,Untitled,Untitled,1.0
3897,b137169,a2598,Untitled,Untitled,1.0
3898,b101516,a2598,Untitled,Untitled,1.0
3899,b112620,a2598,Untitled,Untitled,1.0
3900,b184305,a2598,Untitled,Untitled,1.0
3901,b123896,a2598,Untitled,Untitled,1.0
3902,b91139,a2599,Doomsday Clock,Doomsday Clock,1.0
3903,b211031,a2604,Brown Skin,Brown Skin,1.0
3904,b119255,a2606,I Am Not My Hair,I Am Not My Hair,1.0
3905,b227583,a2611,Shake It,Shake It,1.0
3906,b203372,a2611,Shake It,Shake It,1.0
3907,b215503,a2611,Shake It,Shake It,1.0
3908,b105012,a2611,Shake It,Shake It,1.0
3909,b221892,a2611,Shake It,Shake It,1.0
3910,b340781,a2611,Shake It,Shake It,1.0
3911,b131953,a2611,Shake It,Shake It,1.0
3912,b88576,a2611,Shake It,Shake It,1.0
3913,b48203,a2611,Shake It,Shake It,1.0
3914,b343323,a2611,Shake It,Shake It,1.0
3915,b263554,a2611,Shake It,Shake It,1.0
3916,b5582,a2611,Shake It,Shake It,1.0
3917,b316891,a2611,Shake It,Shake It,1.0
3918,b63210,a2611,Shake It,Shake It,1.0
3919,b9188,a2611,Shake It,Shake It,1.0
3920,b293522,a2618,Mr. Brightside,Mr. Brightside,1.0
3921,b162526,a2618,Mr Brightside,Mr. Brightside,0.7222222222222222
3922,b292228,a2618,Mr. Brightside,Mr. Brightside,1.0
3923,b64495,a2618,Mr. Brightside,Mr. Brightside,1.0
3924,b147034,a2628,Alive,Alive,1.0
3925,b200225,a2628,Alive,Alive,1.0
3926,b61988,a2628,Alive,Alive,1.0
3927,b302117,a2628,Alive,Alive,1.0
3928,b33674,a2628,Alive,Alive,1.0
3929,b175684,a2628,Alive,Alive,1.0
3930,b154707,a2628,Alive,Alive,1.0
3931,b323668,a2628,Alive,Alive,1.0
3932,b53845,a2628,Alive,Alive,1.0
3933,b268399,a2628,Alive,Alive,1.0
3934,b268915,a2628,Alive,Alive,1.0
3935,b161421,a2628,Alive,Alive,1.0
3936,b170684,a2628,Alive,Alive,1.0
3937,b98510,a2628,Alive,Alive,1.0
3938,b13860,a2628,Alive,Alive,1.0
3939,b298200,a2628,Alive,Alive,1.0
3940,b146697,a2628,Alive,Alive,1.0
3941,b284945,a2628,Alive,Alive,1.0
3942,b129819,a2628,Alive,Alive,1.0
3943,b331062,a2628,Alive,Alive,1.0
3944,b287090,a2628,Alive,Alive,1.0
3945,b334541,a2628,Alive,Alive,1.0
3946,b177990,a2628,Alive,Alive,1.0
3947,b183713,a2628,Alive,Alive,1.0
3948,b56776,a2628,Alive,Alive,1.0
3949,b335305,a2628,Alive,Alive,1.0
3950,b250708,a2629,Ghost Train,Ghost Train,1.0
3951,b128059,a2629,Ghost Train,Ghost Train,1.0
3952,b120566,a2629,Ghost Train,Ghost Train,1.0
3953,b342369,a2663,Sparkys Dream,Sparky's Dream,0.7222222222222222
3954,b32972,a2667,Start Again,Start Again,1.0
3955,b68958,a2667,Start Again,Start Again,1.0
3956,b123303,a2667,Start Again,Start Again,1.0
3957,b298110,a2667,Start Again,Start Again,1.0
3958,b185705,a2667,Start Again,Start Again,1.0
3959,b102785,a2679,Such Great Heights,Such Great Heights,1.0
3960,b234365,a2679,Such Great Heights,Such Great Heights,1.0
3961,b315881,a2683,One More Try,One More Try,1.0
3962,b267748,a2683,One More Try,One More Try,1.0
3963,b299966,a2683,One More Try,One More Try,1.0
3964,b88161,a2683,One More Try,One More Try,1.0
3965,b325948,a2683,One More Try,One More Try,1.0
3966,b52645,a2683,One More Try,One More Try,1.0
3967,b136551,a2685,Clock,Clock,1.0
3968,b14699,a2685,Clock,Clock,1.0
3969,b130723,a2731,Cocoa Butter,Cocoa Butter,1.0
3970,b28451,a2732,Video,Video,1.0
3971,b305865,a2732,Video,Video,1.0
3972,b202818,a2733,Someody Told Me,Somebody Told Me,0.75
3973,b227881,a2733,Someody Told Me,Somebody Told Me,0.75
3974,b81490,a2733,Someody Told Me,Somebody Told Me,0.75
3975,b72205,a2734,All These Things That Ive Done,All These Things That I've Done,0.8484848484848485
3976,b304457,a2734,All These Things That Ive Done,All These Things That I've Done,0.8484848484848485
3977,b121110,a2735,Smile Like You Mean It,Smile Like You Mean It,1.0
3978,b289624,a2735,Smile Like You Mean It,Smile Like You Mean It,1.0
3979,b295189,a2736,When You Were Young,When You Were Young,1.0
3980,b21505,a2736,When You Were Young,When You Were Young,1.0
3981,b210502,a2736,When We Were Young,When You Were Young,0.7272727272727273
3982,b232369,a2736,When We Were Young,When You Were Young,0.7272727272727273
3983,b235134,a2736,When You Were Young,When You Were Young,1.0
3984,b164103,a2737,Bones,Bones,1.0
3985,b172333,a2737,Bones,Bones,1.0
3986,b219992,a2737,Bones,Bones,1.0
3987,b277375,a2737,Bones,Bones,1.0
3988,b85640,a2737,Bones,Bones,1.0
3989,b194960,a2737,Bones,Bones,1.0
3990,b187077,a2737,Bones,Bones,1.0
3991,b226487,a2737,Bones,Bones,1.0
3992,b100213,a2737,Bones,Bones,1.0
3993,b142155,a2737,Bones,Bones,1.0
3994,b135420,a2737,Bones,Bones,1.0
3995,b279018,a2737,Bones,Bones,1.0
3996,b229887,a2739,Read My Mind,Read My Mind,1.0
3997,b325968,a2745,Black Bird,Black Bird,1.0
3998,b249918,a2745,Black Bird,Black Bird,1.0
3999,b114220,a2746,Ashes,Ashes,1.0
4000,b165165,a2746,Ashes,Ashes,1.0
4001,b209738,a2746,Ashes,Ashes,1.0
4002,b334946,a2746,Ashes,Ashes,1.0
4003,b271508,a2746,Ashes,Ashes,1.0
4004,b71365,a2746,Ashes,Ashes,1.0
4005,b92338,a2746,Ashes,Ashes,1.0
4006,b48351,a2746,Ashes,Ashes,1.0
4007,b240614,a2746,Ashes,Ashes,1.0
4008,b118845,a2790,Who Am I?,Who Am I?,1.0
4009,b146153,a2790,Who Am I?,Who Am I?,1.0
4010,b10045,a2790,Who Am I?,Who Am I?,1.0
4011,b125768,a2790,Who Am I?,Who Am I?,1.0
4012,b206686,a2790,Who Am I?,Who Am I?,1.0
4013,b118064,a2801,Did I Say,Did I Say,1.0
4014,b313230,a2803,Fallen Leaves,Fallen Leaves,1.0
4015,b253969,a2805,Forever Young,Forever Young,1.0
4016,b274985,a2805,Forever Young,Forever Young,1.0
4017,b197570,a2805,Forever Young,Forever Young,1.0
4018,b173091,a2805,Forever Young,Forever Young,1.0
4019,b337166,a2805,Forever Young,Forever Young,1.0
4020,b104262,a2805,Forever Young,Forever Young,1.0
4021,b276194,a2805,Forever Young,Forever Young,1.0
4022,b198449,a2805,Forever Young,Forever Young,1.0
4023,b251762,a2805,Forever Young,Forever Young,1.0
4024,b51364,a2805,Forever Young,Forever Young,1.0
4025,b166428,a2805,Forever Young,Forever Young,1.0
4026,b55907,a2805,Forever Young,Forever Young,1.0
4027,b347214,a2805,Forever Young,Forever Young,1.0
4028,b306639,a2805,Forever Young,Forever Young,1.0
4029,b134822,a2805,Forever Young,Forever Young,1.0
4030,b32714,a2805,Forever Young,Forever Young,1.0
4031,b218205,a2806,Somewhere,Somewhere,1.0
4032,b34859,a2806,Somewhere,Somewhere,1.0
4033,b8755,a2806,Somewhere,Somewhere,1.0
4034,b217152,a2806,Somewhere,Somewhere,1.0
4035,b106679,a2806,Somewhere,Somewhere,1.0
4036,b314954,a2806,Somewhere,Somewhere,1.0
4037,b280712,a2806,Somewhere,Somewhere,1.0
4038,b287377,a2806,Somewhere,Somewhere,1.0
4039,b333772,a2806,Somewhere,Somewhere,1.0
4040,b178376,a2806,Somewhere,Somewhere,1.0
4041,b193773,a2806,Somewhere,Somewhere,1.0
4042,b44272,a2806,Somewhere,Somewhere,1.0
4043,b139511,a2806,Somewhere,Somewhere,1.0
4044,b55041,a2806,Somewhere,Somewhere,1.0
4045,b69907,a2806,Somewhere,Somewhere,1.0
4046,b227113,a2806,Somewhere,Somewhere,1.0
4047,b117048,a2806,Somewhere,Somewhere,1.0
4048,b327540,a2806,Somewhere,Somewhere,1.0
4049,b238972,a2806,Somewhere,Somewhere,1.0
4050,b195969,a2806,Somewhere,Somewhere,1.0
4051,b344301,a2806,Somewhere,Somewhere,1.0
4052,b79795,a2806,Somewhere,Somewhere,1.0
4053,b109516,a2806,Somewhere,Somewhere,1.0
4054,b236011,a2806,Somewhere,Somewhere,1.0
4055,b156658,a2806,Somewhere,Somewhere,1.0
4056,b101136,a2807,2000 Light Years from Home,2000 Light Years From Home,0.8064516129032258
4057,b211344,a2808,Say It Again,Say It Again,1.0
4058,b311270,a2808,Say It Again,Say It Again,1.0
4059,b146492,a2809,Wake Up,Wake Up,1.0
4060,b17493,a2809,Wake Up,Wake Up,1.0
4061,b213050,a2809,Wake Up,Wake Up,1.0
4062,b37985,a2809,Wake Up,Wake Up,1.0
4063,b174183,a2809,Wake Up,Wake Up,1.0
4064,b180348,a2809,Wake Me Up,Wake Up,0.75
4065,b225427,a2809,Wake Me Up,Wake Up,0.75
4066,b270495,a2809,Wake Up,Wake Up,1.0
4067,b256166,a2809,Wake Up,Wake Up,1.0
4068,b205007,a2809,Wake Up,Wake Up,1.0
4069,b322818,a2809,Wake Up,Wake Up,1.0
4070,b5091,a2809,Wake Up,Wake Up,1.0
4071,b329018,a2809,Wake Up,Wake Up,1.0
4072,b78144,a2809,Wake Up,Wake Up,1.0
4073,b73062,a2809,Wake Up,Wake Up,1.0
4074,b5513,a2809,Wake Up,Wake Up,1.0
4075,b69301,a2809,Wake Up,Wake Up,1.0
4076,b199921,a2809,Wake Up,Wake Up,1.0
4077,b272814,a2809,Wake Up,Wake Up,1.0
4078,b341428,a2809,Wake Up,Wake Up,1.0
4079,b36085,a2809,Wake Up,Wake Up,1.0
4080,b160231,a2809,Wake Up,Wake Up,1.0
4081,b192066,a2809,Wake Upp,Wake Up,0.7272727272727273
4082,b186949,a2809,Wake Up,Wake Up,1.0
4083,b234060,a2809,Wake Up,Wake Up,1.0
4084,b19051,a2809,Wake Me Up,Wake Up,0.75
4085,b149102,a2809,Wake Up,Wake Up,1.0
4086,b131699,a2809,Wake Me Up,Wake Up,0.75
4087,b281204,a2809,Wake Up,Wake Up,1.0
4088,b50830,a2809,Wake Up,Wake Up,1.0
4089,b276132,a2809,Wake Up,Wake Up,1.0
4090,b283316,a2809,Wake Up,Wake Up,1.0
4091,b12001,a2809,Wake Up,Wake Up,1.0
4092,b56042,a2809,Wake Up,Wake Up,1.0
4093,b72443,a2809,Wake Up,Wake Up,1.0
4094,b219911,a2809,Wake Up,Wake Up,1.0
4095,b59697,a2809,Wake Up,Wake Up,1.0
4096,b89899,a2809,Wake Up,Wake Up,1.0
4097,b338734,a2809,Wake Up,Wake Up,1.0
4098,b161591,a2809,Wake Up,Wake Up,1.0
4099,b9016,a2809,Wake Up,Wake Up,1.0
4100,b209764,a2809,Wake Up,Wake Up,1.0
4101,b288623,a2809,Wake Up,Wake Up,1.0
4102,b233624,a2809,Wake Me Up,Wake Up,0.75
4103,b43943,a2809,Wake Up,Wake Up,1.0
4104,b249789,a2809,Wake Up,Wake Up,1.0
4105,b45005,a2809,Wake Me Up,Wake Up,0.75
4106,b185297,a2809,Wake Up,Wake Up,1.0
4107,b46244,a2809,Wake Up,Wake Up,1.0
4108,b253941,a2809,Wake Up,Wake Up,1.0
4109,b230397,a2809,Wake Up,Wake Up,1.0
4110,b315956,a2818,Dreams,Dreams,1.0
4111,b78452,a2818,Dreams,Dreams,1.0
4112,b71530,a2818,Dreams,Dreams,1.0
4113,b105621,a2818,Dreams,Dreams,1.0
4114,b283805,a2818,Dreams,Dreams,1.0
4115,b124069,a2818,Dreams,Dreams,1.0
4116,b299724,a2818,Dreams,Dreams,1.0
4117,b189653,a2818,Dreams,Dreams,1.0
4118,b210655,a2818,Dreams,Dreams,1.0
4119,b346340,a2818,Dreams,Dreams,1.0
4120,b228226,a2818,Dreams,Dreams,1.0
4121,b158984,a2818,Dreams,Dreams,1.0
4122,b303894,a2818,Dreams,Dreams,1.0
4123,b326437,a2818,Dreams,Dreams,1.0
4124,b6451,a2818,Dreams,Dreams,1.0
4125,b182095,a2818,Dreams,Dreams,1.0
4126,b273746,a2818,Dreams,Dreams,1.0
4127,b328024,a2818,Dreams,Dreams,1.0
4128,b24426,a2818,Dreams,Dreams,1.0
4129,b138656,a2818,Dreams,Dreams,1.0
4130,b65486,a2818,Dreams,Dreams,1.0
4131,b121826,a2818,Dreams,Dreams,1.0
4132,b80360,a2818,Dreams,Dreams,1.0
4133,b80128,a2818,Dreams,Dreams,1.0
4134,b197136,a2819,Linger,Linger,1.0
4135,b290557,a2819,Linger,Linger,1.0
4136,b42244,a2819,Linger,Linger,1.0
4137,b70442,a2819,Linger,Linger,1.0
4138,b152935,a2819,Linger,Linger,1.0
4139,b226201,a2819,Linger,Linger,1.0
4140,b177594,a2821,Ode To My Family,Ode to My Family,0.7142857142857143
4141,b192024,a2822,I Cant Be With You,I Can't Be With You,0.782608695652174
4142,b174461,a2823,Ridiculous Thoughts,Ridiculous Thoughts,1.0
4143,b15367,a2839,Human,Human,1.0
4144,b176673,a2839,Human,Human,1.0
4145,b293668,a2839,Human,Human,1.0
4146,b34342,a2839,Human,Human,1.0
4147,b68477,a2839,Human,Human,1.0
4148,b193922,a2839,Human,Human,1.0
4149,b205936,a2839,Human,Human,1.0
4150,b134477,a2839,Human,Human,1.0
4151,b345085,a2839,Human,Human,1.0
4152,b1049,a2841,Spaceman,Spaceman,1.0
4153,b338024,a2841,Spaceman,Spaceman,1.0
4154,b164021,a2841,Spaceman,Spaceman,1.0
4155,b42283,a2841,Spaceman,Spaceman,1.0
4156,b268690,a2841,Spaceman,Spaceman,1.0
4157,b126811,a2841,Spaceman,Spaceman,1.0
4158,b315483,a2843,This Is The World We Live In,The World We Live In,0.7333333333333333
4159,b275669,a2843,This Is The World We Live In,The World We Live In,0.7333333333333333
4160,b263455,a2843,The World We Live In,The World We Live In,1.0
4161,b46616,a2843,This Is The World We Live In,The World We Live In,0.7333333333333333
4162,b93347,a2843,The World We Live In,The World We Live In,1.0
4163,b307160,a2843,This Is The World We Live In,The World We Live In,0.7333333333333333
4164,b271066,a2844,Boots,Boots,1.0
4165,b299162,a2846,I Thought Aout You,I Thought About You,0.782608695652174
4166,b305339,a2846,I Thought Aout You,I Thought About You,0.782608695652174
4167,b10662,a2846,I Thought Aout You,I Thought About You,0.782608695652174
4168,b232880,a2846,I Thought Aout You,I Thought About You,0.782608695652174
4169,b208526,a2846,I Thought Aout You,I Thought About You,0.782608695652174
4170,b209412,a2847,In Love,In Love,1.0
4171,b310809,a2847,In Love,In Love,1.0
4172,b230451,a2847,In Love,In Love,1.0
4173,b112283,a2847,In Love,In Love,1.0
4174,b319652,a2847,In Love,In Love,1.0
4175,b94917,a2847,In Love,In Love,1.0
4176,b37586,a2847,In Love,In Love,1.0
4177,b194391,a2847,In Love,In Love,1.0
4178,b142709,a2847,In Love,In Love,1.0
4179,b13802,a2847,In Love,In Love,1.0
4180,b283652,a2855,I Believe,I Believe,1.0
4181,b175124,a2855,I Believe,I Believe,1.0
4182,b213013,a2855,I Believe,I Believe,1.0
4183,b211466,a2855,I Believe,I Believe,1.0
4184,b313492,a2855,I Believe,I Believe,1.0
4185,b315077,a2855,I Believe,I Believe,1.0
4186,b276637,a2855,I Believe,I Believe,1.0
4187,b302291,a2855,I Believe,I Believe,1.0
4188,b329953,a2855,I Believe,I Believe,1.0
4189,b147685,a2855,I Believe,I Believe,1.0
4190,b188665,a2855,I Believe,I Believe,1.0
4191,b79925,a2855,I Believe,I Believe,1.0
4192,b285015,a2855,I Believe,I Believe,1.0
4193,b275809,a2855,I Believe,I Believe,1.0
4194,b318846,a2855,I Believe,I Believe,1.0
4195,b134537,a2855,I Believe,I Believe,1.0
