,id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year,match
18994,18994,b691131,a22905,Never Again,The Doits,0,Never Again,Tomas Ledin-Agnetha Fältskog,1982,0
8071,8071,b822475,a10500,No You Girls,Franz Ferdinand,2009,No You Girls,Franz Ferdinand,2009,1
4607,4607,b340762,a6022,I Feel Love,Kingston Wall,1993,I Feel Like,Kaskade,2002,0
120,120,b400070,a157,Do What You Want,The Agony Scene,2008,What You Want,The John Butler Trio,2004,0
25699,25699,b88865,a32517,Let Me,Paul Revere & The Raiders featuring Mark Lindsay,0,Let Me,Pat Green,2008,0
17666,17666,b395341,a21241,Sexy Bitch,DJ Dizzy,2009,Sexy Bitch,David Guetta-Akon,2009,0
11127,11127,b373911,a14583,SexyBack,Justin Timberlake Featuring Timbaland,2006,SexyBack,Justin Timberlake,2006,1
4131,4131,b376506,a5351,I'm Over You,Carmel,1989,I'm Not Over You,CeCe Peniston,1994,0
10708,10708,b245185,a14391,Signs,Sound Selektaz Feat. Daniel,0,Signs,Snoop Dogg-Justin Timberlake-Charlie Wilson,2005,0
13344,13344,b195362,a16998,The Way I Are,Timbaland / Keri Hilson / D.O.E. / Sebastian,2007,The Way I Are,Timbaland-Keri Hilson,2007,1
7014,7014,b177763,a8967,The Witch,Clinic,2008,The Witch,Clinic,2008,1
4166,4166,b36156,a5371,Beautiful Love,John Abercrombie,0,Beautiful,Julio D,2015,0
24595,24595,b560589,a30705,Start All Over Again,The Disco Boys,2007,Start Again,Teenage Fanclub,1997,0
10869,10869,b250252,a14492,Never Forget,The Unseen,2001,Never Forget,Take That,1995,0
17874,17874,b539121,a21418,Star,Extreme,0,Star,Erasure,1990,0
2156,2156,b503207,a3183,Dreaming,Movado,0,Daydreaming,Massive Attack,1990,0
19334,19334,b122242,a23404,Everything I Want,Bertine Zetlitz,2001,Everything I Own,Boy George,1987,0
14278,14278,b427942,a17996,Girlfriend,Buju Banton,0,Girlfriend/Boyfriend,Blackstreet-Janet Jackson-Eve-Ja Rule,1999,0
3970,3970,b707292,a5060,Home,San Quinn,0,Hotel Home,Spender-Gotye,2013,0
11753,11753,b676037,a15140,Give A Little Love,Bay City Rollers,1975,Give a Little Love,Bay City Rollers,1975,1
6949,6949,b532178,a8834,Joy,Lampshade,2006,Joy,Leona Lewis,2009,0
20415,20415,b774753,a25132,Change,KT Tunstall,2000,Change,Killing Joke,1992,0
19090,19090,b329413,a23135,Destiny,Avant,2000,Destiny,Apollo 440,1991,0
7572,7572,b658657,a9761,Live Ya Life,Sheek Louch,0,Live Your Life,Stéphanie,1987,0
14829,14829,b28223,a18577,Emotions,Starpoint,1985,Emotions,Samantha Sang-Bee Gees,2012,0
6322,6322,b618586,a8075,Been A Long Time,TV Rock Feat. Rudy,2008,Been a Long Time,TV Rock-Rudy,2008,1
14950,14950,b324560,a18746,My Happiness,Powderfinger,2000,My Happiness,Powderfinger,2000,1
23033,23033,b785174,a27989,Seduction,Sean Deason,0,Sensual Seduction,Snoop Dogg,2007,0
9232,9232,b281590,a12719,James Bond Theme (Moby's Re-Version) (Da Bomb Remix),Moby,1997,James Bond Theme (Moby's re-version),Moby,1997,1
2597,2597,b255655,a3592,Get Higher,Vera,0,Baby Get Higher,VanVelzen,2006,0
21105,21105,b288407,a25995,Home,Sticks & Stones,2003,Hotel Home,Spender-Gotye,2013,0
16505,16505,b317888,a20232,Ultrafunkula,Armand Van Helden,1997,Ultrafunkula,Armand van Helden,1997,1
12082,12082,b782828,a15548,One,Creed,0,One,Cody Simpson,2009,0
1670,1670,b754428,a2257,Dizzy,Vic Reeves / The Wonder Stuff,1991,Dizzy,Vic Reeves-The Wonder Stuff,1991,1
20567,20567,b682895,a25418,Silent Night,Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,0,Silent Night,Sinéad O’Connor,1991,0
6843,6843,b625214,a8712,Any Day Now,Cari\xc3\xb1a,0,Any Day Now,Cop Shoot Cop,1995,0
3865,3865,b515260,a4922,(We Don't Need This) Fascist Groove Thang (Rapino Club Mix),Heaven 17,2009,(We Don't Need This) Fascist Groove Thang,Heaven 17,1981,1
13338,13338,b516219,a16991,Smile,K'Naan,2004,Smile,Kidda,2008,0
23267,23267,b583603,a28223,What Do You Want,The Yardbirds,1966,What You Want,The John Butler Trio,2004,0
8636,8636,b404753,a11504,Hammerhead,John Zorn,1990,Hammerhead,James Reyne,1987,0
7827,7827,b539121,a10225,Star,Extreme,0,Star,Erasure,1990,0
7570,7570,b548190,a9754,Come Go With Me,Del Vikings,1957,Come Away With Me,Donots,2012,0
2475,2475,b752780,a3483,"Keep The Fire Burnin""",REO Speedwagon,1982,Keep the Fire Burnin',REO Speedwagon,1982,1
5612,5612,b610639,a7445,Bedsitter,Soft Cell,1981,Bedsitter,Soft Cell,1981,1
13754,13754,b276845,a17400,Black Capricorn Day,Jamiroquai,1999,Black Capricorn Day,Jamiroquai,2000,1
20888,20888,b326966,a25765,You Were My Everything,Two Minute Silence,2009,You Me & Everything,The Shamen,1989,0
8605,8605,b445288,a11450,Where Do We Go From Heaven,The Mighty Lemon Drops,1989,Where Do I Go From Here,The Supremes,1975,0
9366,9366,b355844,a12996,The Beast,The Only Ones,1978,The Beat,The Bloody Beetroots-Peter Frampton,2014,0
19915,19915,b368955,a24115,Gangsta,Total Science & S.P.Y.,0,Gangsta?,Tinchy Stryder,2010,0
10060,10060,b367611,a13931,Feel,Rob E,0,Feel,Robbie Williams,2002,0
21384,21384,b451554,a26237,The Way We Talk,The Maine,2007,The Walk,The Cure,1983,0
9199,9199,b201832,a12600,Float On,Modest Mouse,2003,Float On,Modest Mouse,2004,1
17710,17710,b59096,a21282,Les Djinns,Djuma Soundsystem,2009,Les Djinns,Djuma Soundsystem,2003,1
20881,20881,b488956,a25760,Rocket,The Smashing Pumpkins,1993,Rocket,The Smashing Pumpkins,1994,1
25656,25656,b481618,a32399,Innocence,Mind Funk,1991,Innocent,Mike Oldfield,1989,0
14158,14158,b444109,a17905,Sometime,Miguel Migs,0,Sometimes,Miami Horror,2009,0
22042,22042,b161277,a26912,My Life,Swollen Members,2009,My Life,Slaughterhouse,2012,0
20376,20376,b648409,a25001,It's A New Day,KC Da Rookee,0,A New Day,Killing Joke,1984,0
16173,16173,b414314,a19839,Silver Pills,Alec Empire,1997,Silverlake Pills,Adam Freeland,2007,0
15899,15899,b783885,a19560,Dreams,DJ Icey,2003,Dreams,Deep Dish-Stevie Nicks,2005,0
19231,19231,b722078,a23256,I'll Look Around,Billie Holiday,1947,Look Around,Beat Happening,1987,0
2458,2458,b782554,a3455,My Love,Meitz,2003,My Love Life,Morrissey,1991,0
11505,11505,b25560,a14858,Anything Goes,The High Strung,2005,Anything Goes,Tony Bennett-Lady Gaga,2014,0
24665,24665,b770287,a30829,Love Hurts,Clare Teal,2008,Love Hurts,Cher,1991,0
18570,18570,b557015,a22279,Falling Down,Jehst,0,Fall Down,Jebediah,2001,0
1721,1721,b141736,a2282,Untitled,TERRY BOZZIO & METROPOLE ORKEST,2005,Untitled,The Smashing Pumpkins,2001,0
16449,16449,b430362,a20181,Tell Me Why,Tycoon,0,Tell Me When,The Human League,1995,0
2641,2641,b784068,a3645,Surprise,Bizarre Inc,1996,Surprise Surprise,Billy Talent,2012,0
12209,12209,b424241,a15655,Reflection,Cliff Eidelman,0,Reflection,Christina Aguilera,1998,0
2941,2941,b354688,a3851,Breathe Again,Toni Braxton,1993,Breathe Again,Toni Braxton,1993,1
21367,21367,b106157,a26234,Synchronicity III,Turing Machine,2004,Synchronicity II,The Police,1983,0
2548,2548,b664710,a3547,Silent Night,The Bachelors,0,Silent Night,The Flaming Lips,2008,0
3483,3483,b223587,a4538,Good Gal,Charlie Spand,0,Good Girl,Carrie Underwood,2012,0
9676,9676,b23962,a13461,I'll Be Your Baby Tonight,Robert Palmer Featuring UB40,1990,I’ll Be Your Baby Tonight,Robert Palmer-UB40,1990,1
13674,13674,b10467,a17350,Hold On,True West,2007,Holding On,Tourist-Josef Salvat-Niia,2015,0
14614,14614,b196636,a18356,Sometimes,Logh,2007,Sometimes,Les Rythmes Digitales-Nik Kershaw,1999,0
22468,22468,b120020,a27433,Old School,Lil Rob,0,Old School Love,Lupe Fiasco,2013,0
23887,23887,b770523,a29090,Already There,The Sight Below,2008,Already There,Taylor McFerrin-Robert Glasper-Thundercat,2014,0
22494,22494,b132893,a27453,Playing With Fire,N-Dubz / Mr Hudson,0,Playing With Fire,N-Dubz-Mr Hudson,2010,1
5452,5452,b414295,a7303,No Fate,Scooter,0,No Fate,Scooter,1997,1
18103,18103,b98698,a21641,The Fun Machine Took A Shit and Died,Queens Of The Stone Age,2007,The Fun Machine Took a Shit & Died,Queens of the Stone Age,2005,1
6607,6607,b279596,a8333,Alone,The Chicharones,2004,Alone.,Titus G. Productions-FanaElectric,2016,0
15328,15328,b400996,a19033,Slipping Away,Martin Briley,0,Slipping Away,Moby,2005,0
15704,15704,b489207,a19342,Remember It Now,Steve Roach,1997,I Remember Now,Sertab Erener,2007,0
7615,7615,b578963,a9831,Tonight,DJ Bobo,2010,Tonight,Def Leppard,1993,0
13059,13059,b449491,a16750,True Colours,Go West,1986,True Colours,Go West,1986,1
4363,4363,b270671,a5589,All Day_ All Night,J-Diggs,0,All Night,Jack Beats,2011,0
19824,19824,b201733,a24020,You're Not All That,The Herbaliser,2008,You're Not Alone,Tinchy Stryder,2009,0
24753,24753,b801466,a30919,Far Away,Cut Copy,2008,Fade Away,Chumbawamba,2005,0
22850,22850,b602816,a27790,With You,Chris Brown,0,With You,Chris Brown,2008,1
6550,6550,b604558,a8280,Borderline,Madonna,1983,Borderline,Madonna,1984,1
5578,5578,b620861,a7387,Looking At You,Sunscreem,1996,Looking at You,Sunscreem,1996,1
10039,10039,b704463,a13922,You and Me,Sunrise,0,You and I,Scorpions,1996,0
1324,1324,b747852,a1799,Lullaby,The Cat Empire,2005,Lullaby,The Cure,1989,0
4939,4939,b404595,a6595,Shelter,Prisma,0,Shelter,Porter Robinson-Madeon,2016,0
4837,4837,b207397,a6366,My Hands Are Tied,Mesh,0,My Hands Are Tied / Petrified,Mesh,2006,1
18393,18393,b654808,a21978,Wonderwall,Oasis,0,Wonderwall,Oasis,1995,1
12636,12636,b803377,a16133,The Killing Moon,Echo And The Bunnymen,1984,The Killing Moon,Echo & The Bunnymen,1983,1
17912,17912,b675245,a21439,I Remember,Keyshia Cole,2007,I Remember,Kaskade-deadmau5,2008,0
9639,9639,b518575,a13395,Everyday,Phil Collins,1993,Everyday,Phil Collins,1994,1
10281,10281,b19552,a14114,Shape,Sugababes,2002,Shape,Sugababes,2003,1
9449,9449,b69173,a13126,Walk Right Back,Perry Como,1973,Walk Right Back,Perry Como,1973,1
22892,22892,b6516,a27821,Give It Up,Phil The Agony,0,Give It Up,Public Enemy,1994,0
23232,23232,b559914,a28216,The Game,Ativin,2004,The Game,Alyssa Reid-Snoop Dogg,2012,0
5619,5619,b214048,a7447,Where Did Our Love Go?,Soft Cell,1996,Tainted Love / Where Did Our Love Go?,Soft Cell,1981,1
6666,6666,b448256,a8419,Good Time,Peran,2001,Feel Good Time,P!nk-William Orbit,2003,0
14208,14208,b331796,a17948,This Life,Magna-Fi,2005,This Is My Life,Miss Montreal,2009,0
1423,1423,b766176,a1947,Yesterday,Andy Williams,0,Yesterday,Adam Levine-Tony Lucca,2012,0
24267,24267,b692368,a29714,Forever Yours,Ray Smith,0,Forever Young,Rhiannon Giddens-Iron & Wine,2015,0
14840,14840,b19730,a18601,The Day You Come,Powderfinger,1998,The Day You Come,Powderfinger,1998,1
8152,8152,b342736,a10581,Love Machine,Girls Aloud,0,Love Machine,Girls Aloud,2004,1
15482,15482,b491066,a19151,I Never Know,Singing Melody,0,You'll Never Know,Shirley Bassey,1961,0
16596,16596,b811138,a20298,Heartbeat,Adrian Belew,1990,My Heartbeat,Annie,2004,0
17057,17057,b375524,a20701,More Than Likely,P.M. Dawn,1993,More Than Likely,P.M. Dawn-Boy George,1993,1
3580,3580,b414176,a4682,Let Me Down Easy,Cornelius Brothers & Sister Rose,1972,Let Me Down Easy,Chris Isaak,2002,0
24714,24714,b342256,a30883,Believer,Clyde Carson,2009,Believe,Cher,1998,0
8062,8062,b155272,a10498,Lucid Dreams,Franz Ferdinand,2008,Lucid Dreams,Franz Ferdinand,2008,1
4758,4758,b70577,a6231,Trust In You,Masterplan,2007,Trust You,Mesh,1998,0
4809,4809,b261214,a6310,The City,Mic Geronimo,0,The City,Madeon,2012,0
6,6,b451100,a5,I Believe,Big Black,0,Believe,Blue October,-,0
856,856,b745375,a1376,Tired Of Being Alone,Texas,1992,Tired of Being Alone,Texas,1992,1
12435,12435,b339177,a15894,Flowers,Camper Van Beethoven,1989,Flower,Cody Simpson,2015,0
10287,10287,b109905,a14116,Too Lost In You,Sugababes,2000,Too Lost in You,Sugababes,2003,1
24539,24539,b436505,a30579,Everything,Tenishia,0,Everything Flows,Teenage Fanclub,1991,0
11430,11430,b3691,a14787,These Days,The Simpletons,0,These Days,Take That,2014,0
3722,3722,b494125,a4812,Alpha Centauri,Hallucinogen,1995,Alpha Centauri / LSD,Hallucinogen,1994,1
20838,20838,b440360,a25704,Everybody's Numb,Thea Gilmore,2006,Everybody's Fool,Teenage Fanclub,1990,0
1760,1760,b574219,a2372,Whatever You Want,Taylor Dayne,1998,Whatever You Want,Tina Turner,1996,0
22084,22084,b240243,a26939,Only One,T-Bone,0,The Only One,The Cure,2008,0
19644,19644,b314656,a23850,Neighborhood,Tift Merritt,2002,In the Neighborhood,Tom Waits,1985,0
21043,21043,b308654,a25907,The Body Wah,Tears For Fears,1992,The Body,The Pains of Being Pure at Heart,2011,0
20448,20448,b699473,a25183,Children Say,Level 42,1987,Children Say,Level 42,1987,1
25087,25087,b416529,a31626,You,Spanky Wilson,1992,You,Schiller-Colbie Caillat,2008,0
17352,17352,b2642,a21000,Vanish,Capoeira Twins,0,Vanished,Crystal Castles,2008,0
23147,23147,b536507,a28095,Everyday Is A Winding Road,Sheryl Crow / Ash Win Sood,1996,Everyday Is A Winding Road,Sheryl Crow,1996,1
5750,5750,b685753,a7549,Papua New Guinea,The Future Sound of London,1991,Papua New Guinea,The Future Sound of London,1991,1
