ID, Artist, Song, Genre, Tempo, Duration
493,Les Rythmes Digitales feat. Nik Kershaw,Sometimes,electronic,123.829,297.45587
494,The Prodigy,Firestarter,rock,94.234,225.09669
495,Susheela Raman,Love Trap,indie,129.518,245.62893
496,Voice Mail,Shake It,folk,111.966,175.33342
497,Karsh Kale,Beautiful,hip-hop,87.823,324.75383
498,Unreal,Gravity,rock,146.064,248.99873
499,The Lashouts,Dreamcatcher,electronic,175.041,173.45261
500,Gary Go,Open Arms,rock,159.164,217.86077
501,Brainchoke,Untitled,alternative,99.654,53.81179
502,LMFAO,La La La,pop,127.472,211.09506
503,Gloveox,Sunday Morning,rock,167.996,184.5024
504,Black Uhuru,Youth,indie,165.133,230.76526
505,Prinz Porno,20.000 Meilen,pop,175.617,110.70649
506,Carter Burwell,Ashes,alternative,118.663,77.06077
507,Fatty Koo,Tight,rock,201.847,247.48363
508,Ferry Corsten,We Belong,electronic,130.011,478.24934
509,The Gathering,Locked Away,pop,91.003,203.49342
510,Spizzenergi,1989,pop,110.63,163.99628
511,Felix Kr\xc3\x6cher,You Never Know,folk,187.77,463.20281
512,Daryl Hall & John Oates,Rich Girl,rock,178.825,216.34567
513,Sweet Jane,Take Me Home,pop,116.713,250.22649
514,The Cardigans,Explode,folk,124.013,274.05016
515,Phonat,Set Me Free,hip-hop,84.733,183.84934
516,Ill Harmonics,Life,pop,88.464,71.99302
517,The Happenings,Randy,electronic,135.674,160.26077
518,The Dirtall,Got Love,pop,100.003,211.17342
519,Alicia Keys,Karma,pop,113.485,255.99955
520,Weird Al Yankovic,Headline News,rock,94.84,227.97016
521,Melanie C,Everything Must Change,rock,102.01,212.89751
522,Bedrock,Emerald,blues,129.988,501.86404
523,Triple Beam,Ride,electronic,156.142,324.91057
524,Any Troule,I Want You,jazz,203.715,220.05506
525,Seven,Sunshine,hip-hop,91.909,232.22812
526,Mad Caddies,Today,electronic,164.359,159.26812
527,Jars Of Clay,Love Me,pop,128.018,191.81669
528,Derrin Nauendorf,My Enemy,electronic,93.643,241.6322
529,Inhale Exhale,Dance All Night,electronic,170.001,167.05261
530,Mahavishnu Orchestra,Sanctuary,electronic,117.226,305.68444
531,Christian Falk,Dream On,rock,121.827,185.70404
532,Stephen Fretwell,Brother,electronic,189.988,203.75465
533,Helen Reddy,I Am Woman,pop,85.327,205.24363
534,Helen Forrest,Paradise,electronic,94.914,144.84853
535,Tarkan,Over,pop,96.979,262.922
536,Christopher Lawrence,Halo,rock,135.019,417.01832
537,Zs\xc3\xa9denyi Adrienn,Karma,pop,120.029,182.54322
538,Aerosmith,Crazy,alternative,232.709,318.61506
539,Tunsi,Army,indie,84.606,12.72118
540,Bas Mooy,Play Dead,classical,131.98,449.72363
541,Kim Waters,Daydreaming,rock,160.151,281.20771
542,Keane,Bedshaped,rock,99.973,276.97587
543,Shitmat,Shut Up,pop,80.603,199.70567
544,Phil Collins,Everyday,jazz,94.705,343.43138
545,Crystal Castles,Crimewave,electronic,127.925,255.21587
546,Linda Eder,Pieces,rock,135.963,275.48689
547,Joe Bonamassa,Stop!,jazz,85.401,356.04853
548,Howie Day,Collide,pop,180.073,277.002
549,DNA,Freedom,hip-hop,126.964,234.05669
550,The Crystal Method,Keep Hope Alive,electronic,188.018,341.08036
551,King Swamp,Glow,pop,172.054,341.002
552,Seal,Killer,electronic,117.834,381.93587
553,Norris Man,For You,jazz,157.945,234.47465
554,Butane,Silence,electronic,89.78,213.81179
555,Choiroys,Fireworks,indie,122.785,272.71791
556,Strays Dont Sleep,Stay,classical,137.953,248.81587
557,Mandy Patinkin,Sunday,alternative,76.654,250.17424
558,Daturah,Lovelight,rock,105.086,690.15465
559,W&W,The Plan,electronic,133.918,507.402
560,Ro Swift,Bad Boy,hip-hop,75.426,347.68934
561,22-20s,Hold On,folk,133.325,317.46567
562,FFH,Listen,folk,61.117,218.22649
563,Rita Chiarelli,This Is My Life,pop,89.919,252.682
564,Trick Trick ,War,rock,180.02,266.78812
565,The All-American Rejects,Believe,folk,160.18,208.29995
566,Aly & Fila,Paradise,electronic,70.247,301.40036
567,Hank Locklin,Let Me Be the One,pop,116.279,150.282
568,Ashley Walters,Inside Out,electronic,140.264,208.14322
569,Molice,Monster,alternative,170.139,235.31057
570,Swami,Tonight, Tonight,91.988,259.91791
571,The Young Gods,Skinflowers,electronic,102.001,259.97016
572,Dj Dozzy,Be With You,electronic,128.005,413.41342
573,Credit to the Nation,Mad Dog,rock,104.957,261.27628
574,Seether,Fake It,rock,131.971,193.88036
575,Ocean Colour Scene,My Time,pop,138.253,198.39955
576,Chris,Little Man,pop,87.013,288.15628
577,Mad Caddies,Falling Down,rock,112.89,189.12608
578,All The Day Holiday,Cities,alternative,138.371,242.62485
579,Streetwize,Funny, Funny,79.076,307.33016
580,Moy,Temptation,alternative,90.096,293.58975
581,Photek,Junk,electronic,115.014,327.88853
582,Bright Eyes,Four Winds,rock,131.704,252.81261
583,Jahcoozi,Style,hip-hop,220.056,252.02893
584,Kidda,Feel Too Good,pop,101.436,214.54322
585,George Michael,Amazing,hip-hop,128.407,266.94485
586,Super Mal,Light Years,jazz,126.036,317.17832
587,Miami Sound Machine,Dr. Beat,pop,117.509,262.26893
588,Die Form,Tomorrow,rock,98.516,162.01098
589,Triple Fast Action,Heroes,pop,123.346,269.66159
590,Big Star,For You,jazz,109.361,162.95138
591,Long Beach Du Allstars,Free Love,jazz,150.573,205.11302
592,James Horner,Good Friend,jazz,129.237,197.38077
593,Lamert_ Hendricks & Ross,Summertime,pop,131.647,106.70975
594,The Supremes,The Happening,pop,87.085,169.42975
595,Afterlife,Sunrise,folk,117.002,385.56689
596,Haste The Day,Walk On,electronic,199.867,174.94159
597,Stephen Pearcy,Freak,hip-hop,130.28,216.63302
598,Amii Stewart,One Love,rock,166.928,246.07302
599,McEnroe,Take Me With You,rock,103.203,57.20771
600,Ron Spielman,Home,folk,108.709,252.86485
601,Marty Wilde,No One Knows,rock,128.992,138.94485
602,Terence Trent DAry,Rain,electronic,141.685,178.38975
603,Tiger Army,Atomic,indie,127.853,195.99628
604,Flipper,Way of the World,rock,129.231,263.47057
605,Andrelli & Blue Feat. Hila,Imagine,folk,137.901,498.38975
606,The Meters,Come Together,electronic,171.056,189.70077
607,Gregory Aott,Say You Will,rock,102.923,244.63628
608,Roert Pollard,Silk Rotor,rock,158.16,198.32118
609,Armored Saint,Aftermath,electronic,103.754,330.73587
610,The White Stripes,Blue Orchid,rock,152.785,160.31302
611,Vanessa Carlton,Sway,pop,90.0,237.94893
612,Giorgio Moroder vs. Jam & Spoon,The Chase,rock,135.952,525.58322
613,Agnostic Front,Separate Ways,rock,87.872,158.32771
614,Thermo,Control,pop,136.046,311.43138
615,Depeche Mode,Precious,rock,198.672,250.04363
616,Whitney Houston,My Love Is Your Love,pop,85.331,508.96934
617,Major Matt Mason Usa,In My Head,rock,190.078,398.15791
618,Cocoa Tea,Getting Closer,rock,110.706,243.17342
619,Earl Klugh,Sandstorm,electronic,112.704,339.69587
620,Rush Of Fools,Tonight, Tonight,103.008,218.17424
621,Running Man,Children,electronic,70.125,105.69098
622,Junior Murvin,Closer,indie,87.811,272.97914
623,Swollen Memers ft. Mr. Vegas,Dynamite,rock,81.983,181.62893
624,Ariane Moffatt,Valentine,electronic,127.842,333.24363
625,Eric Roerson,Open Your Eyes,rock,91.028,232.04526
626,Oxide And Neutrino,Here We Go,pop,91.795,214.20363
627,Filteria,Stars,alternative,145.974,582.53016
628,Parliament,Breakdown,pop,144.514,230.922
629,Ikon,Ceremony,alternative,145.153,245.26322
630,Firefall,Secret,alternative,111.439,286.35383
631,Incognito,Come Away With Me,folk,118.061,422.05995
632,Status Quo,Magic,rock,166.708,232.07138
633,Believe,Seven Days,classical,140.099,368.8224
634,Delly Ranks,Dance,pop,140.304,180.84526
635,Reed Foehl,Beautiful Life,pop,116.604,242.02404
636,Kate Nash,Foundations,pop,168.973,220.21179
637,Studio Sound Group,Angel of Harlem,electronic,104.083,215.77098
638,Reecca St. James,Pray,pop,125.037,269.68771
639,Future Vision,Your Love,hip-hop,139.982,452.88444
640,The Mannish Boys,Last Night,hip-hop,103.365,302.28853
641,Vivian,Slipping Away,rock,177.972,192.44363
642,Duraluxe,Change Your Mind,country,125.079,142.54975
643,Faith No More,Evidence,rock,97.867,294.24281
644,Quadro Nuevo,Nature Boy,alternative,123.006,133.98159
645,Calogero,Game Over,jazz,130.186,208.09098
646,The Smashing Pumpkins,Bullet With Butterfly Wings,alternative,122.945,260.15302
647,Marc Evans,The Way You Love Me,pop,125.997,280.08444
648,Middleman,Blah Blah Blah,pop,115.039,171.62404
649,Rick Derringer,Teenage Love Affair,pop,154.509,199.94077
650,The Faulous Thunderirds,Let Me In,indie,118.02,154.53995
651,Godflesh,Hunter,pop,166.027,279.53587
652,Xymox,Love Me,pop,66.429,259.63057
653,Willowz_ The,Wake Up,alternative,117.519,244.55791
654,Che Sudaka,Usted,pop,200.45,97.27955
655,Eric B. & Rakim,I Know You Got Soul,electronic,94.499,282.04363
656,Vikingarna,California,rock,124.711,205.89669
657,We Pierce,Slowly,electronic,116.615,114.72934
658,Meanest Man Contest,Sorry,electronic,90.421,173.87057
659,Waking Eyes,Move On,electronic,130.381,238.49751
660,Blaze Ya Dead Homie,Everywhere I Go,folk,102.853,160.31302
661,Dwayne Sodaherk,Forever,hip-hop,118.828,258.42893
662,Cake Or Death,Silence,electronic,111.982,277.89016
663,Frank Black,The Marsist,rock,119.699,248.2673
664,Richard In Your Mind,Follow Me,rock,77.476,424.54159
665,YACHT,The Afterlife,rock,137.844,295.78404
666,Waves Under Water,Dead Leaves,rock,95.943,137.61261
667,Guns N Roses,Patience,pop,122.838,402.36363
668,Continental Drifters,Anything,pop,153.524,189.17832
669,Real Life,Shout,hip-hop,96.986,381.93587
670,Adolescents,Democracy,alternative,104.636,127.99955
671,Zoegirl,Good Girl,country,92.747,182.36036
672,Q-Burns Astract Message & Lisa Shaw,This Time,rock,122.675,513.27955
673,Miles Maeda,Tell Me Why,pop,125.995,426.60526
674,DJ Shoko pres. Megalon,Polaris,rock,141.956,330.29179
675,Wildirds & Peacedrums,My Heart,country,125.572,252.94322
676,Ace Cannon ,Everything Is Beautiful,country,49.31,195.00363
677,Westlife,Home,folk,127.978,216.16281
678,Renegade Hit Makers,You Belong To Me,indie,99.021,161.01832
679,Electrixx,Control Freak,electronic,127.995,385.82812
680,Kanye West,Diamonds From Sierra Leone,hip-hop,81.53,247.64036
681,Ferry Corsten,Feel You,jazz,130.052,324.23138
682,Rio Reiser,Krieg,pop,126.369,231.91465
683,Christina Milian,Whatever U Want,pop,102.304,229.35465
684,Cornell Campell,Just My Imagination,alternative,88.843,166.55628
685,Madness,Forever Young,folk,91.962,208.27383
686,Blurt,Spill the Beans,electronic,126.846,479.29424
687,Keith John Adams,Breathe,folk,90.721,112.40444
688,The Late Greats,Bang Bang,hip-hop,88.889,203.98975
689,JoJo,Leave (Get Out),pop,173.967,239.49016
690,Michael Jackson,Rock With You,rock,114.547,203.65016
691,James Yuill,On Your Own,rock,114.008,207.59465
692,Silkworm,Violet,rock,151.347,236.85179
693,Sarah Dougher,Fall Down,rock,66.953,189.28281
694,Alison Moyet,Wishing You Were Here,jazz,94.507,237.66159
695,Yello,I Love You,electronic,140.1,335.72526
696,Jawreaker,Busy,indie,123.543,262.89587
697,D*Note,Rain,electronic,116.582,370.05016
698,The Alternate Routes,Hollywood,alternative,49.322,266.97098
699,Ultima Bleep,Open Your Eyes,rock,120.031,219.97669
700,U Totem,Postcard,folk,170.596,135.52281
701,Groove Coverage,Moonlight Shadow,classical,131.998,443.402
702,Echo & The Bunnymen,Flowers,pop,89.16,255.60771
703,Jerry Harrison,Big Mouth,hip-hop,114.072,212.1922
704,Vitamin String Quartet,Mystify,rock,134.353,192.80934
705,Sonny Rollins,Manhattan,electronic,95.029,269.68771
706,Protein,Interlude,rock,92.001,19.04281
707,Jimi Hendrix,Purple Haze,rock,117.624,183.64036
708,Lets Go Outside,Giving You Up,electronic,125.034,392.93342
709,CALLA,Televised,rock,108.072,407.43138
710,T.G. Sheppard,Finally,pop,117.939,228.10077
711,Tex Ritter,High Noon,hip-hop,66.494,186.38322
712,Kiss,Deuce,rock,126.997,185.39057
713,Pearl Jam,Dead Man,country,120.583,264.41098
714,Muddy Waters,So Long,blues,74.415,271.882
715,Dead Kennedys,Lie Detector,country,107.949,225.61914
716,Mark Ronson feat. Phantom Planet,Just,hip-hop,97.484,319.68608
717,311,Loco,pop,190.56,114.78159
718,Howie Beck,Please,electronic,231.828,184.73751
719,A Life Once Lost,The Tide,electronic,136.831,168.69832
720,Atakama,Steam,folk,164.426,237.87057
721,Jason van Wyk & Dreamquest,Imagine,folk,137.892,493.06077
722,Blue Lunar Monkey,UFO,electronic,145.995,424.88118
723,New Order,Hypnosis,pop,116.501,95.39873
724,Dee Clark,Raindrops,alternative,86.231,152.842
725,Delerium feat. Sarah McLachlan,Silence,electronic,130.899,668.44689
726,Hyrid,Can You Hear Me,jazz,130.005,483.97016
727,Kool Savas,Oldschool, Baby,40.385,66.08934
728,Karla Bonoff,Dream,hip-hop,100.998,233.11628
729,Keith John Adams,Easy,folk,87.491,172.40771
730,Fairport Convention,Dawn,electronic,98.917,221.67465
731,Adema,Stand Up,alternative,90.122,184.45016
732,Pulse Legion,Hideaway,electronic,107.08,248.00608
733,Lampshade,Joy,electronic,133.963,227.99628
734,Billy Boy Arnold,I Wish You Would,hip-hop,105.243,160.13016
735,Tom Browne,If,pop,95.944,282.53995
736,The Drifters,White Christmas,pop,122.264,169.50812
737,Tom Browne,Happy Song,electronic,97.749,318.87628
738,Irie Love,Revival,electronic,89.102,159.242
739,Illaj & Mikey Vegaz,Fire,hip-hop,88.938,204.61669
740,Mr. President,I Give You My Heart,pop,145.98,215.11791
741,Roert Hood,The Game,alternative,89.986,349.33506
742,The Harmonizing Four,Rock of Ages,rock,93.328,212.34893
743,Howie B.,Switch,hip-hop,108.92,299.4673
744,Charlie Parker,Summertime,pop,80.431,168.38485
745,Pee Wee Crayton,I Need Your Love,electronic,106.279,130.84689
746,Vision Quest,Conquest,rock,44.834,173.71383
747,Tamlins,You and Me,alternative,66.287,243.46077
748,Yami Bolo,African People,electronic,131.889,182.85669
749,Primal Scream,Loaded,rock,93.712,359.88853
750,M.I.K.E.,Massive Motion,electronic,137.926,491.80689
751,Doy Doson,Words,electronic,140.8,482.32444
752,Matt Mays,Morning Sun,rock,137.912,376.58077
753,Sunlounger,Change Your Mind,country,136.005,516.5971
754,Marianne Rosenerg,Guantanamera,hip-hop,104.082,193.17506
755,Atmosphere,Dreamer,rock,207.211,244.61016
756,Tom Novy,Runaway,folk,125.122,463.09832
757,911,One More Try,folk,82.947,272.90077
758,Donna Summer,Could It Be Magic,pop,125.768,235.04934
759,Love Affair,Everlasting Love,rock,119.008,191.9473
760,Gianluca Motta ,Ooops Up,electronic,124.99,208.95302
761,Steve Angello,Gypsy,alternative,125.02,223.89506
762,Girlschool,Tonight, Tonight,214.78,153.70404
763,Do Androids Dream Of Electric Sheep?,Takeover,hip-hop,130.783,170.39628
764,Main Attraction,Only One,folk,133.001,217.93914
765,Michael Gray ,Borderline,electronic,126.009,356.15302
766,The Orange Peels,Birds of a Feather,alternative,128.489,147.59138
767,Trevor Mclachlan,Destiny,rock,140.023,474.98404
768,Geri Halliwell,Lift Me Up,rock,106.988,230.24281
769,Raw Power,Army,indie,166.468,95.92118
770,Brutal Truth,Daydreamer,hip-hop,185.985,105.42975
771,Assemlage 23,Spark,jazz,129.925,200.85506
772,Jack Elliott,Car Song,rock,120.036,114.85995
773,Jumprope,Memory,folk,136.889,136.51546
774,Lil Suzy,Paradise,electronic,140.093,260.25751
775,Naevus,The Tide,electronic,100.077,238.86322
776,Neula,All the Way,pop,106.349,467.27791
777,Antigama,City,hip-hop,173.141,152.0322
778,All Saints,Never Too Late,electronic,196.623,271.59465
779,Asolute,Falling,rock,93.953,229.22404
780,Spiritualized,Take Your Time,electronic,158.603,405.49832
781,OIS\xc3\x8dN,I Swear,hip-hop,134.13,294.00771
782,Hanna,L.O.V.E.,pop,120.052,268.87791
783,The Rodeo,Amazing,hip-hop,135.014,153.25995
784,Sole,Heaven,electronic,111.429,36.44036
785,Dolores ORiordan,Be Careful,hip-hop,150.006,258.92526
786,K-OS,Higher,hip-hop,152.985,222.51057
787,DJ Boo,Music,electronic,129.972,277.13261
788,Taylor Hawkins & The Coattail Riders,Never Enough,alternative,126.988,322.76853
789,Erykah Badu,Bag Lady,jazz,151.059,347.37587
790,Asamov,Say Somethin,pop,89.131,256.07791
791,The Lovetones,Say You Will,rock,151.185,149.86404
792,Ondskapt,Interlude,rock,0.0,61.54404
793,Black Flag,Wasted,electronic,198.079,60.70812
794,Lifehouse,Blind,electronic,86.968,300.01587
795,The Pointer Sisters,Fire,hip-hop,115.004,306.41587
796,Darin,Runaway,folk,109.979,181.9424
797,Dying Passion,Innocent,classical,139.958,312.63302
798,Juliet Annerino,Follow Me,rock,125.066,223.81669
799,Mai Tai,Body and Soul,pop,111.215,231.18322
800,Russ Morgan,So Tired,rock,62.335,217.75628
801,Eddie Ojeda,Tonight, Tonight,114.027,206.68036
802,Duo Live,Hold My Hand,pop,87.018,182.43873
803,The Blood Brothers,Flight,rock,126.949,306.78159
804,Samantha Fox,Hold On Tight,rock,91.303,218.01751
805,Kylie Minogue,Red Blooded Woman,electronic,138.998,258.06322
806,The Cure,The Walk,alternative,128.671,328.64608
807,Bizzy Bone,Hard Times,electronic,165.761,226.7424
808,Panacea,Hero,jazz,101.263,51.51302
809,Girls Aloud,Something Kinda Ooooh,rock,126.977,329.84771
810,Christina Aguilera,Without You,rock,98.804,236.7473
811,Oasis,Go Let It Out,rock,85.231,332.22485
812,Frankie Valli,Sunny,rock,124.035,225.88036
813,Bon Jovi,Alive,alternative,93.873,235.44118
814,Winston Reedy,Your Love,hip-hop,168.074,184.60689
815,Other Two,Ripple,indie,86.563,229.74649
816,Willie Kent,All My Life,classical,97.125,289.74975
817,Buddy Holly & The Crickets,Blue Monday,alternative,120.151,117.78567
818,Agnostic Front,Addiction,pop,177.955,140.66893
819,Darkseed,Kingdom,rock,130.057,219.29751
820,Marc Moulin,Easy,folk,116.04,273.71057
821,Joe Lovano,Wildcat,alternative,102.825,176.71791
822,Pedro Del Mar feat. Emma Nelson,Feel,rock,135.031,238.47138
823,DJ Project,Tell Me Why,pop,128.004,185.7824
824,Ektomorf,Nothing Left,electronic,132.009,137.69098
825,Mills Bluerhythmand,Spitfire,rock,118.804,182.7522
826,Sia,Where I Belong,pop,86.699,349.33506
827,Sneaky Sound System,I Love It,electronic,125.014,230.68689
828,Sia,Where I Belong,pop,193.045,303.59465
829,Wadada Leo Smiths Golden Quartet,Rosa Parks,hip-hop,76.635,974.15791
830,Gotthard,Looking At You,electronic,140.165,263.36608
831,Army Of Lovers,Requiem,alternative,162.021,270.96771
832,The Thermals,Ballad of Big Nothing,rock,112.078,163.10812
833,Martina McBride,Ride,electronic,116.955,232.54159
834,Michael W. Smith,Breakdown,pop,106.146,326.50404
835,Barara Mandrell,Years,indie,81.98,231.28771
836,Mark Broom,Take Me Home,pop,125.035,522.57914
837,Donavon Frankenreiter,Let It Go,electronic,159.527,251.29751
838,Spencer Brewer,Wonderland,rock,104.946,234.70975
839,Dave Berry,The Crying Game,rock,94.529,160.23465
840,The Boy Least Likely To,Monsters,rock,125.011,355.57832
841,Boy Darin,Blue Skies,jazz,154.629,58.27873
842,The Hi-Los,Georgia On My Mind,rock,98.738,170.68363
843,Billie Holiday,No Regrets,alternative,130.571,154.69669
844,Vangelis,See You Later, Alligator / The Paper Boy (On Main Street,88.377,626.46812
845,Caedmons Call,Sacred,electronic,146.959,205.26975
846,Sk Radicals,Move On,electronic,81.794,235.83302
847,Fiji,Move On,electronic,80.442,236.40771
848,Sick Puppies,War,rock,131.882,198.94812
849,Staruck,Tell Her No,pop,107.66,205.11302
850,Zac Harmon,Boogie Down,jazz,80.809,320.44363
851,Misha Alperin,Light,electronic,143.668,125.67465
852,Norther,Hollow,pop,170.083,231.57506
853,Mo Deep featuring Ty Knitty and Gamino,Animal Instinct,alternative,89.607,209.08363
854,N.E.R.D.,Windows,jazz,135.066,178.41587
855,Cult Of Luna,Clones,rock,73.262,140.35546
856,Donavon Frankenreiter,Our Love,pop,136.397,190.74567
857,Michael W. Smith featuring Andrae Crouch,Follow Me,rock,186.197,154.3571
858,Mark Ronson featuring Amy Winehouse,Valerie,hip-hop,125.032,423.49669
859,Leatherface,Broken,rock,87.44,221.09995
860,Chrisinti,Freedom,hip-hop,106.602,259.18649
861,Calire,Silence,electronic,116.686,364.93016
862,Rick Ross,Rainy Day,pop,146.444,187.03628
863,Runaway Ca,Everything,alternative,105.583,192.78322
864,Arrogant Worms,The Christmas Song,rock,147.435,107.44118
865,Doniki,Girl,alternative,161.196,262.26893
866,The Tymes,Somewhere,folk,148.027,143.90812
867,Rhonda Vincent,When I Close My Eyes,pop,94.061,205.63546
868,The Mediaeval Baees,Gaudete,electronic,113.569,138.81424
869,Bang! Bang!,Breakout,electronic,177.046,213.83791
870,The Acorn,Blue Light,rock,111.632,219.42812
871,Derek Martin,Breakaway,hip-hop,163.571,172.38159
872,Anita Lipnicka,The Chase,rock,105.022,255.42485
873,The Roots,Clones,rock,90.608,294.68689
874,Change featuring Luther Vandross,Searching,rock,127.057,223.42485
875,Heyday,Summer,rock,87.961,224.36526
876,The Soundyte ,Destiny,rock,120.03,272.32608
877,Franz Ferdinand,Turn It On,rock,135.107,140.09424
878,David Wilcox,Spin,rock,117.046,276.40118
879,Peter Banks,Angels,rock,130.454,342.96118
880,Hell Rell,Calm Down,electronic,93.991,111.46404
881,Brother Firetrie,Valerie,hip-hop,120.001,291.23873
882,Thee Headcoatees,Wild Man,folk,143.513,144.77016
883,Jean Goldkette,So Tired,rock,94.82,196.54485
884,Steve Jalonsky,Aftermath,electronic,163.304,121.93914
885,Gillan,Come Tomorrow,electronic,130.217,191.7122
886,Jan Wayne,Hello,jazz,127.995,212.87138
887,Nana,Lonely,pop,95.996,381.04771
888,Mos Def & Diverse,Wylin Out,hip-hop,186.176,244.58404
889,Gariel Le Mar,Full Moon,alternative,127.993,486.76526
890,Cristian Paduraru,Christmas,rock,86.526,119.69261
891,John Stewart,Gold,rock,125.828,261.56363
892,Trinere,All Night,electronic,121.175,247.01342
893,The End,Dangerous,rock,138.184,368.84853
894,The Faders,Jump,folk,150.07,330.03057
895,Kris Wadsworth,Deep Inside,electronic,122.01,472.08444
896,Bilal,Sometimes,electronic,123.941,432.66567
897,George Michael,Older,rock,140.165,332.93016
898,Cyndi Lauper,Iko Iko,pop,99.887,128.23465
899,Glenn Hughes,Winter Wonderland,electronic,136.004,260.38812
900,The Feeling,Without You,rock,160.072,313.57342
901,Sinitta,Where Did Our Love Go,pop,144.141,185.18159
902,Captain Jack,Hush,jazz,120.008,187.79383
903,Conya Doss,So Fly,pop,70.555,260.8322
904,Sara Burnett,Forever Young,folk,125.925,234.08281
905,Dean Martin,If,pop,75.933,168.35873
906,Roger Whittaker,Holding On,jazz,81.76,197.95546
907,Midtown,Manhattan,electronic,99.124,157.49179
908,Coleman Hawkins-Ben Wester,Maria,electronic,111.08,393.61261
909,Baylon Boms,Crucify,jazz,116.033,284.1073
910,Bright Eyes & Neva Dinova,Poison,rock,85.295,219.92444
911,Childsplay,Buster Keaton,alternative,94.654,133.01506
912,Bell X1,Like I Love You,pop,113.751,248.86812
913,IBK Trie,Far Away,indie,161.98,229.01506
914,Angelina,Wake Up,alternative,85.331,452.70159
915,Crazy Penis,Give It Up,hip-hop,122.007,432.24771
916,Jason Fioto,Forever,hip-hop,100.024,221.57016
917,Wa Wa Nee,Gone, Gone,132.181,315.66322
918,Astuni & Manuel Le Saux,Faith,rock,130.012,496.84853
919,Interstate Blues,Twilight,rock,202.462,386.97751
920,Dirty Three,Last Dance,electronic,75.805,256.60036
921,Ignition Technician,Darkness,rock,137.894,280.92036
922,I\xc3\x1aqui Marin,Runaway,folk,129.003,409.28608
923,The Peeping Toms,Jackpot,rock,84.047,219.08853
924,Auela Coca,Angel,electronic,94.121,190.30159
925,Paul Carrack,Girl,alternative,98.331,132.07465
926,Dave Aju,Bump, Bump,95.972,277.39383
927,The Bo Keys,Kick It,electronic,123.138,153.49506
928,Fernandes,A cidade,alternative,191.782,161.2273
929,Melissa Manchester,Emergency,electronic,129.771,311.2224
930,Glen Ricks,One Love,rock,86.871,220.00281
931,Slaid Cleaves,Millionaire,pop,89.819,168.59383
932,Train,Coming Home,classical,88.042,203.20608
933,Sniff n The Tears,Sing,pop,118.172,145.13587
934,Arctic Monkeys,7,rock,99.214,128.49587
935,The Honeydogs,So Long,blues,122.021,260.12689
936,J. B. Lenoir,I Feel So Good,rock,84.19,252.682
937,Boy Freeman,Do You Wanna Dance,pop,168.269,152.13669
938,Chumawama,Amnesia,folk,124.745,248.0322
939,Tassilli Players,Untitled,alternative,160.024,273.00526
940,Luscious Jackson,Gypsy,alternative,101.218,181.91628
941,Kish Mauve,Come On,folk,136.873,229.98159
942,Joanna Wang,True,classical,87.666,365.50485
943,Sli,I Forgive You,jazz,100.166,255.92118
944,Simon & Garfunkel,The Boxer,folk,185.927,307.98322
945,Edgar De Lest,Louise,electronic,89.746,229.14567
946,Afrojack,Space,rock,126.02,429.19138
947,Sheryl Crow ,Everyday Is A Winding Road,folk,115.357,329.79546
948,Patti Smith Group,Tomorrow,rock,61.927,121.39057
949,Quinn Lemley,The Man I Love,folk,69.972,175.75138
950,Marty Wilde,Dream Lover,rock,140.772,140.12036
951,Alice Cooper,Sanctuary,electronic,184.034,240.09098
952,Downset,Anger,rock,163.881,252.65587
953,Lionel Richie,I Call It Love,pop,91.955,198.39955
954,Buddy Greco,Girl Talk,pop,107.105,142.52363
955,Gangster Fun,California,rock,167.292,198.00771
956,Single Gun Theory,Satellite,indie,218.548,49.03138
957,Henrik Freischlader,Breakout,electronic,88.001,327.57506
958,Joe Lee Wilson,One,electronic,79.629,333.00853
959,The Rolling Stones ,Honky Tonk Women,folk,112.194,204.25098
960,The Strike,Victims,pop,88.657,198.71302
961,5th featuring Jony Cheeze,Trust You,electronic,99.007,215.58812
962,Oysterand,Here Comes The Flood,folk,84.997,236.79955
963,Jacynthe,Joy To The World,pop,90.007,239.64689
964,Polkaholix,Last Christmas,pop,149.058,207.49016
965,JennyAnyKind,I Need You,rock,112.29,296.4371
966,Zach Gill,Silent Night,alternative,124.614,162.58567
967,Bert Jansch ,The Time Has Come,classical,114.971,170.73587
968,Marvin & Johnny,Sweet Dreams,folk,151.331,173.66159
969,Papa Roach,Alive,alternative,118.016,202.1873
970,Il Divo,White Christmas,pop,126.951,229.82485
971,Cornell Campell,Just My Imagination,alternative,88.896,166.55628
972,Michel Polnareff,Radio,alternative,138.235,200.07138
973,Lemon Sun,Telephone,electronic,137.943,235.44118
974,Blah Blah Blah,Burn,hip-hop,197.947,108.32934
975,Timaland ,Scream,hip-hop,97.332,333.37424
976,Bone Crusher,Feel It,electronic,87.011,242.75546
977,Ozomatli,Saturday Night,pop,103.796,256.1824
978,Ranking Joe,Fire,hip-hop,136.207,229.69424
979,Clinic,Emotions,pop,80.49,174.54975
980,Marah,Fever,electronic,126.428,248.842
981,Agnostic Front,Believe,folk,182.514,98.29832
982,Alastis,The Other Side,alternative,86.282,256.91383
983,System F,Insolation,electronic,125.021,405.2371
984,Red Foley,Amazing Grace,folk,144.79,171.4673
985,DJ Kaos,Body 2 Body,hip-hop,140.287,223.4771
986,The Derailers,The Wheel,alternative,189.234,198.3473
987,Lucinda Williams,Blue,blues,81.464,235.83302
