ID, Artist, Song, Genre, Tempo, Duration
492,Antiseen,Up All Night,alternative,134.846,129.85424
493,Chariots,Ghosts,folk,98.085,162.69016
494,Juice,My Love,classical,122.878,282.40934
495,Bouncing Souls_ The,Here We Go,pop,163.433,201.74322
496,The Sails,Wonderland,rock,105.066,203.10159
497,Bo Carlisle,Somewhere,folk,141.379,326.16444
498,Mongo Santamaria,Hush,jazz,175.613,366.70649
499,Ours,Broken,rock,102.111,415.00689
500,Union 13,The Game,alternative,224.87,152.05832
501,Scooter vs Status Quo,Jump That Rock (Whatever You Want),electronic,145.975,308.24444
502,Lester Flatt;Earl Scruggs,Go Home,pop,63.377,194.16771
503,Stars,Reunion,electronic,113.855,220.73424
504,Macy Gray,I Try,pop,157.669,586.91873
505,ILS,Always,alternative,90.041,239.77751
506,The Yos,Auld Lang Syne,jazz,104.385,209.81506
507,J2k_ Manga & Maxsta,Switch Up,alternative,138.964,194.19383
508,Gary Primich,You Got Me,jazz,98.681,283.79383
509,Jefferson Airplane,Let Me In,indie,159.943,208.48281
510,Luther Vandross,Dance With My Father,pop,161.963,266.4224
511,Keyshia Cole ,Let It Go,electronic,94.921,220.08118
512,98\xc2\xa,The Christmas Song,rock,95.307,248.92036
513,The Idle Race,Lucky Man,rock,98.895,158.58893
514,Horsepower Productions,What We Do,hip-hop,137.86,379.0624
515,Beyonc\xc3\xa9,Be With You,electronic,149.913,260.20526
516,Anathema,Far Away,indie,130.687,330.08281
517,Deep Forest,Madazulu,electronic,133.392,301.06077
518,Fluf,Wake Up,alternative,135.573,168.25424
519,Tesla,Signs,hip-hop,162.048,195.13424
520,Miley Cyrus,See You Again,rock,138.976,190.35383
521,Ricky Valance,Things,rock,101.407,149.28934
522,Spartaque,Insomnia,pop,127.956,420.77995
523,2Fresh,Get It Started,alternative,85.322,461.24363
524,The Clutters,Tainted Love,electronic,154.383,183.01342
525,Amplified Heat,Fever,electronic,213.647,335.93424
526,Christos Fourkis,Desert Rose,classical,125.005,432.1171
527,Sculpture,Whatever,rock,160.104,277.65506
528,Knifehandchop,Outside,rock,179.989,284.31628
529,Mano Solo,Animals,rock,106.006,221.30893
530,DJ Muggs,Far Away,indie,166.621,305.78893
531,Jump_ Little Children,Come Around,folk,86.939,279.32689
532,The Chinkees,Run Away,electronic,148.959,147.56526
533,Charlie Haden & Chris Anderson,Alone Together,rock,115.007,412.21179
534,Aikakone,Aarresaari,electronic,157.976,270.65424
535,Mojave 3,Sarah,rock,67.343,224.26077
536,Outhere Brothers,Shake It,folk,127.977,377.36444
537,Cyssero,The Fix,hip-hop,163.834,169.16853
538,Ronan Keating,Words,electronic,81.901,231.00036
539,Pencey Prep,Yesterday,folk,135.545,246.33424
540,Sugarom,Gone, Gone,139.778,219.74159
541,The Afghan Whigs,66,rock,111.427,203.10159
542,glisten,Hang On,alternative,113.028,281.5473
543,Write This Down,Renegade,rock,143.034,189.80526
544,Rigmor Gustafsson,Fever,electronic,110.866,228.67546
545,April Wine,Say Hello, Wave Goodbye '91,166.036,179.04281
546,Fact,This Is The End,pop,114.203,124.29016
547,Jes,Lovesong,alternative,126.02,476.47302
548,Paul Brady,Blue World,electronic,171.399,257.85424
549,Damien Leith,Only Love Can Break Your Heart,country,112.959,212.45342
550,Anthony Callea,Rain,electronic,107.995,228.98893
551,Barry Brown Meets The Scientist,Girlfriend,pop,157.395,178.20689
552,Sergio Franchi,Silent Night,alternative,69.768,170.94485
553,Mongo Santamaria,Lady Marmalade,rock,118.295,194.76853
554,Fin,Everyday,jazz,130.029,366.0273
555,The Police,Wrapped Around Your Finger,alternative,85.207,313.70404
556,\xc2\x5-ziq,Something Else,rock,161.027,203.96363
557,Domu,Arrival,classical,120.961,418.01098
558,Wax Poetic,White Dove,rock,144.04,236.9824
559,David Saylor,This Time,rock,112.998,273.34485
560,Mike Nero,Loops & Tings,electronic,127.982,196.20526
561,Lemar,Sweet Love,hip-hop,101.13,215.37914
562,Nemesis & Arrogance,Runaway,folk,171.394,216.05832
563,Ciara featuring Missy Elliott,Work,pop,121.973,245.68118
564,Macaco,Loco,pop,184.52,233.35138
565,Kutt Calhoun,My Life,hip-hop,96.992,235.93751
566,Slim Whitman,Serenade,classical,100.398,141.92281
567,Carl Smith,Hey Joe,rock,120.546,141.47873
568,The Calling,For You,jazz,119.233,209.31873
569,David Essex,Rolling Stone,pop,96.445,222.79791
570,UK Sus,Crash Course,electronic,123.26,140.30322
571,Jean Grae,Whatever,rock,85.103,297.61261
572,Truth Hurts ,Hollywood,alternative,96.532,201.74322
573,MJ Cole,Dawn,electronic,130.01,365.7922
574,Mind:State,Falling Down,rock,137.992,310.07302
575,Even Vast,Memories,electronic,110.268,257.09669
576,Lucas Prata,The Christmas Song,rock,164.083,167.91465
577,Umphreys McGee,Words,electronic,111.249,520.17587
578,Oceanic,Insanity,electronic,145.056,414.40608
579,Holly Cole Trio,Girl Talk,pop,85.825,272.8224
580,yoomiii,Saturday Night,pop,123.014,204.90404
581,Groove O Holics feat. Roina,Tell Me,hip-hop,126.036,414.1971
582,Gloveox,I Want You,jazz,102.031,181.83791
583,Howard Hewett,Pieces,rock,140.079,246.33424
584,Les Mis\xc3\xa9rales - Original London Cast,Who Am I?,jazz,139.671,168.6722
585,Ghostface,Holla,electronic,76.991,199.88853
586,Styx,High Time,pop,121.339,273.08363
587,Bell Biv DeVoe,Home Alone,hip-hop,193.932,228.04853
588,Django Reinhardt;St\xc3\xa9phane Grappelli;Quintette Du Hot Clu de France,Clouds,hip-hop,84.151,192.83546
589,Theatre Of Tragedy,Hollow,pop,117.308,370.442
590,Mr. Lif,For You,jazz,107.32,327.6273
591,Kosha,Old Skool,hip-hop,202.444,205.21751
592,Interpol,Wrecking Ball,rock,120.199,271.82975
593,Farewell,The Witch,rock,119.659,459.15383
594,The Polyphonic Spree,Happy Xmas (War Is Over),folk,152.24,255.99955
595,Four Chamer View,Girlfriend,pop,185.109,192.62649
596,Miami Sound Machine,Dr. Beat,pop,116.672,264.56771
597,Headman,Interlude,rock,95.015,26.09587
598,Little Milton,My Way,electronic,76.415,264.59383
599,Yeah Yeah Yeahs,Maps,rock,119.911,219.74159
600,Wilshire,When,electronic,126.179,181.49832
601,Geraint Hughes,Home Again,rock,38.38,614.19057
602,Cowoy Mouth,Disconnected,electronic,103.218,237.60934
603,Tum Tum,So Fresh, So Clean,66.565,209.18812
604,Echoing Green_ The,Blind,electronic,146.652,253.04771
605,Plasmatics,Dream Lover,rock,125.363,344.24118
606,Kaos,Here I Am,pop,95.993,247.90159
607,Zoo Brazil,Arrival,classical,128.084,326.13832
608,X-Wife,Fireworks,indie,141.975,204.56444
609,Natural High,Takeover,hip-hop,96.016,234.84036
610,Groundation,Down,alternative,110.006,255.58159
611,Eugene Church,Miami,hip-hop,127.365,159.84281
612,Anastacia,I Can Feel You,pop,114.07,210.20689
613,Jackson & Perry,Days Like This,jazz,137.89,448.23465
614,Gyptian,Lonely,pop,186.285,253.70077
615,Camp Lo,Uptown,rock,90.983,214.46485
616,Wonderland,You,classical,123.976,172.30322
617,Catherine Feeny,Why,rock,80.298,153.96526
618,S.U.P,Insanity,electronic,78.601,369.24036
619,Vivian,Better,electronic,140.08,184.63302
620,Tift Merritt,Broken,rock,119.994,224.522
621,7000 Dying Rats,Untitled,alternative,150.63,5.04118
622,Stakka Bo,Drip Drop,pop,166.338,270.81098
623,Cleopatra,Resurrection,alternative,126.957,461.11302
624,Julie Driscoll_ Brian Auger & The Trinity,Save Me,alternative,122.69,147.82649
625,Capn Jazz,Take On Me,pop,186.993,182.96118
626,Groove Coverage,Moonlight Shadow,classical,95.533,257.14893
627,Afrika Bamaataa and Family,Freedom,hip-hop,108.046,246.07302
628,Jeff Wahl,Waterfall,rock,243.195,43.88526
629,The Les Claypool Frog Brigade,Ding Dong,folk,189.671,347.74159
630,The Detroit Coras,Breakaway,hip-hop,123.123,154.85342
631,1001,Underground,indie,134.999,251.97669
632,Cloud Cult,Best Friend,hip-hop,120.056,117.68118
633,Dalto,Relax,pop,178.259,177.18812
634,Willie Mitchell,Last Night,hip-hop,121.013,124.08118
635,Pigeon John,Crazy,alternative,177.641,180.00934
636,Sturm und Drang,Life,pop,130.044,224.36526
637,Antigama,War,rock,142.231,133.14567
638,BigElf,Superstar,hip-hop,120.07,225.59302
639,Wayne Wonder,Hold On,folk,164.374,187.81995
640,Susan Tedeschi,Evidence,rock,94.391,222.32771
641,Karaoke - Ameritz,Vogue,electronic,115.949,318.1971
642,In Extremo,Vollmond,rock,110.133,297.45587
643,Eliot Lipp,Sentinel,classical,189.988,244.37506
644,Refused,Dust,electronic,100.519,168.61995
645,Westlife,Angel,electronic,117.043,263.49669
646,Higher Ground,Always,alternative,140.051,501.7073
647,Blowing Free,Killing Me Softly With His Song,jazz,114.031,230.94812
648,Krystof,Star,rock,105.157,301.24363
649,Future Prophecies,Rage,electronic,173.95,406.09914
650,Cece Winans,Life,pop,124.332,248.99873
651,Dispatch,Drive,rock,159.757,177.60608
652,Sunrise,Tell Me Why,pop,136.987,357.95546
653,Jimmy Clanton,Just a Dream,hip-hop,115.999,162.24608
654,Soft Cell,Tainted Love,electronic,130.006,363.31057
655,Cuismo Grafico,Perfect,alternative,83.432,164.33587
656,Cultured Pearls,Mama, I'm Coming Home,126.119,268.64281
657,Dark Distant Spaces,We Love You,alternative,131.941,240.37832
658,Chloe Agnew,The Prayer,rock,72.36,262.24281
659,The Blondes,Emily,rock,135.938,147.64363
660,Roni Size,Encore,electronic,87.618,268.9824
661,Sam & Dave,Wonderful World,pop,99.871,181.91628
662,Pedro Del Mar feat. Emma Nelson,Feel,rock,139.99,196.75383
663,Streetwize,No One,pop,93.001,265.58649
664,Godsmack,Awake,electronic,108.34,304.74404
665,Screamin Jay Hawkins,I Put a Spell on You,rock,130.335,211.33016
666,Young Duliners,These Days,pop,89.864,304.01261
667,Paul Oakenfold,The Virus,electronic,119.999,180.32281
668,Straight Faced,Regret,alternative,116.231,132.46649
669,Radney Foster,Again,pop,140.595,208.14322
670,Eleven Minutes Away,Smile,jazz,86.629,262.24281
671,Blank & Jones,The Hardest Heart,electronic,137.873,215.24853
672,MORBLUS - Funky Blues Band,Come With Me,hip-hop,137.101,394.97098
673,Jah Cure,Freedom,hip-hop,85.731,287.65995
674,Grand National,Lay Me Down,pop,100.799,214.80444
675,Frances Nero,Attack,electronic,114.374,231.8624
676,Dinah Shore,The Man I Love,folk,67.329,199.91465
677,Street Dogs,Last Call,pop,192.667,188.23791
678,The Versatiles,The Time Has Come,classical,160.558,124.29016
679,Deathstar,Represent,rock,142.253,122.56608
680,Solvent,Take Me Home,pop,118.008,232.85506
681,Korn,Right Now,electronic,210.691,185.93914
682,Earth_ Wind & Fire,Love Is Life,pop,149.862,302.10567
683,Thom Hell,Wake Up,alternative,101.547,150.83057
684,Waldos People,Life,pop,137.976,209.37098
685,Doule You,Missing You,rock,130.031,196.5971
686,Stars,Reunion,electronic,114.602,208.92689
687,David Gilmour Featuring Richard Wright,Arnold Layne,rock,138.43,202.1873
688,Snoop Dogg ,Perfect,alternative,74.443,350.51057
689,Paperoys,Tomorrow,rock,100.02,278.88281
690,Daniel Heatcliff,Phoenix,alternative,129.997,420.75383
691,Adam Green,Emily,rock,137.252,168.9073
692,Juno Reactor,Pistolero,electronic,141.061,317.93587
693,Jos\xc3\xa9 Gonz\xc3\xa1lez,How Low,hip-hop,120.122,218.72281
694,Marvin Sapp,Smile,jazz,97.022,264.09751
695,Whitecross,Enough Is Enough,folk,125.566,244.58404
696,Cypress Hill,Break It Up,electronic,99.008,67.18649
697,John Askew,Blue,blues,135.979,446.17098
698,Dizzy Gillespie,Free Ride,rock,106.563,317.25669
699,F.R. David,Words,electronic,123.796,206.70649
700,TOMASI feat. Boy Dreadful & J.C.,Pressure,classical,89.966,261.58975
701,Michelle McManus,All This Time,classical,128.065,262.29506
702,Ole Erling,Last Christmas,pop,110.362,220.08118
703,Tomas Andersson,Congratulations,rock,127.978,263.02649
704,Trae,The Other Side,alternative,137.332,241.08363
705,Daniel Louscher & Illyra,Fantasy,folk,139.992,473.0771
706,Keri Leigh & The Blue Devils,Tell Mama,jazz,115.08,207.0722
707,Skaos,Too Late,rock,205.317,158.82404
708,DJ Nasty,Do It,folk,100.013,191.84281
709,Stephanie Mills,Last Night,hip-hop,119.772,268.5122
710,Sentenced,Epic,rock,186.963,355.082
711,T. Graham Brown,Winter Wonderland,electronic,130.661,130.53342
712,Black Tide,Let Me,country,125.23,209.52771
713,Giovanni Allevi,Back To Life,electronic,164.572,278.12526
714,Cornershop,Free Love,jazz,116.903,337.6322
715,Julian Sas Band,State of Mind,rock,111.291,179.30404
716,Ferlin Husky,Gone, Gone,108.826,146.23302
717,Michael Jones,Sunrise,folk,139.028,335.3073
718,Silje Nes,Drown,electronic,89.98,149.26322
719,Shirley Horn ,Conversation,pop,171.579,59.81995
720,Johnny Desmond,The Zoo,rock,102.034,174.10567
721,Taxiride,Stronger,hip-hop,96.007,230.60853
722,Emiliana Torrini,Easy,folk,163.846,198.47791
723,Nine Inch Nails,Survivalism,rock,86.624,256.83546
724,Mischa Daniels feat. Crown,Last Nite,rock,127.99,517.53751
725,The Rattles,Man, It's So Loud in Here,114.632,156.96934
726,Cathy Davey,Moving,rock,112.996,224.49587
727,The Black Crowes,Sting Me,rock,97.672,348.89098
728,David Tao,Leave,pop,143.965,345.12934
729,Groove Coverage,Runaway,folk,132.994,417.41016
730,Call the Cops,Motion Sickness,rock,170.042,179.61751
731,Adrian Klumpes,Exhale,electronic,116.356,420.20526
732,Nevertheless,Cross My Heart,hip-hop,87.499,205.45261
733,Jimmy Riley,Conversation,pop,165.67,225.802
734,The Adicts,Runaway,folk,147.727,200.93342
735,Neneh Cherry,Manchild,electronic,169.483,232.202
736,Thirteen Senses,Gone, Gone,100.719,202.52689
737,Ray Stevens,Never Too Late,electronic,140.938,239.38567
738,Eminem,Beautiful,hip-hop,131.955,397.60934
739,George Lynch,Holiday,hip-hop,112.958,276.63628
740,Chihei Hatakeyama,White Light,blues,137.017,125.59628
741,Mothers Pride,Silence,electronic,79.252,244.71465
742,DJ Dazzle & Octagen,Zero,alternative,138.062,489.63873
743,Jedi Mind Tricks,Silence,electronic,96.054,205.06077
744,Gariella Cilmi,Sanctuary,electronic,126.986,477.88363
745,Second Coming,Karma,pop,116.365,188.36853
746,Frankie J,Gone, Gone,117.844,273.00526
747,George Nooks,No One Knows,rock,85.994,222.14485
748,Vangelis,Procession,alternative,119.712,573.67465
749,Denison Witmer,Stations,rock,136.33,254.45832
750,Mariah Carey,Love Takes Time,pop,126.265,229.22404
751,Small Jackets,Heroes,pop,146.071,231.00036
752,Happoradio,Encore,electronic,95.999,323.91791
753,Supersuckers,Listen Up,pop,136.345,200.82893
754,Uran Species,Brother,electronic,129.112,296.61995
755,The Silos,Innocent,classical,146.507,193.61914
756,M\xc3\xam,Nightly Cares,electronic,95.576,249.05098
757,Ion,Voyager,electronic,167.409,397.11302
758,Ti\xc3\xasto & Sneaky Sound System,I Will Be Here,rock,127.936,205.47873
759,Fused Feat. Lia Rae,French Kissing,pop,127.991,336.74404
760,The Heart Thros,I Wonder Why,electronic,123.192,213.44608
761,DJ Luis Patty,Music,electronic,194.172,439.87546
762,John Prine,Beautiful World,electronic,176.144,282.46159
763,Windsor For The Dery,Two,electronic,62.81,474.72281
764,The Jets,Curiosity,pop,122.954,280.65914
765,-123min.,Try,folk,175.627,338.31138
766,Bow Wow Wow,Sex, Love & Money / Ghetto Rock,137.398,167.83628
767,Ben Folds,Army,indie,89.894,221.90975
768,Kate Ryan,Another Day,electronic,137.861,282.77506
769,Janitor Joe,Boyfriend,indie,160.979,169.22077
770,Bic Runga,Listen,folk,167.479,213.41995
771,Sammy Dread,So Long,blues,151.561,225.59302
772,James Newton Howard,Voices,classical,88.662,95.50322
773,Anerlin,Cadence,electronic,189.707,197.38077
774,Daryl Coley,Closer,indie,130.183,292.362
775,Jay Lumen,In Love,alternative,126.732,8.95955
776,infinity,Change,alternative,150.075,318.58893
777,Sonique,Alive,alternative,132.029,218.98404
778,Michael Jackson,Dirty Diana,rock,131.319,281.73016
779,Cyndi Lauper,Give It Up,hip-hop,125.968,203.54567
780,Stoa,Dust,electronic,88.084,223.34649
781,Martin Sexton,White Christmas,pop,90.099,144.19546
782,Redong,Twist,electronic,64.525,62.04036
783,Silverchair,The Door,rock,91.922,213.13261
784,Shannon,Do You Know?,pop,150.169,263.91465
785,Nevermore,Love Bites,rock,136.733,702.22322
786,Hank Thompson,Simple Simon,rock,151.572,139.78077
787,Caedmons Call,There You Go,pop,104.986,200.46322
788,Deejay Goldfinger,Runaway,folk,132.985,395.78077
789,4Him,Freedom,hip-hop,182.247,238.49751
790,Beel Gilerto,Winter,jazz,85.324,263.44444
791,Ice upon fire,Never Enough,alternative,140.037,479.99955
792,The Panic Channel,Awake,electronic,147.975,227.99628
793,Christine Anu,Monkey & The Turtle,pop,100.695,239.69914
794,The Cure,Cut Here,alternative,135.038,250.85342
795,Nostalgia 77,Changes,rock,220.247,467.3824
796,Eddie Turner,Secret,alternative,93.99,254.9024
797,Paul Glazy,Beautiful,hip-hop,149.864,541.51791
798,Saga,Believe,folk,101.303,294.73914
799,Regina,You And Me,rock,127.984,345.44281
800,The Buzzcocks,Friends,alternative,189.703,168.88118
801,Gary Smith,I Will Always Love You,pop,137.94,211.3824
802,Thriller U,Memories,electronic,89.675,226.32444
803,Kids Love Lies,Big Mouth,hip-hop,110.876,190.79791
804,Stacey Q,Temptation,alternative,126.636,233.01179
805,The Cars,Drive,rock,111.319,234.50077
806,De La Soul ,Rock Co.Kane Flow,hip-hop,86.813,185.23383
807,Groove Armada;Groove Armada featuring Stush and Red Rat,Get Down,electronic,126.997,202.03057
808,Koala,In My Heart,alternative,134.085,507.95057
809,Colie Caillat,Magic,rock,142.867,197.92934
810,Jeannie C. Riley,Amazing Grace,folk,107.373,231.07873
811,Juno Reactor,Silver,alternative,127.894,395.91138
812,Jigsaw,Sunshine,hip-hop,136.818,232.9073
813,Brand Nuian,Too Late,rock,97.611,285.33506
814,Camouflage,Dreaming,alternative,84.003,299.96363
815,Joey Cape,Violet,rock,119.982,177.34485
816,The Rapture,The Devil,alternative,119.813,277.02812
817,Lydia Lunch,Some Velvet Morning,rock,126.904,264.56771
818,found: quantity of sheep,Untitled,alternative,122.497,7.20934
819,Bo Log III,Clock,alternative,71.916,229.66812
820,Moka Only,Ice Cream,electronic,186.309,173.00853
821,George Lopez,Memories,electronic,118.06,153.49506
822,DJ Harry,Shadows,electronic,181.371,309.60281
823,Tina Cousins,Pray,pop,129.991,235.80689
824,Carly Simon,Let It Snow! Let It Snow! Let It Snow!,folk,91.271,187.48036
825,I_ Synthesist,Pieces,rock,160.072,287.37261
826,Black Eyed Peas ,Magic,rock,103.652,275.04281
827,Peter Bruntnell,John, I’m Only Dancing,131.283,316.99546
828,Beenie Man,Imagination,electronic,159.248,230.24281
829,S.S,Represent,rock,44.005,186.72281
830,Jamiroquai,Love Foolosophy,jazz,127.934,243.40853
831,Mystery,Faith,rock,171.787,216.73751
832,Jadakiss_ Fat Joe_ Ja Rule_ DJ Khaled,New York, New York,168.742,312.39791
833,Ana Bel\xc3\xa9n,Caminando,pop,124.043,115.25179
834,David Brinston,Fantasy,folk,94.566,303.67302
835,Buju Banton,Searching,rock,85.988,256.78322
836,Michael Bolton,Smile,jazz,75.368,197.61587
837,System F,Dance Valley Theme 2001,electronic,141.294,390.37342
838,Surgeon,Try Again,rock,135.229,343.84934
839,Rosetta Stone,Shout,hip-hop,94.997,299.85914
840,Laidack Luke & Diplo,Hey!,jazz,126.94,315.92444
841,Asoi Seksu,Thursday,hip-hop,147.545,256.522
842,Steve Vai,Brother,electronic,227.161,304.71791
843,Andrew Vasquez,Morning Sun,rock,95.637,331.02322
844,Epsilon Minus,Freedom,hip-hop,135.133,434.65098
845,Technooy_ Shayla,Oh My God,hip-hop,128.026,380.21179
846,Lemonator,Sun,alternative,135.313,275.98322
847,The Mustangs,So Many Roads,hip-hop,117.044,174.57587
848,J.B. Lenoir,I Feel So Good,rock,129.583,114.62485
849,Screaming Jay Hawkins,I Need You,rock,172.112,128.96608
850,The Strike Boys,Run,rock,166.143,299.31057
851,The Last Shadow Puppets,The Meeting Place,rock,157.237,237.94893
852,Immundus,Alone,rock,121.81,210.36363
853,Deep Nights,Escape,pop,131.961,559.51628
854,Kings Of Convenience Featuring Feist,Know-How,folk,159.971,238.23628
855,Chris Cornell,Scream,hip-hop,119.143,374.62159
856,Michael Jackson,My Girl,pop,106.015,184.78975
857,Harold Melvin & The Blue Notes (Featuring Teddy Pendergrass),I Miss You,alternative,129.747,194.92526
858,The Human League,Human,alternative,101.357,265.35138
859,Fiona,Why,rock,157.759,215.06567
860,Tina Charles,Hold Me,blues,132.228,251.19302
861,White Heart,Hold On,folk,125.881,221.20444
862,Roen Ford,The Champ,hip-hop,114.681,312.92036
863,The Four Of Us,Into Your Arms,rock,153.841,246.64771
864,Busta Rhymes,Taste It,rock,146.971,226.32444
865,Little Egypt,Hold On Tight,rock,86.026,209.6322
866,TLC,If I Was Your Girlfriend,rock,90.807,276.74077
867,Blowack,Perfect,alternative,85.999,270.54975
868,DJ Bau,Ready,hip-hop,89.752,100.85832
869,Joni James,Silent Night,alternative,65.975,159.45098
870,Priors,What You Need,rock,123.974,270.00118
871,Papa Wema,Zero,alternative,134.201,265.76934
872,Spitfire,Tanzen,rock,155.056,200.09751
873,Gloria Gaynor,The Power Of Love,electronic,119.722,246.69995
874,Wayne Wonder,Only Human,rock,86.908,232.22812
875,Donavon Frankenreiter,So Far Away,rock,85.338,286.64118
876,Billy Vaughn,Silent Night,alternative,144.089,125.90975
877,Capleton,Pain,jazz,166.92,183.27465
878,The Kingsmen,Amazing Grace,folk,86.266,116.89751
879,Goldfrapp,Beautiful,hip-hop,132.98,285.36118
880,Medwyn Goodall,The Wizard,jazz,114.521,658.65098
881,Dave Brueck & B.B. King,Jam,rock,120.149,784.69179
882,Jake Shimaukuro,Breathe,folk,77.791,220.55138
883,The Moments,It Must Be Love,pop,73.756,304.29995
884,Squarepusher,7,rock,140.501,356.85832
885,Silicon,True Faith,alternative,137.802,243.40853
886,Basshunter,Why,rock,145.132,190.17098
887,Umlaut,Buttons,hip-hop,127.839,385.09669
888,The Men They Couldnt Hang,The Eye,electronic,153.224,239.12444
889,Thursday,Last Call,pop,145.943,243.74812
890,Augie Meyers,Memories,electronic,148.498,263.10485
891,Wendy James,Racine,rock,101.006,254.17098
892,U-Melt,All We Know,rock,190.932,326.21669
893,Yazz ,The Only Way Is Up,electronic,124.611,410.22649
894,Rick Snel,Metanoia,rock,133.0,465.99791
895,Tingsek,Lazy Days,rock,150.013,218.85342
896,Sleeper,Vegas,rock,122.615,199.52281
897,Melody Clu,On the Run,rock,135.004,194.21995
898,Random,Moon,pop,125.404,725.15873
899,Cast,Sandstorm,electronic,86.423,161.74975
900,Typhoon,Happy People,hip-hop,86.108,247.11791
901,Batdorf & Rodney,Let Me Go,pop,119.149,367.20281
902,Nostalgia 77 Octet,Freedom,hip-hop,118.785,378.67057
903,Haddaway ,What Is Love 2k9,pop,137.93,188.23791
904,Tree,Try,folk,101.409,172.90404
905,Yellowjackets,Homecoming,hip-hop,127.431,313.83465
906,Module,Rain,electronic,132.001,177.47546
907,Timaland ,Fantasy,folk,122.797,250.93179
908,Sheryl Crow,Live It Up,pop,85.805,221.46567
909,Nelly,#1,hip-hop,72.007,198.81751
910,Ekhymosis,Solo,rock,127.272,306.72934
911,James Morrison,It Came Upon a Midnight Clear,folk,161.775,221.04771
912,Carl Doy,Wave,folk,147.51,233.58649
913,Oschino ,Blow,pop,147.857,318.56281
914,Anita Lipnicka I John Porter,Hold On,folk,132.067,291.57832
915,Gaor Szao,Yesterday,folk,124.027,149.73342
916,Nine Inch Nails,Closer,indie,91.877,256.39138
917,Muzzaik,I Like It,electronic,84.007,570.74893
918,Jesse Dayton,Sometimes,electronic,117.625,221.33506
919,Tetine,Free Love,jazz,140.027,380.44689
920,Entomed,Seeing Red,alternative,125.357,209.76281
921,Katherine Jenkins,Angel,electronic,183.993,353.98485
922,Jamelia,Bounce,electronic,152.958,255.79057
923,Countach,So Tired,rock,106.926,376.55465
924,The Platters,If I Had You,rock,96.986,168.82893
925,SolAce,Wish I Could,pop,132.718,248.73751
926,P.J. Proy,Ecstasy,electronic,124.913,144.45669
927,Simcoe Street Mo,Sorry,electronic,98.895,106.91873
928,The Real Thing & Sigrid Brennhaug,Jingle Bells,electronic,147.154,185.93914
929,Shaa Ranks,Mr. Loverman,pop,169.139,338.99057
930,Thee Headcoat Sect,Lie Detector,country,161.88,107.96363
931,Ochre,Vegas,rock,68.002,342.9873
932,Tramaine Hawkins,Amazing Grace,folk,61.319,428.87791
933,PRIMEsth,Pieces,rock,123.665,254.06649
934,Sheryl Crow,All I Wanna Do,folk,122.379,359.28771
935,Allergic to Whores ,Sick, Sick,98.7,132.70159
936,Nick Drake,Voices,classical,103.394,225.09669
937,Boina,Slow,electronic,130.029,424.9073
938,C\xc3\xa9line Dion,Think Twice,electronic,64.8,287.99955
939,Seely,Shine,alternative,94.418,314.85342
940,Emma Pollock,Adrenaline,electronic,139.771,298.86649
941,Converge,Dark Horse,folk,156.924,174.75873
942,Faith No More,Collision,electronic,139.655,204.17261
943,Beverley Craven,Holding On,jazz,93.701,235.2322
944,Avalon,First Love,pop,135.915,273.31873
945,Shamen,Phorever People,alternative,125.749,292.28363
946,Roachford,Someday,indie,162.385,208.77016
947,Jennifer Lopez,Play,pop,104.796,211.56526
948,Andy Williams; Conducted y Roert Mersey,Mona Lisa,electronic,72.268,173.81832
949,Rodney Bakerr,Escape,pop,67.986,133.11955
950,Fake Blood,Mars,electronic,129.011,324.20526
951,Foridden,Green, Green Grass of Home,91.321,196.77995
952,Helvetic Nerds,Sanctuary,electronic,85.34,487.23546
953,Dido,White Flag,hip-hop,85.055,240.03873
954,Marion Meadows,The Chase,rock,98.054,258.71628
955,Ryan Adams,Wonderwall,country,155.687,247.01342
956,Kelly Clarkson,Never Again,folk,131.991,368.92689
957,Emilie Simon,Blue Light,rock,100.036,185.7824
958,SJ Esau,Untitled,alternative,82.72,6.3473
959,Garageland,Shine,alternative,86.002,252.1073
960,Curiosity Killed The Cat,Cascade,electronic,111.154,231.1571
961,Brainstorm,Far Away,indie,120.197,345.49506
962,The Cranerries,The Concept,alternative,161.973,183.87546
963,Ball in the House,Addicted,indie,85.021,190.95465
964,All Girl Summer Fun Band,Rewind,rock,76.455,138.97098
965,Synthia Figueroa,Dreaming,alternative,90.365,198.21669
966,Chicane,Wake Up,alternative,130.016,380.18567
967,Sex Pistols,Pretty Vacant,rock,144.573,194.58567
968,The Tea Party,Silence,electronic,133.96,171.2322
969,Tania Maria,Come With Me,hip-hop,176.18,325.66812
970,Placeo,The Never-Ending Why,rock,118.956,221.6224
971,Pugslee Atomz,Escape,pop,190.814,214.30812
972,Serta Erener,Everyway That I Can,pop,76.028,158.82404
973,Explainer,Carnival,rock,89.995,319.11138
974,Menomena,Running,electronic,109.69,112.01261
975,Uphill Battle,Memory,folk,137.911,210.36363
976,Pinch,Joyride,rock,139.994,315.84608
977,Thomas Anders,For Your Love,rock,111.996,279.32689
978,Tanita Tikaram,Something New,jazz,85.194,294.84363
979,Madonna,Holiday,hip-hop,115.613,368.27383
980,Dannii Minogue And The Soul Seekerz,Perfection,pop,129.969,388.28363
981,Yvonne Catterfeld,I Believe,jazz,102.009,192.88771
982,Ernie Watts,Red Dress,pop,130.61,254.06649
983,The Northern Pikes,Hold On,folk,101.862,240.01261
984,OHM,Love Song,pop,85.976,267.28444
