_id,l_ID,r_ID,l_title,l_artist,l_year,r_title,r_artist,r_year,_sim_score
8955,b151893,a7057,Sugar,Peggy Lee,1991,Sugar,Parov Stelar,2007,1.0
8956,b159971,a7057,Sugar Sugar,Mike Brooks,0,Sugar,Parov Stelar,2007,0.7
8957,b72432,a7057,Sugar,Rod Piazza,0,Sugar,Parov Stelar,2007,1.0
8958,b96319,a7057,Sugar,Johnny Carroll,0,Sugar,Parov Stelar,2007,1.0
8959,b163704,a7057,Sugar,Carla Thomas,2006,Sugar,Parov Stelar,2007,1.0
8960,b4729,a7057,Sugar Sugar,Kidz Bop Kids,2006,Sugar,Parov Stelar,2007,0.7
8961,b274682,a7057,Sugar,Fighting With Wire,2003,Sugar,Parov Stelar,2007,1.0
8962,b142400,a7057,Sugar,Tori Amos,1992,Sugar,Parov Stelar,2007,1.0
8963,b246399,a7057,Sugar,The Concretes,2001,Sugar,Parov Stelar,2007,1.0
8964,b63943,a7067,A Place Called Home,John Roinson Feat. Lewis Parker,0,A Place Called Home,PJ Harvey,2001,1.0
8965,b338417,a7067,A Place Called Home,Kim Richey,2002,A Place Called Home,PJ Harvey,2001,1.0
8966,b227152,a7067,A Place Called Hope,Eric Tingstad/Nancy Rumel,0,A Place Called Home,PJ Harvey,2001,0.75
8967,b47170,a7069,The Letter,Shooter Jennings,2005,The Letter,PJ Harvey,2004,1.0
8968,b8303,a7069,The Letter,Ghostface,2004,The Letter,PJ Harvey,2004,1.0
8969,b309470,a7069,The Letter,Tonya,0,The Letter,PJ Harvey,2004,1.0
8970,b133399,a7069,The Letter,The Box Tops,1967,The Letter,PJ Harvey,2004,1.0
8971,b136496,a7069,The Letter,Ruen Blades,0,The Letter,PJ Harvey,2004,1.0
8972,b286176,a7069,The Letter,Al Green,1969,The Letter,PJ Harvey,2004,1.0
8973,b218605,a7069,The Last Letter,Roy Drusky,0,The Letter,PJ Harvey,2004,0.7058823529411765
8974,b267789,a7069,The Letter,Foxy Brown / Ronald Isley,0,The Letter,PJ Harvey,2004,1.0
8975,b98058,a7069,The Letter,Artimus Pyle (Lynyrd Skynyrd Alumni),0,The Letter,PJ Harvey,2004,1.0
8976,b206537,a7069,The Letter,One Dollar Short,2002,The Letter,PJ Harvey,2004,1.0
8977,b310400,a7069,The Letter,Miss Derringer,2004,The Letter,PJ Harvey,2004,1.0
8978,b95361,a7069,The Letter,The Box Tops,1967,The Letter,PJ Harvey,2004,1.0
8979,b273202,a7069,The Letter,The Mindenders,1991,The Letter,PJ Harvey,2004,1.0
8980,b203410,a7069,The Letter,Acceptance,2005,The Letter,PJ Harvey,2004,1.0
8981,b94111,a7069,The Letter,Xavier Rudd,2005,The Letter,PJ Harvey,2004,1.0
8982,b123830,a7069,The Letter,Lou Rawls,2006,The Letter,PJ Harvey,2004,1.0
8983,b50160,a7069,The Last Letter,Natural Born Hippies,0,The Letter,PJ Harvey,2004,0.7058823529411765
8984,b332786,a7069,The Letter,Big Moe,0,The Letter,PJ Harvey,2004,1.0
8985,b173523,a7070,You Come Through,PJ Harvey,2004,You Come Through,PJ Harvey,2004,1.0
8986,b294414,a7070,You Come Through,PJ Harvey,2004,You Come Through,PJ Harvey,2004,1.0
8987,b148509,a7071,Shame Shame,Fats Waller,2005,Shame,PJ Harvey,2004,0.7
8988,b197692,a7071,Shame Shame Shame,Boo Moreno,0,Shame,PJ Harvey,2004,0.7
8989,b294478,a7071,Shame,The Voluptuous Horror of Karen Black,0,Shame,PJ Harvey,2004,1.0
8990,b76917,a7071,Shame,Evelyn Champagne King,1977,Shame,PJ Harvey,2004,1.0
8991,b167546,a7071,Shame,Racey,1979,Shame,PJ Harvey,2004,1.0
8992,b247443,a7071,Shame,Assemly of Dust,0,Shame,PJ Harvey,2004,1.0
8993,b107702,a7071,Shame,Uran Cookie Collective,1995,Shame,PJ Harvey,2004,1.0
8994,b155857,a7071,Shame,Betty Boo,1990,Shame,PJ Harvey,2004,1.0
8995,b326913,a7071,Shame_Shame_Shame,The Rattles,0,Shame,PJ Harvey,2004,0.7
8996,b30479,a7071,Shame,Anna Areu,2007,Shame,PJ Harvey,2004,1.0
8997,b332564,a7071,Shame,Good Riddance,2006,Shame,PJ Harvey,2004,1.0
8998,b288989,a7071,Shame,Paatos,2006,Shame,PJ Harvey,2004,1.0
8999,b259915,a7071,Shame,U.P.O.,0,Shame,PJ Harvey,2004,1.0
9000,b72608,a7071,Shame,ColdWorld,0,Shame,PJ Harvey,2004,1.0
9001,b204216,a7071,Shame,Bain Mattox,2005,Shame,PJ Harvey,2004,1.0
9002,b202703,a7071,Shame,Q-Burns Astract Message Featuring Lisa Shaw,2001,Shame,PJ Harvey,2004,1.0
9003,b167380,a7071,Shame,Trash Talk,2008,Shame,PJ Harvey,2004,1.0
9004,b218613,a7071,Shame,Tiny Dancers,2007,Shame,PJ Harvey,2004,1.0
9005,b167415,a7071,Shame,Kisha,0,Shame,PJ Harvey,2004,1.0
9006,b92796,a7072,When Under Ether,PJ Harvey,2007,When Under Ether,PJ Harvey,2007,1.0
9007,b264199,a7085,Exodus,Sunscreem,1995,Exodus,Mayhem-Noisia,2007,1.0
9008,b132991,a7085,Exodus,Sunscreem,1995,Exodus,Mayhem-Noisia,2007,1.0
9009,b190738,a7085,Exodus,Bo Marley & The Wailers,2007,Exodus,Mayhem-Noisia,2007,1.0
9010,b220734,a7085,Exodus,Sunscreem,1995,Exodus,Mayhem-Noisia,2007,1.0
9011,b86097,a7085,Exodus,Bad Manners,1982,Exodus,Mayhem-Noisia,2007,1.0
9012,b239969,a7085,Exodus,Levellers,1995,Exodus,Mayhem-Noisia,2007,1.0
9013,b142840,a7085,Exodus,Samael,1998,Exodus,Mayhem-Noisia,2007,1.0
9014,b344172,a7085,Exodus,Fates Warning,1986,Exodus,Mayhem-Noisia,2007,1.0
9015,b144706,a7085,Exodus,Asterisk*,0,Exodus,Mayhem-Noisia,2007,1.0
9016,b19893,a7085,Exodus,Quincy Jones,1988,Exodus,Mayhem-Noisia,2007,1.0
9017,b277946,a7085,Exodus,Sunscreem,1995,Exodus,Mayhem-Noisia,2007,1.0
9018,b40660,a7085,Exodus,Sunscreem,1995,Exodus,Mayhem-Noisia,2007,1.0
9019,b160988,a7085,Exodus,Daara J,2003,Exodus,Mayhem-Noisia,2007,1.0
9020,b120810,a7085,Exodus,Danny Davis & The Boys,0,Exodus,Mayhem-Noisia,2007,1.0
9021,b97518,a7085,Exodus,Sunscreem,1995,Exodus,Mayhem-Noisia,2007,1.0
9022,b187113,a7087,I Believe In You,Bedlam,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9023,b25011,a7087,I Believe In You,The Final Cut,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9024,b254727,a7087,I Believe In You,Michael Semello,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9025,b46534,a7087,I Believe In You,Bethany Dillon,2005,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9026,b242592,a7087,I Believe In You,Amp Fiddler,2004,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9027,b317026,a7087,I Believe In You,Hannah,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9028,b50815,a7087,I Believe In You,Hannah,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9029,b63561,a7087,I Believe In You,Don Williams,1982,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9030,b342231,a7087,I Believe in You,Alecs Marta,0,I Believe in You,Kylie Minogue,2004,1.0
9031,b96659,a7087,I Believe In You,Sam Baker,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9032,b104863,a7087,I Believe You,Carpenters,1981,I Believe in You,Kylie Minogue,2004,0.7368421052631579
9033,b178717,a7087,Believe in You,Tim Besamusca featuring Three Faces,0,I Believe in You,Kylie Minogue,2004,0.7
9034,b92831,a7087,I Believe In You,Jon Lucien,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9035,b170696,a7087,Believe in You,Tim Besamusca featuring Three Faces,0,I Believe in You,Kylie Minogue,2004,0.7
9036,b138230,a7087,I Believe In You,Joe & *NSYNC,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9037,b330831,a7087,I Believe In You,Sly & Roie / Amp Fiddler,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9038,b289952,a7087,I Believe In You,Hannah,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9039,b64708,a7087,I Believe In You,Hannah,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9040,b240894,a7087,I Believe in You,Alecs Marta,0,I Believe in You,Kylie Minogue,2004,1.0
9041,b23830,a7087,I Believe In You,Rait,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9042,b245235,a7087,I Believe In You,Hope Partlow,2005,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9043,b155253,a7087,I Believe In You,Matthews Southern Comfort,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9044,b147426,a7087,I Believe In You,Deniece Williams,0,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9045,b311257,a7087,I Believe In You,Nancy Wilson,1963,I Believe in You,Kylie Minogue,2004,0.7142857142857143
9046,b51717,a7089,Giving You Up,Lets Go Outside,0,Giving You Up,Kylie Minogue,2005,1.0
9047,b240817,a7090,2 Hearts,Sugaaes,2005,2 Hearts,Kylie Minogue,2007,1.0
9048,b324006,a7096,Out of The Blue,Didier Lockwood,0,Out of the Blue,System F,1999,0.7
9049,b62115,a7096,Out of the Blue,Die! Die! Die!,0,Out of the Blue,System F,1999,1.0
9050,b208303,a7096,Out of the Blue,Sivion,0,Out of the Blue,System F,1999,1.0
9051,b209891,a7100,Nothing Can Stop Us Now,Saint Etienne,2004,Nothing Can Stop Us,Saint Etienne,1991,0.7037037037037037
9052,b321188,a7100,Nothing Can Stop Us,The Business,1996,Nothing Can Stop Us,Saint Etienne,1991,1.0
9053,b220783,a7103,Avenue,Saint Etienne,1992,Avenue,Saint Etienne,1992,1.0
9054,b269088,a7115,Wait,Huffamoose,1997,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9055,b150436,a7115,Wait,Vanessa Bell Armstrong,0,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9056,b160681,a7115,Wait,Guy Seastian,0,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9057,b126764,a7115,Wait,Burnside Project,0,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9058,b66482,a7115,Wait,The Jacksons,1984,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9059,b33591,a7115,Wait,White Lion,1987,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9060,b169655,a7115,Wait,Chris Brown featuring Trey Songz & Game,0,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9061,b108871,a7115,Wait,Knxwledge,0,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9062,b283150,a7115,Wait,Brad Mehldau,0,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9063,b162212,a7115,Wait,Good Shoes,2007,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9064,b323544,a7115,Wait,Ks Choice,1995,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9065,b292313,a7115,Wait,White Lion,1987,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9066,b290906,a7115,Wait,Alexi Murdoch,2006,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9067,b222830,a7115,Wait,The Pineapple Thief,2006,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9068,b335094,a7115,Wait,Sarah McLachlan,1993,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9069,b42108,a7115,Wait,Sera,0,Wait,Ryan Hemsworth-Keaton Henson-Mitski,2016,1.0
9070,b196885,a7116,Love U More,Pulic Domain,0,Love U More,Sunscreem,1992,1.0
9071,b200047,a7116,Love U More,Pulic Domain,0,Love U More,Sunscreem,1992,1.0
9072,b256073,a7117,Addicted,Alice In Videoland,2003,Addicted,Ruddyp,2011,1.0
9073,b148093,a7117,Addicted,Enrique Iglesias,2003,Addicted,Ruddyp,2011,1.0
9074,b17481,a7117,Addicted,Ball in the House,0,Addicted,Ruddyp,2011,1.0
9075,b331973,a7117,Addicted,Lit,2001,Addicted,Ruddyp,2011,1.0
9076,b42194,a7117,Addicted,Morningwood,2009,Addicted,Ruddyp,2011,1.0
9077,b318166,a7117,Addicted,Enrique Iglesias,2003,Addicted,Ruddyp,2011,1.0
9078,b189660,a7117,Addicted,Enrique Iglesias,2003,Addicted,Ruddyp,2011,1.0
9079,b97762,a7117,Addicted,Neil Finn,1998,Addicted,Ruddyp,2011,1.0
9080,b155507,a7117,Addicted,Lenny Fontana feat. Annee,0,Addicted,Ruddyp,2011,1.0
9081,b161148,a7117,Addicted,DAN SEALS,1988,Addicted,Ruddyp,2011,1.0
9082,b345002,a7117,Addicted,Murder At The Registry,2003,Addicted,Ruddyp,2011,1.0
9083,b263087,a7117,Addicted,Signum,2009,Addicted,Ruddyp,2011,1.0
9084,b230148,a7118,Eclipse,Little Wonder,0,Eclipse,XXYYXX-Ruddyp,2012,1.0
9085,b303376,a7118,Eclipse,Sasha Vs Ray LaMontagne,0,Eclipse,XXYYXX-Ruddyp,2012,1.0
9086,b73617,a7118,Eclipse,Apoptygma Berzerk,1999,Eclipse,XXYYXX-Ruddyp,2012,1.0
9087,b208544,a7118,Eclipse,Sasha Vs Ray LaMontagne,0,Eclipse,XXYYXX-Ruddyp,2012,1.0
9088,b304675,a7118,Eclipse,Gato Barieri,1996,Eclipse,XXYYXX-Ruddyp,2012,1.0
9089,b249004,a7118,Eclipse,Eric Dolphy,1995,Eclipse,XXYYXX-Ruddyp,2012,1.0
9090,b232003,a7118,Eclipse,Lagartija Nick,1992,Eclipse,XXYYXX-Ruddyp,2012,1.0
9091,b126152,a7118,Eclipse,the silk demise,2009,Eclipse,XXYYXX-Ruddyp,2012,1.0
9092,b194390,a7118,Eclipse,John Denver,1974,Eclipse,XXYYXX-Ruddyp,2012,1.0
9093,b119778,a7118,Eclipse,Pedro Javier Hermosilla,0,Eclipse,XXYYXX-Ruddyp,2012,1.0
9094,b194793,a7118,Eclipse,Kyoto Jazz Massive,1995,Eclipse,XXYYXX-Ruddyp,2012,1.0
9095,b274539,a7118,Eclipse,Billy Sherwood_ Bret Douglas_ Mike Baker_ Trent Gardner_ Ro LaVaque_ Joh-Hicheal Engard_ Ted Leonard_ Roert Berry,0,Eclipse,XXYYXX-Ruddyp,2012,1.0
9096,b193534,a7118,Eclipse,The Beta Band,2001,Eclipse,XXYYXX-Ruddyp,2012,1.0
9097,b94716,a7118,Eclipse,Jochen Miller,2008,Eclipse,XXYYXX-Ruddyp,2012,1.0
9098,b205580,a7119,Years,Conjure One,2002,Years,Ruddyp,2012,1.0
9099,b54372,a7119,Years,Barara Mandrell,1987,Years,Ruddyp,2012,1.0
9100,b6033,a7119,Years,Barara Mandrell,1987,Years,Ruddyp,2012,1.0
9101,b66361,a7122,Hold,Mihai Popoviciu,0,Hold,Ruddyp-Taquwami,2012,1.0
9102,b27171,a7132,Dream Bay Dream,Black Tamourine,2010,Dream Baby Dream,Suicide,1981,0.7058823529411765
9103,b326726,a7132,Dream Bay Dream,Suicide,1982,Dream Baby Dream,Suicide,1981,0.7058823529411765
9104,b280411,a7132,Dream Bay Dream,Suicide,1982,Dream Baby Dream,Suicide,1981,0.7058823529411765
9105,b40748,a7133,Red Zone,Mark Stewart,0,Red Zone,Robert Miles,1995,1.0
9106,b89612,a7136,Freedom,DJ Boo,0,Freedom,Robert Miles,1997,1.0
9107,b81436,a7136,Freedom,ROBERT MILES Feat. KATHY SLEDGE,1997,Freedom,Robert Miles,1997,1.0
9108,b16442,a7136,Freedom,Nostalgia 77 Octet,0,Freedom,Robert Miles,1997,1.0
9109,b91201,a7136,Freedom,Alan Barratt,0,Freedom,Robert Miles,1997,1.0
9110,b14093,a7136,Freedom,4Him,0,Freedom,Robert Miles,1997,1.0
9111,b97375,a7136,Freedom,Tim Deluxe,0,Freedom,Robert Miles,1997,1.0
9112,b217206,a7136,Freedom,Wavetraxx,2002,Freedom,Robert Miles,1997,1.0
9113,b341698,a7136,Freedom,Timmy Otool,0,Freedom,Robert Miles,1997,1.0
9114,b135306,a7136,Freedom,Jocelyn Brown,1992,Freedom,Robert Miles,1997,1.0
9115,b197266,a7136,Freedom,Rage Against The Machine,1991,Freedom,Robert Miles,1997,1.0
9116,b54931,a7136,Freedom,Chrisinti,0,Freedom,Robert Miles,1997,1.0
9117,b49092,a7136,Freedom,DNA,0,Freedom,Robert Miles,1997,1.0
9118,b311451,a7136,Freedom,Wham!,1984,Freedom,Robert Miles,1997,1.0
9119,b252074,a7136,Freedom,Backfire!,0,Freedom,Robert Miles,1997,1.0
9120,b111902,a7136,Freedom,Michelle Gayle,1995,Freedom,Robert Miles,1997,1.0
9121,b83650,a7136,Freedom,Clipse,2009,Freedom,Robert Miles,1997,1.0
9122,b309449,a7136,Freedom,Fashawn,2009,Freedom,Robert Miles,1997,1.0
9123,b10958,a7136,Freedom,Afrika Bamaataa and Family,0,Freedom,Robert Miles,1997,1.0
9124,b6863,a7136,Freedom,Andy Griggs,2002,Freedom,Robert Miles,1997,1.0
9125,b335567,a7136,Freedom,Gamafreaks Feat. Nicole,0,Freedom,Robert Miles,1997,1.0
9126,b265950,a7136,Freedom,Jurassic 5,2002,Freedom,Robert Miles,1997,1.0
9127,b61156,a7136,Freedom,Gamafreaks ft. Nicole,0,Freedom,Robert Miles,1997,1.0
9128,b27371,a7136,Freedom,Black Bonzo,2004,Freedom,Robert Miles,1997,1.0
9129,b3828,a7136,Freedom,Sound And Fury,0,Freedom,Robert Miles,1997,1.0
9130,b327553,a7136,Freedom,Gamafreaks Feat. Nicole,0,Freedom,Robert Miles,1997,1.0
9131,b15117,a7136,Freedom,Epsilon Minus,2001,Freedom,Robert Miles,1997,1.0
9132,b134426,a7136,Freedom,Roen Ford,1997,Freedom,Robert Miles,1997,1.0
9133,b339420,a7136,Freedom,Luther Allison,1992,Freedom,Robert Miles,1997,1.0
9134,b251358,a7136,Freedom,Battalion Of Saints,0,Freedom,Robert Miles,1997,1.0
9135,b71995,a7136,Freedom,Gamafreaks Feat. Nicole,0,Freedom,Robert Miles,1997,1.0
9136,b314692,a7136,Freedom,ESTEBAN GARCIA,0,Freedom,Robert Miles,1997,1.0
9137,b275271,a7136,Freedom,Run Kid Run,2008,Freedom,Robert Miles,1997,1.0
9138,b320037,a7136,Freedom,Tech-9,0,Freedom,Robert Miles,1997,1.0
9139,b292177,a7136,Freedom,Jmpz,2008,Freedom,Robert Miles,1997,1.0
9140,b197970,a7136,Freedom,What We Feel,2009,Freedom,Robert Miles,1997,1.0
9141,b265555,a7136,Freedom,La Kinky Beat,2004,Freedom,Robert Miles,1997,1.0
9142,b65876,a7136,Freedom,Splash,0,Freedom,Robert Miles,1997,1.0
9143,b62845,a7136,Freedom,The Young Gods,2008,Freedom,Robert Miles,1997,1.0
9144,b69483,a7136,Freedom,Warrior King,2005,Freedom,Robert Miles,1997,1.0
9145,b135566,a7136,Freedom,STRATOVARIUS,2000,Freedom,Robert Miles,1997,1.0
9146,b258201,a7136,Freedom,Amos Lee,2006,Freedom,Robert Miles,1997,1.0
9147,b325011,a7136,Freedom,gerd,0,Freedom,Robert Miles,1997,1.0
9148,b117666,a7136,Freedom,Grandmaster Flash & The Furious Five,1980,Freedom,Robert Miles,1997,1.0
9149,b160678,a7136,Freedom,Akon,2008,Freedom,Robert Miles,1997,1.0
9150,b231340,a7136,Freedom,Jim Luxon,0,Freedom,Robert Miles,1997,1.0
9151,b185811,a7136,Freedom,Busdrivers,0,Freedom,Robert Miles,1997,1.0
9152,b168921,a7136,Freedom,Jocelyn Brown,1992,Freedom,Robert Miles,1997,1.0
9153,b11739,a7136,Freedom,Jah Cure,2008,Freedom,Robert Miles,1997,1.0
9154,b182748,a7136,Freedom,The Pointer Sisters,1985,Freedom,Robert Miles,1997,1.0
9155,b99294,a7136,Freedom,Bosca Banks,0,Freedom,Robert Miles,1997,1.0
9156,b154587,a7136,Freedom,J Mascis,0,Freedom,Robert Miles,1997,1.0
9157,b324074,a7136,Freedom,Grandmaster Flash & The Furious Five,1980,Freedom,Robert Miles,1997,1.0
9158,b254987,a7137,Full Moon,Body-shock,2000,Full Moon,Robert Miles,1998,1.0
9159,b70816,a7137,Full Moon,Delirious,0,Full Moon,Robert Miles,1998,1.0
9160,b173290,a7137,Full Moon,John Hiatt,1974,Full Moon,Robert Miles,1998,1.0
9161,b55534,a7137,Full Moon,Gariel Le Mar,0,Full Moon,Robert Miles,1998,1.0
9162,b253270,a7137,Full Moon,Ali Wilson & Lee Osorne,0,Full Moon,Robert Miles,1998,1.0
9163,b167272,a7137,Full Moon,Herert Gr\xc3\x6nemeyer,1988,Full Moon,Robert Miles,1998,1.0
9164,b210851,a7137,Full Moon,Sandy Denny,1987,Full Moon,Robert Miles,1998,1.0
9165,b208423,a7137,Full Moon,Dave Weckl,1992,Full Moon,Robert Miles,1998,1.0
9166,b121433,a7137,Full Moon,The Black Ghosts,2008,Full Moon,Robert Miles,1998,1.0
9167,b344139,a7138,Let the Good Times Roll,LOUIS JORDAN,1975,Let The Good Times Roll,RJD2,2001,0.7857142857142857
9168,b172219,a7138,Let The Good Times Roll,Pretty Wild,0,Let The Good Times Roll,RJD2,2001,1.0
9169,b270708,a7138,Let The Good Times Roll,Shirley and Lee,1986,Let The Good Times Roll,RJD2,2001,1.0
9170,b211755,a7138,Let The Good Times Roll,LOUIS JORDAN,1975,Let The Good Times Roll,RJD2,2001,1.0
9171,b116182,a7138,Let The Good Times Roll,Clarence Gatemouth Brown,0,Let The Good Times Roll,RJD2,2001,1.0
9172,b295797,a7138,Let The Good Times Roll,Alexis Korners Blues Incorporated,1994,Let The Good Times Roll,RJD2,2001,1.0
9173,b87076,a7138,Let The Good Times Roll,Righteous Brothers,2006,Let The Good Times Roll,RJD2,2001,1.0
9174,b140524,a7138,Let The Good Times Roll,Betty Everett,0,Let The Good Times Roll,RJD2,2001,1.0
9175,b79455,a7138,Let The Good Times Rock,Europe,1988,Let The Good Times Roll,RJD2,2001,0.7241379310344828
9176,b251735,a7138,Let The Good Times Roll,Brad Paisley and B.B. King,2008,Let The Good Times Roll,RJD2,2001,1.0
9177,b190524,a7138,Let The Good Times Roll 1996,Sheep on Drugs,0,Let The Good Times Roll,RJD2,2001,0.71875
9178,b223393,a7138,Let The Good Times Roll,Shirley & Lee,1986,Let The Good Times Roll,RJD2,2001,1.0
9179,b246855,a7138,Let The Good Times Roll,Jerry Butler,0,Let The Good Times Roll,RJD2,2001,1.0
9180,b236002,a7138,Let The Good Times Roll,Lester Bowie_ Ari Brown_ Art Matthews_ Fred Williams_ Phillip Wilson_ Fontella Bass_ David Peaston,1988,Let The Good Times Roll,RJD2,2001,1.0
9181,b126111,a7138,Let The Good Times Roll,Shirley & Lee,1986,Let The Good Times Roll,RJD2,2001,1.0
9182,b207836,a7138,Let the Good Times Roll,Molly Hatchet,1979,Let The Good Times Roll,RJD2,2001,0.7857142857142857
9183,b142959,a7138,Let The Good Times Roll,Shirley & Lee,1986,Let The Good Times Roll,RJD2,2001,1.0
9184,b36806,a7138,Let The Good Times Roll,Beres Hammond Feat. Natural Black,0,Let The Good Times Roll,RJD2,2001,1.0
9185,b208090,a7140,1976,Point Line Plane,0,1976,RJD2,2004,1.0
9186,b299792,a7159,Deep in the night,JK,0,Deep in the Night,Pegboard Nerds,2016,0.7272727272727273
9187,b5594,a7160,Emergency,Dekad,0,Emergency,Pegboard Nerds,—,1.0
9188,b23911,a7160,Emergency,Kid Sensation,1990,Emergency,Pegboard Nerds,—,1.0
9189,b77437,a7160,Emergency,Steve Rushton,2009,Emergency,Pegboard Nerds,—,1.0
9190,b317611,a7160,Emergency,Terrence Dixon,0,Emergency,Pegboard Nerds,—,1.0
9191,b180403,a7160,Emergency,Mot\xc3\x6rhead,1980,Emergency,Pegboard Nerds,—,1.0
9192,b339129,a7160,Emergency,Ace Enders & A Million Different People,2009,Emergency,Pegboard Nerds,—,1.0
9193,b142562,a7160,Emergency,Nu Brand Flexxx,0,Emergency,Pegboard Nerds,—,1.0
9194,b335593,a7160,Emergency,Javon Jackson,1997,Emergency,Pegboard Nerds,—,1.0
9195,b282861,a7160,Emergency,Dr. Hector & The Groove Injectors,0,Emergency,Pegboard Nerds,—,1.0
9196,b313128,a7160,Emergency,High Tone,2000,Emergency,Pegboard Nerds,—,1.0
9197,b226699,a7160,Emergency,Kim Leoni,0,Emergency,Pegboard Nerds,—,1.0
9198,b56289,a7160,Emergency,Melissa Manchester,0,Emergency,Pegboard Nerds,—,1.0
9199,b125270,a7160,Emergency,Mastiksoul,2008,Emergency,Pegboard Nerds,—,1.0
9200,b103767,a7160,Emergency,The Answering Machine,2009,Emergency,Pegboard Nerds,—,1.0
9201,b142185,a7160,Emergency,Kool & The Gang,1984,Emergency,Pegboard Nerds,—,1.0
9202,b44309,a7169,The Rhythm,Beat Dominator,1997,The Rhythm,Sébastien Léger,2009,1.0
9203,b79747,a7169,The Rhythm,Assorted Jelly Beans,1998,The Rhythm,Sébastien Léger,2009,1.0
9204,b174913,a7172,Bees,Cariou (formerly Dan Snaiths Manitoa),2005,Bees,Sébastien Léger,2011,1.0
9205,b104937,a7172,Bees,Tanlines,2010,Bees,Sébastien Léger,2011,1.0
9206,b193655,a7172,Bees,Animal Collective,2005,Bees,Sébastien Léger,2011,1.0
9207,b146464,a7179,The Night,Kelly Marie,0,The Night,School of Seven Bells,2012,1.0
9208,b305748,a7179,The Night,Scooter,0,The Night,School of Seven Bells,2012,1.0
9209,b79564,a7179,The Night,Marv Johnson,1997,The Night,School of Seven Bells,2012,1.0
9210,b202484,a7179,The Night,Mercyful Fate,1998,The Night,School of Seven Bells,2012,1.0
9211,b131905,a7179,The Night,Ne_k,0,The Night,School of Seven Bells,2012,1.0
9212,b97164,a7179,The Night,Nick Fiorucci,0,The Night,School of Seven Bells,2012,1.0
9213,b311032,a7181,I Got Knocked Down (But Ill Get Up),Joey Ramone,2002,I Got Knocked Down (But I’ll Get Up),School of Seven Bells,2014,0.875
9214,b221191,a7182,Let Go,Mr. Irish Bastard,2008,Let It Go,Scatman John,1997,0.7272727272727273
9215,b8877,a7182,Let It Go,Keyshia Cole / T.I. / Missy Elliott / Young Dro,2007,Let It Go,Scatman John,1997,1.0
9216,b192668,a7182,Let Go,Midtown,1999,Let It Go,Scatman John,1997,0.7272727272727273
9217,b288947,a7182,Let It Go,Hi-Tek,0,Let It Go,Scatman John,1997,1.0
9218,b346296,a7182,Let It Go,Wasis Diop / Wasis Diop,2008,Let It Go,Scatman John,1997,1.0
9219,b254138,a7182,Let It Go,Manafest,2005,Let It Go,Scatman John,1997,1.0
9220,b346331,a7182,Let It Go,Stephen Simmonds,1997,Let It Go,Scatman John,1997,1.0
9221,b272670,a7182,Let It Go,Bryan Jones,2006,Let It Go,Scatman John,1997,1.0
9222,b244058,a7182,Let It Go,Brain Damage,0,Let It Go,Scatman John,1997,1.0
9223,b250295,a7182,Let It Go,Tenth Avenue North,2008,Let It Go,Scatman John,1997,1.0
9224,b315894,a7182,Let It Go,Gammer,2005,Let It Go,Scatman John,1997,1.0
9225,b123410,a7182,Let It Go,Escape The Fate,2008,Let It Go,Scatman John,1997,1.0
9226,b246295,a7182,Let It Go,Limp Bizkit,2003,Let It Go,Scatman John,1997,1.0
