,title,artist,genre,duration,tempo,timesignature,keysignature,year
801,Big Boy,Sparks,electronic,208.8224,131.925,1,2,1976
802,I Like Girls,Sparks,electronic,176.40444,140.039,1,4,1976
803,Numbers,Soft Cell,electronic,279.92771,115.988,4,6,1983
804,Say Hello Wave Goodbye,Soft Cell,electronic,323.26485,102.32600000000001,4,0,0
805,Where The Heart Is,Soft Cell,electronic,585.97832,95.65299999999999,4,9,1983
806,Do You See The Light,Snap!-Plaything,electronic,421.35465,90.677,5,11,0
807,Where In This World,The Notwist,electronic,278.67383,144.961,4,4,2008
808,Boneless,The Notwist,electronic,175.38567,140.03,4,7,2008
809,Come In,The Notwist,electronic,219.6371,85.988,4,7,2008
810,Aiii Shot The DJ,Scooter,electronic,398.05342,141.945,4,11,2001
811,Weekend!,Scooter,electronic,217.0771,142.969,4,8,2003
812,The Night,Scooter,electronic,204.95628,142.819,4,11,2003
813,The Life Of Riley,The Lightning Seeds,electronic,243.3824,121.508,4,0,1992
814,Defluxion,Venetian Snares,electronic,371.25178999999997,190.017,5,7,2001
815,Listen,Urban Species,electronic,386.95138,96.193,4,11,1993
816,Spiritual Love,Urban Species,electronic,311.84934,87.12100000000001,4,2,1994
817,Brother,Urban Species,electronic,431.49015999999995,97.12200000000001,4,10,1994
818,Blanket,Urban Species-Imogen Heap,electronic,345.59955,149.386,4,9,1998
819,Disko Kings,Ural 13 Diktators,electronic,318.85016,131.047,4,9,2001
820,Pass This On,The Knife,electronic,338.23302,89.431,3,7,2005
821,Silent Shout,The Knife,electronic,325.19791000000004,128.614,4,2,2006
822,Marble House,The Knife,electronic,254.98077,89.99799999999999,4,7,2006
823,We Share Our Mothers' Health,The Knife,electronic,266.78812,84.79799999999999,3,11,2006
824,Pretty Green Eyes,Ultrabeat,electronic,205.58321999999998,142.018,4,1,2003
825,Feelin' Fine,Ultrabeat,electronic,179.43465,141.976,4,2,2003
826,3 A.M. Eternal,The KLF,electronic,547.2126099999999,142.993,4,11,1989
827,Mirror Man,The Human League,electronic,230.24281000000002,133.546,4,0,1982
828,The Lebanon,The Human League,electronic,304.95302000000004,82.68700000000001,3,2,1984
829,Life On Your Own,The Human League,electronic,248.34567,109.288,4,0,1984
830,Swamp Thing,The Grid,electronic,434.99057,134.158,4,11,1994
831,Mustang,W&W,electronic,179.35628,150.859,4,7,2008
832,Dome,W&W,electronic,343.84934,90.67,3,8,2008
833,Arena,W&W,electronic,236.09423999999999,128.011,1,0,2008
834,The Plan,W&W,electronic,507.402,133.918,4,7,2009
835,Synergy,Ummet Ozcan,electronic,402.62485,136.031,4,9,2009
836,Shake That!,Scooter,electronic,373.89016000000004,130.018,4,10,2004
837,Einstein-Rosen Bridge,Venetian Snares,electronic,219.42812,163.995,7,8,2003
838,Flaunt It,TV Rock-Seany B,electronic,459.02322000000004,126.958,4,11,2006
839,Kink,Trentemøller,electronic,408.65914,125.955,4,4,2005
840,Elysium (I Go Crazy),Ultrabeat,electronic,196.70158999999998,144.089,4,0,2006
841,Sure Feels Good,Ultrabeat-Darren Styles,electronic,422.19057,147.93,4,6,2007
842,11 O'Clock Tick Tock,U2,electronic,283.71546,96.625,3,3,1980
843,A Day Without Me,U2,electronic,193.2273,74.527,1,6,1980
844,I Will Follow,U2,electronic,238.86322,142.123,1,8,1980
845,Fire,U2,electronic,225.61914,114.427,4,1,1981
846,Gloria,U2,electronic,283.14077000000003,146.267,4,10,1980
847,Human,The Human League,electronic,265.35138,101.35700000000001,4,1,1986
848,D.N.A.,W&W,electronic,405.41995,136.012,4,11,2010
849,Young Girls,Sparks,electronic,289.74975,120.07600000000001,4,5,1980
850,Suavemente,Scooter,electronic,342.04689,140.00799999999998,4,11,2005
851,Rock Bottom,Scooter,electronic,205.29587,142.976,1,0,2006
852,Blessa,Toro Y Moi,electronic,163.3171,100.24700000000001,4,3,2009
853,Coastal Brake,Tycho,electronic,334.65424,120.07700000000001,4,6,2009
854,Been A Long Time,TV Rock-Rudy,electronic,468.6624,0.0,3,4,2008
855,Take Me Into Your Skin,Trentemøller,electronic,449.85424000000006,118.02799999999999,3,5,2006
856,Moan,Trentemøller,electronic,445.43955,120.01899999999999,4,10,2006
857,A Celebration,U2,electronic,177.52771,151.755,4,11,1982
858,Sunday Bloody Sunday,U2,electronic,318.37995,109.681,4,10,1980
859,Two Hearts Beat As One,U2,electronic,355.89179,140.69899999999998,4,6,1983
860,Heart Like A Wheel,The Human League,electronic,269.322,120.055,4,7,1990
861,I Predict,Sparks,electronic,171.25832,121.146,4,4,1982
862,All You Ever Think About Is Sex,Sparks,electronic,247.11791000000002,163.847,4,9,1983
863,China,Tori Amos,electronic,366.21016000000003,93.016,5,2,1992
864,Winter,Tori Amos,electronic,516.51873,72.268,1,3,1992
865,Crucify,Tori Amos,electronic,458.81424000000004,165.99200000000002,4,1,1992
866,Cornflake Girl,Tori Amos,electronic,447.55546,133.013,4,7,1994
867,Everybody,Madonna,electronic,250.95791,120.118,4,7,1982
868,Let The Bass Kick In Miami Bitch,Chuckie-LMFAO,electronic,403.01669,85.315,3,7,2009
869,Needy Girl,Chromeo,electronic,229.72036,122.087,4,6,2003
870,Analyse,Thom Yorke,electronic,245.62892999999997,80.006,3,10,2006
871,Skinflowers,The Young Gods,electronic,259.97016,102.001,4,1,1991
872,Gasoline Man,The Young Gods,electronic,306.99057,156.164,4,2,1992
873,Miss You,Trentemøller,electronic,247.562,126.935,3,7,2006
874,The Unforgettable Fire,U2,electronic,293.77261,136.173,4,10,1984
875,With Or Without You,U2,electronic,277.65506,110.928,4,1,1987
876,All I Ever Wanted,The Human League,electronic,234.37016,129.541,4,0,2001
877,The Things That Dreams Are Made Of,The Human League,electronic,325.642,125.99700000000001,4,6,0
878,WIth All My Might,Sparks,electronic,219.84608,111.905,4,2,1984
879,Jumping All Over The World,Scooter,electronic,230.76526,150.014,4,4,2008
880,I'm Lonely,Scooter,electronic,299.25832,142.981,4,8,2008
881,Jump That Rock (Whatever You Want),Scooter-Status Quo,electronic,320.9922,145.981,4,2,2008
882,Voyage,Yahel-Eyal Barkan,electronic,538.25261,93.34700000000001,3,3,2000
883,The Sparrows And The Nightingales,Wolfsheim,electronic,309.73342,122.90799999999999,4,4,1991
884,Water from a Vine Leaf,William Orbit,electronic,689.7366900000001,159.296,5,11,1993
885,Barber's Adagio For Strings,William Orbit,electronic,210.57261,92.001,3,3,1999
886,Holiday,Madonna,electronic,368.27383,115.613,4,9,1983
887,Borderline,Madonna,electronic,238.36688999999998,119.88799999999999,4,4,1983
888,Me & My Man,Chromeo,electronic,260.20526,0.0,3,1,2004
889,The Girls,Calvin Harris,electronic,469.31546,120.978,4,8,2007
890,Merrymaking at My Place,Calvin Harris,electronic,374.72607999999997,0.0,3,11,2007
891,Colours,Calvin Harris,electronic,59.245259999999995,128.014,4,6,2007
892,Dance Wiv Me,Dizzee Rascal-Calvin Harris-Chrome,electronic,318.01424,86.686,3,11,2008
893,I Still Haven't Found What I'm Looking For,U2,electronic,341.02812,97.79700000000001,4,10,1987
894,Where The Streets Have No Name,U2,electronic,392.9073,130.274,4,1,0
895,Desire,U2,electronic,179.74812,108.473,4,8,1988
896,When Love Comes To Town,U2-B.B. King,electronic,258.06322,115.98700000000001,4,2,1988
897,Sweet Dreams,Yes,electronic,230.922,199.18599999999998,4,11,1970
898,Devotion,Yahel,electronic,459.20608,140.028,1,1,2000
899,It's Not Too Late,Wolfsheim,electronic,218.40934,132.325,4,4,1992
900,Now I Fall,Wolfsheim,electronic,212.1922,125.97399999999999,4,0,1993
901,Elias,Wolfsheim,electronic,276.63628,97.014,4,4,1989
902,Kids In America,Kim Wilde,pop,202.23955,159.626,4,11,1981
903,Dice,Finley Quaye;Beth Orton,electronic,255.11138,111.131,4,9,2003
904,I'm Not Alone,Calvin Harris,electronic,266.86649,130.952,4,7,2009
905,Flashback,Calvin Harris,electronic,475.68934,122.962,4,5,2009
906,All I Want Is You,U2,electronic,297.61261,89.93799999999999,4,6,1988
907,The Fly,U2,electronic,277.28934,108.76100000000001,4,1,1991
908,Mysterious Ways,U2,electronic,422.19057000000004,195.269,4,10,1991
909,More Than a Sex Machine,Sparks,electronic,303.33342000000005,120.97399999999999,4,9,1999
910,The Angels,Sparks,electronic,286.82403999999997,93.008,4,4,2000
911,You Feel,Yahel,electronic,514.37669,133.012,4,11,0
912,Into The Groove,Madonna,electronic,285.09995,116.512,4,1,1985
913,Papa Don't Preach,Madonna,electronic,269.58322000000004,121.948,4,5,1986
914,Who's Gonna Ride Your Wild Horses,U2,electronic,316.65587,132.691,4,7,1991
915,Even Better Than The Real Thing,U2,electronic,199.6273,128.798,4,11,1991
916,A Moment Like This,Leona Lewis,pop,257.07057000000003,135.409,4,8,2006
917,This Is The Right Time,Lisa Stansfield,pop,271.0722,187.68400000000003,4,6,1989
918,Runnin' Riot,Cock Sparrer,rock,211.59138,168.21400000000003,1,9,0
919,The Second Line,Clinic,rock,150.33424,104.664,4,9,1999
920,Sleep Somehow,Wolfsheim,electronic,193.54077,103.36,1,9,1999
921,Terminator,Westbam,electronic,192.62649,135.89,4,11,1996
922,Crash Course,Westbam,electronic,295.18322,130.029,4,0,1997
923,A Day,Clan Of Xymox,rock,360.61995,151.487,4,10,1985
924,Reflection,Christina Aguilera,rock,213.49832,95.895,3,8,1998
925,Stumblin' In,Chris Norman-Suzi Quatro,rock,238.21016,129.34799999999998,1,7,1978
926,Bleeding Love,Leona Lewis,pop,262.47791,103.95100000000001,4,5,2007
927,Forgive Me,Leona Lewis,pop,203.88526000000002,45.036,4,9,2008
928,Run,Leona Lewis,pop,314.72281,73.745,4,8,2008
929,What Did I Do To You?,Lisa Stansfield,pop,289.88036,124.953,4,8,1989
930,Change,Lisa Stansfield,pop,389.45914,106.02,4,0,1991
931,England Belongs To Me,Cock Sparrer,rock,253.93587000000002,183.25599999999997,4,11,1982
932,Too Late,Cock Sparrer,rock,181.73342,94.99,4,9,2007
933,The Return Of Evil Bill,Clinic,rock,155.03628,123.58200000000001,4,1,2000
934,Distortions,Clinic,rock,243.9571,115.874,5,2,2000
935,Walking With Thee,Clinic,rock,156.21178999999998,121.729,4,1,2001
936,Come Into Our Room,Clinic,rock,230.08607999999998,84.26,1,5,2002
937,The Magician,Clinic,rock,161.35791,117.34,4,0,2004
938,Circle Of Fifths,Clinic,rock,204.38159,125.68700000000001,4,8,2004
939,Love Parade 1998  One World One Future,Dr. Motte-WestBam,electronic,464.06485,91.98299999999999,5,10,1998
940,Music Is The Key (Love Parade 99),Dr. Motte-WestBam,electronic,214.46485,90.259,3,0,1999
941,If God Will Send His Angels,U2,electronic,278.49098,89.90899999999999,4,6,1997
942,Sweetest Thing,U2,electronic,180.58404,141.94799999999998,4,0,0
943,What A Girl Wants,Christina Aguilera,rock,236.53832000000003,130.211,4,0,1999
944,Fool (If You Think It's Over),Chris Rea,rock,241.162,95.921,4,11,1978
945,Happy,Leona Lewis,pop,242.62485,82.244,4,0,2009
946,Someday (I'm Coming Back),Lisa Stansfield,pop,297.482,128.986,4,2,1992
947,Time To Make You Mine,Lisa Stansfield,pop,298.97098,179.745,4,7,1991
948,In All the Right Places,Lisa Stansfield,pop,363.78077,89.99799999999999,4,11,1993
949,Little Bit Of Heaven,Lisa Stansfield,pop,267.83302000000003,120.119,4,6,1993
950,So Natural,Lisa Stansfield,pop,402.49424,122.523,4,9,1993
951,Harvest,Clinic,rock,203.78077,190.891,4,9,2006
952,Cherish,Madonna,electronic,230.55628,131.946,4,2,1989
953,Elevation,U2,electronic,215.37913999999998,110.01299999999999,4,9,2000
954,Walk On,U2,electronic,266.63138,100.25299999999999,4,2,2000
955,Time Capsule,Matthew Sweet,pop,236.01587,110.182,4,8,1993
956,I Found Someone,Cher,rock,224.02567000000002,102.685,4,2,1987
957,This World,Clan Of Xymox,rock,398.94158999999996,126.90299999999999,4,10,1997
958,Come On Over Baby (All I Want Is You),Christina Aguilera,rock,203.33669,118.915,4,5,2000
959,Nobody Wants To Be Lonely,Ricky Martin,rock,305.34485,99.632,4,11,1999
960,Lady Marmalade,Christina Aguilera-Lil’ Kim-Mýa-P!nk,rock,264.93342,110.01700000000001,4,5,2001
961,The Real Thing,Lisa Stansfield,pop,260.07465,98.63600000000001,4,11,1997
962,The Witch,Clinic,rock,195.86567,105.855,4,5,2008
963,Tomorrow,Clinic,rock,211.93097999999998,100.58,4,1,2008
964,Cherish,Madonna,electronic,230.55628,131.946,4,2,1989
965,United States Of Love (Loveparade 2006),WestBam-The Love Committee,electronic,227.70892999999998,135.029,4,1,2006
966,Bass Planet,Westbam,electronic,396.22485,133.356,4,5,2008
967,Vertigo,U2,electronic,451.44771,130.013,4,11,2004
968,Sometimes You Can't Make It On Your Own,U2,electronic,305.26649,95.94200000000001,4,9,2004
969,All Because Of You,U2,electronic,219.01016,133.95,4,2,2004
970,Arnold Layne,David Gilmour,rock,202.1873,138.43,1,2,2006
971,Rubber Band,David Bowie,rock,139.75465,125.61,1,2,1966
972,Love You Till Tuesday,David Bowie,rock,179.61751,139.121,4,0,1967
973,I Need You,Dave Gahan,rock,284.9171,209.572,4,2,2003
974,Bottle Living,Dave Gahan,rock,212.61016,145.289,3,2,2003
975,Kingdom,Dave Gahan,rock,272.92689,99.23200000000001,1,9,2007
976,Love Hurts,Cher,rock,257.43627999999995,80.567,4,8,1991
977,Consolation,Clan Of Xymox,rock,298.60526,150.108,4,3,1999
978,Dirrty,Christina Aguilera-Redman,rock,298.84036000000003,200.299,3,2,2002
979,Beautiful,Christina Aguilera,rock,238.602,131.861,4,1,2002
980,Fighter,Christina Aguilera,rock,246.30812000000003,94.757,4,9,2000
981,The Voice Within,Christina Aguilera,rock,304.56118,82.00399999999999,4,2,2002
982,The Blue Cafe,Chris Rea,rock,287.242,139.92600000000002,4,9,1997
983,The Line,Lisa Stansfield,pop,266.70975,95.59700000000001,4,11,1997
984,Lepattajat,CMX,rock,252.96934,154.129,4,0,2003
985,Palvelemaan Konetta,CMX,rock,234.47465,92.156,3,7,2003
986,One,Mary J. Blige-U2,electronic,260.80608,93.07600000000001,4,0,2006
987,Get On Your Boots,U2,electronic,205.13914,149.013,4,2,2009
988,Missing You,Dan Fogelberg,rock,245.28933999999998,185.945,4,9,1982
989,Fighter,Christina Aguilera,rock,246.30812000000003,94.757,4,9,2000
990,Ain't No Other Man,Christina Aguilera,rock,225.61914,126.98299999999999,4,1,2006
991,Hurt,Christina Aguilera,rock,347.66322,147.111,4,4,2006
992,The Road To Hell,Chris Rea,rock,608.88771,145.241,4,9,1990
993,Kuolemaantuomitut,CMX,rock,244.4273,87.949,4,6,2007
994,Magnificent,U2,electronic,241.89342000000002,124.95100000000001,4,1,2009
995,I'll Go Crazy If I Don't Go Crazy Tonight,U2,electronic,253.90975,103.007,4,0,2009
996,Candyman,Christina Aguilera,rock,193.43628,86.54,4,11,2006
997,Holiday,Madonna,electronic,368.27383,115.613,4,9,0
998,Enola Gay,Orchestral Manoeuvres In The Dark,pop,212.50567,143.14,4,0,1980
999,The Music's No Good Without You,Cher,rock,240.84852999999998,122.809,4,0,2001
1000,Alive Again,Cher,rock,259.23873,129.97,5,10,2001
1001,Keeps Gettin' Better,Christina Aguilera,rock,181.52444,130.05100000000002,4,5,2008
1002,Not Myself Tonight,Christina Aguilera,rock,184.94649,120.049,4,7,2010
1003,Christmas Wine,Declan O’Rourke,rock,247.90159,79.665,4,4,2006
1004,Lost Without You,Delta Goodrem,rock,248.55465,146.256,4,7,2003
1005,Predictable,Delta Goodrem,rock,220.89097999999998,105.141,4,4,2003
1006,Evil Woman,Electric Light Orchestra,rock,297.40362999999996,120.104,4,0,1975
1007,Above And Beyond,Edgar Winter,rock,303.38567,113.58,4,9,0
1008,I'm Too Sexy,Right Said Fred,pop,173.94893000000002,122.06299999999999,4,7,1991
1009,Deeply Dippy,Right Said Fred,pop,202.50077,128.13299999999998,1,10,1992
1010,Watching The Detectives,Elvis Costello,rock,226.0371,133.08,1,9,1977
1011,Mystery Dance,Elvis Costello,rock,136.04526,200.475,1,0,1977
1012,Speed Trials,Elliott Smith,rock,181.41995,102.749,1,0,1996
1013,Ballad Of Big Nothing,Elliott Smith,rock,168.07138,109.333,4,0,1998
1014,Secret,Orchestral Manoeuvres In The Dark,pop,236.38159,114.45100000000001,4,9,1984
1015,Rock Show,Peaches,rock,132.25751,155.261,4,2,2003
1016,Mistaken Identity,Delta Goodrem,rock,241.29261,140.189,3,7,2004
1017,Almost Here,Brian McFadden-Delta Goodrem,rock,229.82485,78.317,4,9,2004
1018,Be Strong,Delta Goodrem,rock,242.88608,90.001,4,0,2004
1019,In This Life,Delta Goodrem,rock,227.70892999999998,167.956,4,9,2007
1020,Strange Magic,Electric Light Orchestra,rock,247.2224,93.772,1,9,1975
1021,Mr. Blue Sky,Electric Light Orchestra,rock,301.66159,92.195,4,10,1977
1022,Waking Up,Elastica,rock,195.65669,137.858,4,7,1995
1023,Car Song,Elastica,rock,144.24771,110.641,4,1,1995
1024,Sulky Girl,Elvis Costello,rock,306.31138,111.97399999999999,4,11,1994
1025,Baby Britain,Elliott Smith,rock,193.74975,119.72200000000001,4,7,1999
1026,We Built This City,Starship,pop,292.362,140.005,4,5,1985
1027,Believe Again,Delta Goodrem,rock,346.74893,121.944,4,5,2007
1028,Turn To Stone,Electric Light Orchestra,rock,229.48526,141.023,4,4,1977
1029,Wild West Hero,Electric Light Orchestra,rock,24.24118,74.454,1,11,1977
1030,Sweet Talkin' Woman,Electric Light Orchestra,rock,229.58975,122.07700000000001,4,0,1977
1031,Dose,Filter,rock,233.9522,158.876,4,7,1994
1032,Nothing's Gonna Stop Us Now,Starship,pop,266.89261,100.99799999999999,4,5,1987
1033,A Little Too Late,Delta Goodrem,rock,210.62485,100.008,4,2,2004
1034,Don't Bring Me Down,Electric Light Orchestra,rock,245.31546,115.691,4,2,1979
1035,Shine A Little Love,Electric Light Orchestra,rock,278.25587,132.785,4,7,1979
1036,I Got You Babe,Sonny & Cher,pop,190.37995,110.45299999999999,3,6,1965
1037,Two Way Monologue,Sondre Lerche,pop,342.88281,148.9,7,9,2002
1038,Phantom Punch,Sondre Lerche,pop,377.83465,132.27100000000002,3,2,2006
1039,Say It All,Sondre Lerche,pop,237.26975,247.175,4,4,2007
1040,Hey Man Nice Shot,Filter,rock,315.08853,88.491,4,7,1993
1041,Jurassitol,Filter,rock,313.02485,87.945,4,10,1996
1042,One,Filter,rock,280.45016,174.675,4,8,1998
1043,Sweet Dreams (Are Made Of This),Eurythmics,rock,218.20036,125.17,4,0,1983
1044,Heavenly Action,Erasure,rock,208.79628,104.33200000000001,4,1,1985
1045,Thnks fr th Mmrs,Fall Out Boy,rock,208.63955,160.173,4,10,2007
1046,Epic,Faith No More,rock,293.92933999999997,174.003,4,4,1989
1047,From Out Of Nowhere,Faith No More,rock,201.35138,161.327,4,0,1989
1048,Falling To Pieces,Faith No More,rock,312.68526,104.40700000000001,4,2,1989
1049,A Small Victory,Faith No More,rock,297.1424,99.999,4,9,1992
1050,Fireside Favourite,Fad Gadget,rock,271.38567,119.478,4,0,0
1051,Make Room,Fad Gadget,rock,252.9171,130.142,1,1,1981
1052,Four Little Diamonds,Electric Light Orchestra,rock,246.43873,123.156,4,5,1983
1053,Cars,Gary Numan,rock,320.522,88.166,3,2,1979
1054,Parisienne Walkways,Gary Moore,rock,194.45506,87.789,3,9,0
1055,The Best Things,Filter,rock,266.23955,104.71,4,10,1999
1056,Here Comes The Rain Again,Eurythmics,rock,359.91465,85.335,5,9,1983
1057,Sexcrime (Nineteen Eighty-Four),Eurythmics,rock,236.5122,119.09700000000001,4,4,1984
1058,Sisters Are Doin' It For Themselves,Eurythmics;Aretha Franklin,rock,355.47382999999996,136.517,4,5,1985
1059,Beat It,Fall Out Boy,rock,156.57751000000002,148.089,4,0,2008
1060,I Don't Care,Fall Out Boy,rock,214.46485,134.031,4,2,2008
1061,America's Suitehearts,Fall Out Boy,rock,214.33424,160.109,4,2,2008
1062,Everything's Ruined,Faith No More,rock,274.07628,138.545,5,2,1992
1063,Midlife Crisis,Faith No More,rock,257.802,108.03200000000001,4,4,1992
1064,Easy,Faith No More,rock,188.99546,125.167,4,10,1992
1065,Digging The Grave,Faith No More,rock,184.60689,162.648,4,4,1993
1066,Evidence,Faith No More,rock,294.24281,97.867,4,9,1995
1067,For Whom The Bells Toll,Fad Gadget,rock,215.61424,224.96200000000002,7,5,1982
1068,I Discover Love,Fad Gadget,rock,231.31382999999997,124.912,4,4,1983
1069,Collapsing New People,Fad Gadget,rock,247.7971,115.64399999999999,4,0,1984
1070,Calling America,Electric Light Orchestra,rock,206.94159,84.365,5,2,1986
1071,We Are Glass,Gary Numan,rock,305.50158999999996,143.805,4,0,1980
1072,Thorn In My Side,Eurythmics,rock,273.99791,135.184,4,7,1986
1073,Last Cup Of Sorrow,Faith No More,rock,249.86077000000003,153.75,4,7,1997
1074,Take Me Out,Franz Ferdinand,rock,237.08688999999998,105.0,4,9,2003
1075,Hang On To Your Ego,Frank Black,rock,204.9824,127.041,4,8,1993
1076,Kiss With A Fist,Florence + The Machine,rock,131.3171,109.79700000000001,4,2,2008
1077,Love Is A Stranger,Eurythmics,rock,240.29995,128.02100000000002,4,5,0
1078,Blue Savannah,Erasure,rock,259.36933999999997,90.03200000000001,1,2,1989
1079,Chorus,Erasure,rock,268.43383,86.7,5,0,1991
1080,Michael,Franz Ferdinand,rock,204.06812,158.445,4,6,2004
1081,This Fire,Franz Ferdinand,rock,254.74567000000002,137.98,1,2,2004
1082,Do You Want To,Franz Ferdinand,rock,214.9873,124.01,4,0,2005
1083,Headache,Frank Black,rock,172.61668999999998,131.71200000000002,1,4,1994
1084,Speedy Marie,Frank Black,rock,214.12526,125.72200000000001,4,5,1994
1085,The Marsist,Frank Black,rock,248.2673,119.699,4,7,1995
1086,I Don't Want To Hurt You (Every Single Time),Frank Black,rock,182.59546,118.146,4,5,1996
1087,Open Your Eyes,Guano Apes,rock,186.51383,111.488,4,0,1997
1088,Dog Days Are Over,Florence + The Machine,rock,403.1473,131.985,4,4,2008
1089,Rabbit Heart (Raise It Up),Florence + The Machine,rock,446.53669,122.39200000000001,4,0,2009
1090,Drumming Song,Florence + The Machine,rock,223.81669,100.064,4,0,2009
1091,You've Got The Love,Florence + The Machine,rock,168.64608,110.055,7,6,2009
1092,Cosmic Love,Florence + The Machine,rock,258.55955,140.061,5,9,2009
1093,The Company,Fish,rock,247.53587000000002,94.964,3,2,1989
1094,A Gentleman's Excuse Me,Fish,rock,258.37669,124.92,4,7,1990
1095,Dreams,The Cranberries,pop,277.05424,140.187,1,4,1992
1096,Linger,The Cranberries,pop,274.54649,94.83,4,7,1993
1097,Zombie,The Cranberries,pop,317.12608,171.19299999999998,4,7,1994
1098,Ode To My Family,The Cranberries,pop,272.71791,94.67200000000001,4,2,1994
1099,I Can't Be With You,The Cranberries,pop,192.10404,130.059,4,10,1994
1100,Ridiculous Thoughts,The Cranberries,pop,254.40607999999997,109.352,4,0,1994
1101,17 Again,Eurythmics,rock,266.86649,116.853,4,10,1999
1102,17 Again,Eurythmics,rock,266.86649,116.853,4,10,1999
1103,Love To Hate You,Erasure,rock,236.45995,240.46599999999998,7,6,1991
1104,The Circus,Erasure,rock,330.70975,94.646,4,7,1987
1105,Learnalilgivinanlovin,Gotye,rock,325.77261,128.975,4,6,2006
1106,Walk Away,Franz Ferdinand,rock,216.34567,124.20299999999999,4,2,2005
1107,The Fallen,Franz Ferdinand,rock,163.3171,116.199,1,9,2005
1108,Eleanor Put Your Boots On,Franz Ferdinand,rock,172.01587,154.096,4,7,2005
1109,Rain,Guano Apes,rock,275.3824,165.15099999999998,4,9,1997
1110,No Speech,Guano Apes,rock,226.97751,106.385,4,5,2000
1111,Salvation,The Cranberries,pop,143.09832,169.192,4,0,1996
1112,When You're Gone,The Cranberries,pop,296.41098,93.65100000000001,3,0,1996
1113,Hollywood,The Cranberries,pop,257.41016,147.576,4,11,1996
1114,Promises,The Cranberries,pop,306.23302,132.964,4,4,1999
1115,Parisienne Walkways,Gary Moore,rock,194.45506,87.789,3,9,1993
1116,Need Your Love So Bad,Gary Moore,rock,475.48035999999996,66.375,3,9,1995
1117,I've Got A Life,Eurythmics,rock,455.44444000000004,82.005,3,7,2005
1118,Revival,Eurythmics,rock,247.06567,121.23100000000001,4,0,1989
1119,You Have Placed A Chill In My Heart,Eurythmics,rock,233.1424,103.351,4,9,1985
1120,Love Hurts,Gram Parsons,rock,275.1473,73.686,4,7,1974
1121,Freakin' Out,Graham Coxon,rock,221.88362999999998,157.945,4,11,2004
1122,Spectacular,Graham Coxon,rock,168.46322,141.063,4,2,2004
1123,Dirty Harry,Gorillaz,rock,230.08607999999998,96.196,3,10,2005
1124,Lucid Dreams,Franz Ferdinand,rock,222.53669,110.068,4,1,2008
1125,Ulysses,Franz Ferdinand,rock,288.9922,130.009,4,11,2008
1126,No You Girls,Franz Ferdinand,rock,428.45995,119.943,4,2,2009
1127,Can't Stop Feeling,Franz Ferdinand,rock,182.72608,124.045,4,9,2009
1128,What She Came For,Franz Ferdinand,rock,232.04526,104.03299999999999,4,2,2009
1129,Live Alone,Franz Ferdinand,rock,209.03138,127.037,4,11,2009
1130,Wonderlust King,Gogol Bordello,rock,238.05342000000002,135.028,4,2,2005
1131,Cry,Godley & Creme,rock,237.81832000000003,99.115,1,9,1985
1132,You Can't Stop Me,Guano Apes,rock,215.37913999999998,182.09900000000002,4,8,2003
1133,Quietly,Guano Apes,rock,220.70812,119.072,4,8,2003
1134,Pretty In Scarlet,Guano Apes,rock,236.59057,86.645,4,1,2003
1135,Change Of Heart,Fish,rock,223.86892999999998,92.42,4,4,1997
1136,Animal Instinct,The Cranberries,pop,214.41261,135.351,4,4,1999
1137,Analyse,The Cranberries,pop,251.21913999999998,120.10799999999999,4,4,2001
1138,Time Is Ticking Out,The Cranberries,pop,181.02812,122.368,4,2,2001
1139,This Is The Day,The Cranberries,pop,255.05913999999999,109.78399999999999,4,4,2001
1140,In My Arms,Erasure,rock,207.96036,99.96799999999999,4,2,1997
1141,Don't Say Your Love Is Killing Me,Erasure,rock,226.95137999999997,125.99700000000001,4,6,1997
1142,You & I,Graham Coxon,rock,223.03302000000002,126.027,4,9,2006
1143,Sorrow's Army,Graham Coxon,rock,260.20526,116.007,4,8,2009
1144,Life Got Cold,Girls Aloud,rock,210.33751,88.973,4,0,2003
1145,Jump,Girls Aloud,rock,218.67057000000003,134.433,4,5,2003
1146,The Show,Girls Aloud,rock,411.24526000000003,126.57799999999999,4,1,2004
1147,Love Machine,Girls Aloud,rock,295.33995,116.00200000000001,4,0,2004
1148,The Chase,Giorgio Moroder,rock,625.55383,137.966,4,0,0
1149,Reach Out,Giorgio Moroder,rock,317.04771,127.988,4,0,0
1150,Evolution,Giorgio Moroder,rock,450.97750999999994,125.985,1,2,0
1151,Rhinestone Eyes,Gorillaz,rock,200.09751,92.78200000000001,4,0,2010
1152,Let Me Go The Right Way,The Supremes,pop,221.57016000000002,144.58700000000002,4,5,1962
1153,Rain,Erasure,rock,251.50648999999999,122.115,4,7,1997
1154,Aarresaari,Aikakone,electronic,270.81098,157.952,4,6,1996
1155,Undead,Hollywood Undead,rock,288.07791000000003,163.097,4,7,2008
1156,Retard Girl,Hole,rock,287.45097999999996,70.207,1,9,1990
1157,Slowly,Amon Tobin,electronic,337.50158999999996,135.856,4,1,2000
1158,Verbal,Amon Tobin,electronic,279.74485,117.484,4,7,2002
1159,Power Of You,Allure-Christian Burns,electronic,557.6877099999999,131.988,4,1,2008
1160,Wake Me Up,Girls Aloud,rock,207.09832,125.04799999999999,4,9,2004
1161,Biology,Girls Aloud,rock,315.37587,139.988,4,11,2005
