SongNumber,AlbumName,ArtistName,Danceability,Duration,KeySignature,Tempo,TimeSignature,Title,Year
787,"b'Ants Remastered Boxset'","b'Adam Ant'",0.0,203.54567,1,136.176,4,"b'Manzenera'",0
788,"b'Age Of Reptiles'","b'Showbread'",0.0,264.01914,7,112.734,4,"b'Dinosaur Bones'",2006
789,"b'We Made It'","b'Busta Rhymes feat. Linkin Park'",0.0,238.21016,1,92.344,5,"b'We Made It [Instrumental]'",0
790,"b'Encounter!'","b'Pepper Adams'",0.0,438.25587,2,200.355,3,"b"I've Just Seen Her"",1969
791,"b"Can't Sleep"","b'Adrian Lux'",0.0,439.48363,11,127.855,4,"b"Can't Sleep (Marcus Schossow Presents 1985 Club Remix)"",0
792,"b'Ugly'","b'Life Of Agony'",0.0,273.78893,8,110.408,4,"b'Unstable (Album Version)'",1995
793,"b'Frequencies Fall'","b'Pitch Black'",0.0,398.602,10,120.004,4,"b'Lost In Translation'",0
794,"b'Pop Go The Wiggles - All Your Favourite Nursery Rhymes'","b'The Wiggles'",0.0,62.09261,7,85.102,3,"b'Hush Little Baby'",0
795,"b'Unbreakable'","b'Fireflight'",0.0,195.49995,1,156.036,4,"b'Stand Up'",2008
796,"b'Songs From An American Movie_ Vol. Two: Good Time For A Bad Attitude'","b'Everclear'",0.0,243.722,6,92.988,4,"b'Overwhelming'",2000
797,"b'The Roots of Guns \x18n Roses'","b'Hollywood Rose'",0.0,271.56853,6,149.732,4,"b'Anything Goes (Remixed By Fred Coury)'",0
798,"b'Flavors'","b'Scott Brown'",0.0,248.81587,9,115.948,4,"b'Scotch Bonnet'",0
799,"b'Unabombers: Electric Chair Saved My Life'","b'Josh One'",0.0,610.89914,11,130.062,5,"b'Contemplation'",2002
800,"b'Bright Star Blue Sky'","b'Scott Krippayne'",0.0,234.91873,8,122.1,4,"b'I Wanna Sing (Autobiography Album Version)'",0
801,"b'Niagara'","b'Julien Clerc'",0.0,146.23302,7,202.999,7,"b'Les Tous Petits Details'",0
802,"b'OM'","b'Negura Bunget'",0.0,431.72526,11,130.84,1,"b'Cunoasterea Tacuta'",2006
803,"b'Fame by Proxy'","b'IfIHadAHifi'",0.0,202.31791,2,83.205,1,"b'You Can Dig A Thousand Holes_ But It Takes A Body To Make A Grave'",0
804,"b'El Jefe De Las Plazas'","b'Sergio Vega'",0.0,189.93587,7,236.884,4,"b'Micha Por Adela'",0
805,"b'Body Rework'","b'Nitzer Ebb'",0.0,331.96363,0,138.031,4,"b'Join In The Chant (Knarz Ist Machine) (Thomas P. Heckmann Remix)'",2006
806,"b'Twist Again au Cin\xc3\xa9_ Vol. 1 (Bandes originales de films)'","b'Annie Philippe'",0.0,167.73179,6,109.1,4,"b'La Blonde de P\xc3\xa9kin'",0
807,"b'Ticker Symbols'","b'overlord'",0.0,159.11138,11,111.865,4,"b"I'm So Sick of Falling in Love"",0
808,"b'Head 2 Head'","b'Don Carlos'",0.0,203.7024,11,136.861,4,"b'Tribulation'",0
809,"b'A Cruel World'","b'Bloodsimple'",0.0,405.2371,7,85.883,4,"b'Plunder (Album Version)'",2005
810,"b'Sleepers'","b'Rapper Big Pooh'",0.0,77.53098,11,123.056,5,"b"Dash's Interlude"",2005
811,"b'Anticipation'","b'Lewis Black'",0.0,275.43465,5,74.004,7,"b'Blueberry Pancakes'",2008
812,"b'G'","b'Gerald Levert'",0.0,271.56853,10,115.205,4,"b'Mr. Too Damn Good (Amended LP Version)'",0
813,"b'Me_ Myself & I'","b'Fat Joe'",0.0,174.65424,7,77.56,4,"b'Hard Not 2 Kill (Explicit)'",0
814,"b'Eden'","b'Kroke'",0.0,296.25424,7,100.389,1,"b'The Night In The Garden Of Eden'",1997
815,"b'Feather_ Stone & Light'","b'R. Carlos Nakai'",0.0,170.762,1,203.737,3,"b'Restless Spirits (World)'",0
816,"b'Spotlight On Debbie Reynolds'","b'Debbie Reynolds'",0.0,170.21342,7,107.971,3,"b"Good Morning (feat. Gene Kelly & Donald O'Connor) (from 'Singin' in the Rain')"",0
817,"b'Wounded'","b'Enchant'",0.0,438.83057,2,99.035,4,"b'Pure'",1996
818,"b'Love Stories'","b'Kim Waters'",0.0,259.52608,9,124.035,4,"b'Deep In Love'",0
819,"b'Rumba Collection 1992-1997'","b'Ottmar Liebert'",0.0,250.40934,9,218.746,3,"b'Havana Club'",0
820,"b'Six Years Home'","b'Hopes Die Last'",0.0,262.5824,0,87.524,4,"b'Six Years Home'",2008
821,"b'Single'","b'Zola Jesus'",0.0,234.05669,5,149.846,4,"b'Soeur Sewer'",2008
822,"b'Embers'","b'Just Jack'",0.0,529.71057,7,130.015,4,"b'Embers'",2009
823,"b'Lie Lover Lie'","b'The Blood Arm'",0.0,165.40689,7,157.574,4,"b'The Chasers'",2006
824,"b'Sorry About The Noise'","b'The Jessica Fletchers'",0.0,269.53098,9,141.914,4,"b'Are You Dying'",2000
825,"b'The True Sound Of The New West'","b'Mustasch'",0.0,355.02975,2,88.067,4,"b'Serpent The Zodiac (Bazaar)'",2006
826,"b'Back In The Day Vol. 3 (1996-2001)'","b'Meat Katie'",0.0,545.95873,9,138.002,4,"b'The Devil in Me'",1997
827,"b'Nothing Like The Rest'","b'Big George Jackson & Serious Bidness'",0.0,460.53832,2,89.051,1,"b'Too Many Babies'",0
828,"b'Galadriel'","b'Galadriel'",0.0,279.71873,4,77.165,1,"b'Girl of Seventeen'",0
829,"b'Turn It On'","b'Ronan Keating'",0.0,197.92934,9,195.142,4,"b'Turn It On Again'",2003
830,"b'Animal Magic'","b'Rolf Harris'",0.0,109.73995,2,73.305,5,"b'Three Blind Mice'",2003
831,"b'La Sensaci\xc3\xb3n Jarocha'","b'To\xc3\xb1a La Negra'",0.0,184.81587,2,172.555,4,"b'Babalu'",0
832,"b'Arah'","b'Kool'",0.0,278.54322,9,90.202,4,"b'Bukakanlah Hati Mu'",0
833,"b'The Best of Polish Jazz 2005'","b'Pink Freud'",0.0,423.52281,1,105.705,5,"b'Jazz Is Cool'",0
834,"b'Nifelvind'","b'Finntroll'",0.0,214.30812,10,95.035,4,"b'Ett Norrskensd\xc3\xa5d'",2010
835,"b'Scratchy: The Reprise Recordings [Includes Liner Notes]'","b'Crazy Horse'",0.0,195.36934,9,146.473,1,"b'Downtown (Album Version)'",0
836,"b'Electric Doom Synthesis'","b'Beherit'",0.0,625.57995,11,111.125,4,"b'Sense'",1995
837,"b'God Bless Tiny Tim: The Complete Reprise Studio Masters... And More'","b'Tiny Tim'",0.0,140.12036,6,88.858,1,"b'It Took A Good Woman [Edited Demo]'",0
838,"b'Absolutt Ikke Bare Egil Band'","b'Bare Egil Band'",0.0,202.10893,9,115.046,4,"b'Ti Lagate'",1996
839,"b'A Celtic Tale: The Legend Of Deirdre - Narrated By Fiona Ritchie'","b'Mychael Danna & Jeff Danna'",0.0,244.55791,4,121.186,3,"b'The Child Deirdre'",0
840,"b'Voyages'","b'Marc Perrone'",0.0,142.88934,0,207.152,1,"b'Locaccmaccam'",0
841,"b'Personal Business (Explicit)'","b'Bad Azz'",0.0,285.93587,10,96.042,4,"b'Too Many Choices'",0
842,"b'Fire & Ice / Wolfpack'","b'D.Y.S.'",0.0,89.67791,9,98.666,5,"b'City To City'",0
843,"b'Grey Area'","b'Grey Area'",0.0,189.33506,4,127.221,4,"b'All Time Low (Album Version)'",1997
844,"b'Lot Lorien'","b'Lot Lorien'",0.0,368.16934,5,160.212,4,"b'Byal ravnec'",2007
845,"b'All For Business'","b'Jimmy Dawkins'",0.0,224.80934,2,173.475,1,"b'Having Such A Hard Time'",0
846,"b'Once More'","b'Spandau Ballet'",0.0,244.84526,9,106.062,5,"b'Lifeline'",1983
847,"b'Into The Great Wide Open'","b'Tom Petty And The Heartbreakers'",0.0,245.78567,5,97.598,4,"b"All Or Nothin'"",1991
848,"b'Live In Europe'","b'Otis Redding'",0.0,162.66404,0,112.336,4,"b'My Girl [Live Europe Version]'",1967
849,"b'Groove Approved'","b'Paul Carrack'",0.0,374.96118,0,99.961,4,"b"I'm On Your Tail"",1989
850,"b'Revenge Is Near'","b'Dan Cummins'",0.0,169.09016,8,80.929,5,"b'Jiggle Once And Wait (Album Version)'",0
851,"b"It's About Time"","b'The Impressions'",0.0,281.65179,11,122.507,4,"b"You'll Never Find"",0
852,"b'Rebekah Higgs'","b'Rebekah Higgs'",0.0,169.11628,7,119.023,3,"b'Happy'",2006
853,"b'Prism'","b'Jeff Scott Soto'",0.0,302.00118,11,124.845,3,"b'2 Late 4 Goodbyes'",2002
854,"b'Robin Holcomb'","b'Robin Holcomb'",0.0,275.46077,8,97.271,4,"b'So Straight And Slow'",1990
855,"b'Gold'","b'Steppenwolf'",0.0,555.88526,7,111.532,4,"b'Monster/Suicide/America'",0
856,"b'Waiting'","b'Leama & Moor'",0.0,332.19873,0,32.489,1,"b'Waiting'",0
857,"b'Hundre \xc3\x85r Gammal'","b'Khold'",0.0,207.93424,9,89.063,4,"b'Hundre \xc3\x85r Gammal'",0
858,"b'I Want You - En la democracia de mi ombligo'","b'Fe de Ratas'",0.0,142.75873,9,105.108,4,"b'La suite m\xc3\xa1s barata'",0
859,"b'Lovesongs'","b'Bill Medley & Jennifer Warnes'",0.0,288.46975,6,108.709,4,"b"(I've Had) The Time Of My Life"",1987
860,"b'Winter Tracks'","b'Susan Egan'",0.0,179.40853,4,103.193,3,"b'The Most Wonderful Time of the Year'",0
861,"b'Albion Sunrise'","b'The Albion Band'",0.0,221.88363,2,106.209,4,"b'Mistletoe_ Mistletoe'",0
862,"b'This Is Me...Then'","b'Jennifer Lopez'",0.0,220.55138,11,95.648,4,"b'Still'",2002
863,"b'Club Evos'","b'Evan Olson'",0.0,178.52036,7,99.005,4,"b'Shoebox Blues'",2003
864,"b'Speak Squeak Creak'","b'Melt Banana'",0.0,42.34404,11,107.447,1,"b'Stick Out'",0
865,"b'The Complete Chess Masters (1950 - 1967)'","b'Little Walter'",0.0,289.54077,2,101.723,3,"b'Blue And Lonesome'",1990
866,"b'Your Love Broke Through'","b'Darlene Zschech'",0.0,244.37506,9,111.919,4,"b'How Majestic Is Thy Name (Psalm 8) (Your Love Broke Through Album Version)'",0
867,"b'Todos Los Hombres Son Iguales'","b'Objetivo Birmania'",0.0,167.1571,4,133.444,4,"b'Me Sacas De Quicio'",1985
868,"b'Jump / House Of Pain [Digital 45]'","b'Van Halen'",0.0,199.10485,4,200.52,4,"b'House Of Pain'",1983
869,"b'Suicaine Gratification'","b'Paul Westerberg'",0.0,190.30159,5,65.691,5,"b'Bookmark'",1999
870,"b'The Big One'","b'Daddy Freddy'",0.0,307.85261,11,123.725,4,"b'Pain Killa'",1994
871,"b'The Black-Out'","b'Speedball Baby'",0.0,212.11383,4,131.621,4,"b'Pimp Hand Strong'",0
872,"b'Release'","b'Sister Hazel'",0.0,231.36608,9,100.029,4,"b'Vacation Rain (Album)'",2010
873,"b'Radioactive Man'","b'Radioactive Man'",0.0,285.83138,1,90.069,5,"b'Major'",2001
874,"b'Cyprien'","b'Jean-Benoit Dunckel'",0.0,109.81832,0,126.441,4,"b'Waterfriends'",0
875,"b'The Real Thing Words & Sounds Vol 3 Deluxe Edition'","b'Jill Scott'",0.0,400.69179,7,124.665,4,"b'The Fact Is ( I Need You) - Live'",0
876,"b'Mach Dich bereit'","b'Luttenberger-Klug'",0.0,243.33016,0,134.01,4,"b'Erz\xc3\xa4hl mir von Shakespear'",2007
877,"b'Sarod Maestro'","b'Ustad Amjad Ali Khan'",0.0,1179.76771,3,163.495,4,"b'Rag Khamaj - Dhun In Vilambit Teental'",0
878,"b'Soundsystem'","b'311'",0.0,194.32444,6,147.43,4,"b'Eons'",1999
879,"b'Love Me Tomorrow'","b'True Colors'",0.0,192.80934,2,125.994,4,"b'Love On The Line'",0
880,"b'Thunder After Lightning- The Uncut Demos'","b'Downhere'",0.0,240.45669,10,210.318,3,"b'Not About Wings (Uncut Demo)'",0
881,"b'Parts 1-3'","b'Elevator To Hell'",0.0,134.45179,2,138.969,1,"b"Why I Didn't Like August 93 (Album)"",1996
882,"b'The Distillers'","b'The Distillers'",0.0,190.95465,8,140.823,3,"b'Ask The Angels'",2000
883,"b'Thinking Of You'","b'Kitaro'",0.0,382.51057,1,98.763,4,"b'Harmony Of The Forest'",1999
884,"b'Millie Jackson'","b'Millie Jackson'",0.0,152.65914,10,177.008,4,"b'Strange Things'",1989
885,"b'Ode To Joy'","b'The Deadly Snakes'",0.0,160.46975,2,134.439,3,"b'Burn Down The Valley'",2003
886,"b'Climax Featuring Sonny Geraci (Digitally Remastered)'","b'Climax'",0.0,198.94812,0,79.625,1,"b'Picnic In The Rain'",0
887,"b'Koolmotor'","b'Five Deez'",0.0,264.14975,1,94.988,4,"b'omni'",2001
888,"b'Nagah-mahdi - Opuscrits en quarante-huit rouleaux'","b'Sebkha-Chott'",0.0,119.84934,11,79.933,4,"b'Un autre chemin que la violence ?'",0
889,"b'One Night In Paris severin24 remix'","b'Nous Non Plus'",0.0,323.81342,9,120.002,4,"b'One Night In Paris - severin24 remix'",0
890,"b"Scarlet's Walk"","b'Tori Amos'",0.0,185.99138,10,119.688,5,"b'strange'",2002
891,"b'Freedom of Speech'","b'Phantom Band'",0.0,329.40363,4,124.732,4,"b'Gravity'",0
892,"b'No Es Nada Facil'","b'Lorenzo Antonio'",0.0,240.84853,4,85.576,5,"b'Somos'",0
893,"b'Keep An Eye On The Sky'","b'Big Star'",0.0,214.09914,4,122.548,4,"b"Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]"",0
894,"b'1980-82 Collected'","b'Ike Yard'",0.0,201.03791,10,143.356,1,"b'Night After Night'",2006
895,"b'Pure Bossa Nova'","b'Sergio Mendes / Bossa Rio'",0.0,173.76608,9,126.462,1,"b'O Amor Em Paz'",1997
896,"b'The Beat On The Street'","b'Surferosa'",0.0,61.93587,0,130.349,1,"b'Intro (The Beat On The Street)'",2008
897,"b'Human Interface'","b'Dokaka'",0.0,13.89669,4,50.194,1,"b'Lost In Galaxy'",2009
898,"b'Faltan Lunas'","b'Fey'",0.0,207.90812,0,120.962,4,"b'Me Has Vuelto Loca'",2006
899,"b'Back For More'","b'Natalia'",0.0,245.26322,5,84.013,1,"b'Risin'",0
900,"b'Motherland Africa'","b'Richie Spice'",0.0,227.91791,0,162.906,4,"b'Your Light Of This This World'",0
901,"b'Benny Goodman Sextet'","b'The Benny Goodman Sextet'",0.0,312.0322,10,183.857,4,"b'Between The Devil And The Deep Blue Sea'",0
902,"b'In the Attic of the Universe'","b'The Antlers'",0.0,107.98975,7,150.314,1,"b'The Carrying Arms'",2007
903,"b'Watching black'","b'Ecstasy Of St. Theresa'",0.0,323.44771,2,140.121,4,"b'Watching Black White Looking'",2006
904,"b'Tropical - Exitazos Eterno'","b'Banda La Bocana'",0.0,207.04608,10,106.689,4,"b'Vida De Mi Vida'",0
905,"b'Too Shy: The Best Of Kajagoogoo & Limahl'","b'Kajagoogoo'",0.0,194.82077,6,111.648,4,"b'Ooh To Be Ah (2004 Digital Remaster)'",0
906,"b'Route'","b'Mark Alexander Bromwich'",0.0,629.81179,8,145.263,1,"b'Polarisation'",0
907,"b'Momentum Shift'","b'Scariot'",0.0,317.54404,8,160.029,4,"b'Vast'",2007
908,"b'Gold Collection'","b'Lee "Scratch" Perry Featuring Bob Marley'",0.0,155.19302,9,104.772,1,"b'Four Hundred Years'",0
909,"b'Su Amigo'","b'Kinito M\xc3\xa9ndez'",0.0,279.7971,10,132.855,4,"b'El politico'",0
910,"b'Numbers With Wings'","b'The Bongos'",0.0,253.80526,4,102.516,7,"b'Sweet Blue Cage'",1992
911,"b'Innerside'","b'Lunascape'",0.0,233.87383,11,177.931,4,"b'Divine Filigree'",2008
912,"b'I Hate To Sing'","b'The Carla Bley Band'",0.0,237.16526,6,76.292,1,"b'Murder'",2005
913,"b'All The Hits Plus More'","b'Marmalade'",0.0,203.7024,4,122.371,4,"b'Wait For Me Mary-Ann'",1998
914,"b'Blues that Defy My Soul'","b'Dexter Romweber'",0.0,157.02159,7,133.727,4,"b'Blues That Defy My Soul'",0
915,"b'An Awakening'","b'Those Who Lie Beneath'",0.0,298.34404,11,104.384,4,"b'Frozen Feastings'",0
916,"b'Unnatural Causes'","b'Controlled Fusion'",0.0,362.52689,7,143.526,4,"b'Disregards'",1996
917,"b'Beyond The River'","b'George Hamilton IV'",0.0,323.16036,5,187.045,5,"b'Medley: Safe To The Rock / Hiding In Thee'",0
918,"b'Alligator Lips And Dirty Rice'","b'Jon Cleary'",0.0,206.70649,1,106.156,4,"b'Groove Me'",1994
919,"b'The Article'","b'Eastern Lane'",0.0,449.56689,9,130.667,1,"b'Desires Of Liars'",2005
920,"b'Sympathy For The Download 02'","b'Johnathan Rice'",0.0,320.31302,5,138.795,1,"b"My Mother's Son (Album Version)"",0
921,"b'Bigger Than America'","b'Heaven 17'",0.0,287.39873,7,133.057,4,"b'We Blame Love'",1996
922,"b'Live In Switzerland'","b'Eddie Boyd'",0.0,291.76118,2,110.14,3,"b'I got A Woman'",0
923,"b'The Remains Of False Starts'","b'The Motes'",0.0,164.85832,1,84.241,1,"b'The Lilt And Lore'",0
924,"b'Beneath The Shining Water'","b'Dare'",0.0,276.03546,6,90.936,4,"b'Where Darkness Ends'",0
925,"b'Live in Dresden'","b'Camouflage'",0.0,341.52444,11,84.019,5,"b'Dreaming'",0
926,"b'Arena'","b'Duran Duran'",0.0,372.1922,9,112.88,4,"b'Save A Prayer (Live) (2004 Digital Remaster)'",1984
927,"b'Baro'","b'Habib Koit\xc3\xa9'",0.0,338.78159,7,169.918,1,"b'Takamba'",2001
928,"b'The 2 in 1 Series'","b'Razorback'",0.0,212.34893,10,101.617,4,"b'Inflatable Love Thing'",0
929,"b'Caricatures'","b'Donald Byrd'",0.0,359.78404,11,123.445,4,"b'Wild Life'",0
930,"b'Take No Prisoners'","b'Hampton String Quartet_ The'",0.0,167.44444,0,41.65,4,"b'Custerd Pie'",2005
931,"b'King Of Rock'","b'RUN-DMC'",0.0,259.97016,1,99.948,4,"b"Jam-Master Jammin'"",1985
932,"b'Olgomonzio Aureolato'","b'The Genius'",0.0,474.04363,8,127.981,4,"b'Stench In The Mouth'",0
933,"b'Every Night'","b'Saturday Looks Good To Me'",0.0,193.72363,0,106.658,4,"b'Since You Stole My Heart (LP Version)'",2004
934,"b'Live EP'","b'The Wesley Willis Fiasco'",0.0,207.77751,7,107.604,4,"b'The Frogs'",1999
935,"b'#1s ... and then some'","b'Brooks & Dunn'",0.0,221.77914,9,120.374,4,"b'Rock My World'",1999
936,"b'Half Step ep'","b'Fish Go Deep'",0.0,331.15383,10,121.871,4,"b'Could Have Been #1'",2000
937,"b'Low Club (EP)'","b'Tita Lima'",0.0,241.47546,0,89.988,4,"b'Esquizofrevo'",2006
938,"b'Tretie Oko'","b'Elan'",0.0,221.88363,4,121.025,4,"b'Vyrieseny Problem'",0
939,"b'Marques Houston'","b'Marques Houston'",0.0,249.33832,8,100.005,4,"b'Tempted (Album Version)'",0
940,"b'My Rhythm'","b'KB'",0.0,312.05832,11,118.086,4,"b'One Day At A Time'",0
941,"b'New Orleans Piano Rolls'","b'Joe Krown'",0.0,207.69914,10,108.395,4,"b'Moore Women Shuffle'",0
942,"b'Hello Hurricane'","b'Switchfoot'",0.0,208.01261,11,94.945,4,"b'Mess Of Me (Album Version)'",2009
943,"b'The Soundtrack'","b'Justin Timberlake'",0.0,261.27628,1,86.964,4,"b"Love Don't Love Me (Justin Timberlake) (Amended Version)"",0
944,"b'Robert Shaw The 1971 Party Tape'","b'Robert Shaw'",0.0,98.82077,8,84.442,4,"b"Four O'Clock Blues"",0
945,"b'Friction Heat (1953-58)'","b'Bonnie Lou'",0.0,137.84771,10,87.073,4,"b'Little Miss Bobby Sox'",0
946,"b'Don & The Goodtimes'","b'Don & The Goodtimes'",0.0,136.25424,9,134.877,1,"b'I Hate to Hate You'",0
947,"b'Ready'","b'Trey Songz'",0.0,186.30485,7,120.081,4,"b'Neighbors Know My Name (Album Version)'",2009
948,"b'Romana'","b'Tosca'",0.0,167.70567,0,70.31,5,"b'Er Carrettiere A Vino'",0
949,"b'La Carica Dei Bisonti'","b'Bruno Castiglia e Ibisonti'",0.0,348.89098,2,123.895,4,"b"All Right Now (Va bene cosi')"",0
950,"b'Blood Ballads'","b'Tragedy Khadafi'",0.0,286.30159,4,88.187,4,"b'Its The Funk (feat. HAVOC AND LARGE PROFESSOR)'",0
951,"b'Silence'","b'Blindside'",0.0,215.30077,3,131.84,4,"b'Cute Boring Love (LP Version)'",2002
952,"b'Russ Morgan At Catalina (Digitally Remastered)'","b'Russ Morgan'",0.0,212.63628,7,116.587,4,"b'The Moon Was Yellow'",0
953,"b'Return Of The B-izer'","b'JT Money'",0.0,240.66567,4,46.799,4,"b"Why Cross 'Em (Feat. Nutt)"",0
954,"b'SubHuman (Bonus Tracks)'","b'Recoil'",0.0,428.64281,8,117.804,4,"b'Backslider'",0
955,"b"Lonesome_ On'ry And Mean - A Tribute To Waylon Jennings"","b'Carlene Carter'",0.0,203.7024,0,137.555,4,"b"I've Always Been Crazy"",2003
956,"b'Ni\xc3\xb1a Amada Mia'","b'Alejandro Fernandez'",0.0,206.62812,6,122.079,4,"b'Me Esta Matando Este Amor'",2003
957,"b'Achterbahn / Erstauflage'","b'Subzonic'",0.0,213.83791,2,142.048,4,"b'Kidz Vo Amerika'",2000
958,"b'Sax For Sex - Volume 2'","b'The Rainbow Orchestra'",0.0,109.21751,5,89.026,4,"b'Teddy Bear'",0
959,"b'Brighten the Corners (Nicene Creedence Ed.)'","b'Pavement'",0.0,170.21342,7,112.22,4,"b'Winner of the (radio session)'",0
960,"b'Annette'","b'Annette Funicello'",0.0,156.86485,0,112.761,4,"b"Don't Jump To Conclusions"",0
961,"b'Essential Blues'","b'Frankie Lee Sims'",0.0,157.33506,4,157.034,3,"b'Wine And Gin Bounce'",0
962,"b'Theatre of the damned'","b'Blitzkrieg'",0.0,335.04608,2,140.025,4,"b'Spirit Of The Legend'",0
963,"b'Come On Get Happy! The Very Best Of The Partridge Family'","b'The Partridge Family'",0.0,164.96281,7,121.81,4,"b'Sunshine'",1973
964,"b'Origin'","b'The Soundtrack Of Our Lives (TSOOL)'",0.0,379.402,11,141.269,4,"b'Transcendental Suicide'",0
965,"b'Of Pattern & Purpose'","b'Somadrone'",0.0,284.42077,11,116.118,3,"b'Of Patter and Purpose'",0
966,"b'Reborn'","b'Culture Kult\xc3\xbcr'",0.0,239.43791,7,125.067,4,"b'Time Wave'",2005
967,"b'Danzon-Son'","b'Orquesta America'",0.0,353.69751,5,110.326,4,"b'Boda de Oro'",1997
968,"b'Transcendence'","b'Crimson Glory'",0.0,418.19383,8,94.109,4,"b'In Dark Places (Album Version)'",1988
969,"b'Back To The Story'","b'The Idle Race'",0.0,213.91628,2,118.105,4,"b'Hurry Up John'",1969
970,"b'Images'","b'Jean Michel Jarre'",0.0,86.282,10,140.574,4,"b"L'Orchestre sous la pluie"",1982
971,"b'American Pie'","b'Just Luis'",0.0,322.84689,8,130.016,1,"b'You Need Me'",0
972,"b'Electronic Lounge 50 Deluxe'","b'Soda Inc.'",0.0,170.10893,6,214.015,4,"b'Play My Dub'",2004
973,"b"Single's Round-Up"","b'Holly Golightly'",0.0,215.37914,11,86.068,4,"b'My Own Sake'",1998
974,"b'Chase the Cat'","b'Too $hort featuring Trick Daddy_ Scarface & Daz'",0.0,227.97016,8,57.499,1,"b'I Luv'",2002
975,"b'Transmit Disrupt'","b'Hell Is For Heroes'",0.0,168.54159,2,90.321,4,"b'One Of Us'",2005
976,"b'Cub Country Live at Schubas 12/07/2004'","b'Cub Country'",0.0,308.87138,9,143.098,4,"b'Missed The Train'",2005
977,"b'The Colour Of Snow'","b'polarkreis 18'",0.0,313.23383,4,109.479,4,"b'River Loves The Ocean'",2008
978,"b'Back To The Point'","b'The Rapiers'",0.0,147.06893,0,119.309,1,"b'Lonesome Fella'",0
979,"b'60 Jahre Oscar Vol. 1'","b'The Golden Age Orchestra_ Paul Summer\xc2\xa0'",0.0,168.75057,0,133.471,4,"b'Over the Rainbow'",0
980,"b'Alert_ Aware_ Involved'","b'The Code'",0.0,196.20526,6,185.897,7,"b'How Could They'",0
981,"b'Big Echo'","b'The Morning Benders'",0.0,317.41342,5,192.489,3,"b'Excuses'",2010
982,"b"I'll Be Around (featuring The Spinners)"","b"Rappin' 4-Tay"",0.0,241.91955,11,107.275,4,"b"I'll Be Around"",1994
983,"b'Page By Page'","b'Yukihiro Takahashi'",0.0,246.07302,5,102.0,4,"b'My Favorite Hat'",0
984,"b'New Ground'","b'Mose Allison'",0.0,132.98893,8,98.296,3,"b'Scamper'",0
985,"b'Silly Sisters'","b'Maddy Prior & June Tabor'",0.0,130.61179,7,100.142,3,"b"Doffin' Mistress"",0
986,"b'88 Keys & Counting'","b'Grieves'",0.0,208.3522,5,116.265,4,"b'Lockdown'",2008
987,"b'Universe'","b'Sebastien Tellier'",0.0,141.7922,9,91.418,4,"b'Dixi'",2004
988,"b'Back Home Again'","b'Rhonda Vincent'",0.0,168.41098,4,166.234,3,"b'Where No Cabins Fall'",0
989,"b'Johnny Be Good'","b'Chambers Brothers'",0.0,138.94485,8,87.765,1,"b'Get On Up'",0
990,"b'Zip Style Method'","b'John Cooper Clarke'",0.0,198.47791,11,124.796,4,"b'I Travel In Biscuits'",1982
991,"b'Volume II'","b'The Two-Minute Miracles'",0.0,149.15873,7,66.828,4,"b'Slow Down (Porch Mix)'",0
992,"b'Pedro Infante'","b'Pedro Infante'",0.0,184.29342,9,60.847,4,"b'Oye Vale'",0
993,"b'Time To Time Versionen - The Remix Album'","b'Time To Time'",0.0,278.04689,2,144.832,4,"b'Omnibus'",0
994,"b'Opera Noir'","b'Stahlhammer'",0.0,236.32934,8,109.006,4,"b'La Paloma'",2006
995,"b'Noor Jehan Geet Aur Ghazlein'","b'Noor Jehan'",0.0,249.88689,6,116.546,5,"b'Kethun Labhye Aehojeya'",0
996,"b'Soft Focus'","b'Duplex'",0.0,239.72526,5,79.725,4,"b'Soft Focus'",0
997,"b'Greatest Hits'","b'Goldie Lookin Chain'",0.0,251.01016,5,114.471,4,"b'Soap Bar'",2003
998,"b'Soul'","b'Luck Mervil'",0.0,230.71302,2,85.122,4,"b"T'en va pas"",0
999,"b'Sinc\xc3\xa8rement'","b'Chiens De Paille'",0.0,206.18404,6,92.969,4,"b'Des ailes'",2004
1000,"b'The Hollywood Recordings'","b'Sa-ra Creative Partners'",0.0,157.17832,8,69.601,3,"b'And If'",0
1001,"b'Hardrock Gunter CD'","b'Hardrock Gunter'",0.0,161.61914,4,99.949,1,"b'Somebody Stole My Gal'",0
1002,"b'The Freed Man'","b'Sebadoh'",0.0,78.54975,1,203.851,3,"b"McKinley's Lament"",2007
1003,"b'The Public Execution of Mister Personality / Quasi Day Room: Live at the Moore Theatre'","b'Hamster Theatre'",0.0,286.69342,4,128.442,4,"b'Bean Dance'",0
1004,"b'Einer Nacht Gewesenes'","b'Adversus'",0.0,204.19873,9,100.339,4,"b'Dies ist offensichtlich'",2005
1005,"b'Ten Easy Pieces'","b'Jimmy Webb'",0.0,232.202,7,131.711,1,"b'All I Know'",1996
1006,"b'Get Stoked on It!'","b'The Wonder Years'",0.0,200.9073,8,194.741,4,"b'Dude_ What Is a Land Pirate?'",2007
1007,"b'Historia Y Tradicion- Llevame Contigo'","b'Intocable'",0.0,181.39383,10,100.158,3,"b'Te Est\xc3\xa1 Doliendo'",0
1008,"b'Hels Vite'","b'Thyrfing'",0.0,320.15628,2,165.993,4,"b'Griftefrid'",2008
1009,"b'Worlds Collide'","b'Apocalyptica'",0.0,273.08363,7,142.009,1,"b'Stroke'",2007
