id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
1444,b711838,a3882,Anonymous,Barbara McNair,2004,Anonymous,Bobby V.-Timbaland,2007
1445,b565592,a3882,Anonymous,Bobby / Timbaland,2007,Anonymous,Bobby V.-Timbaland,2007
1446,b388848,a3882,Anonymous,Bobby / Timbaland,2007,Anonymous,Bobby V.-Timbaland,2007
1447,b273332,a3882,Anonymous,Bobby Valentino / Timbaland,0,Anonymous,Bobby V.-Timbaland,2007
1448,b195362,a3883,The Way I Are,Timbaland / Keri Hilson / D.O.E. / Sebastian,2007,The Way I Are,Timbaland-Keri Hilson,2007
1449,b304495,a3883,The Way I Are,Timbaland / Keri Hilson / D.O.E.,2007,The Way I Are,Timbaland-Keri Hilson,2007
1450,b643792,a3883,The Way I Are,Timbaland vs. Nephew / Keri Hilson / D.O.E.,2007,The Way I Are,Timbaland-Keri Hilson,2007
1451,b257828,a3884,Ayo Technology,50 Cent / Justin Timberlake / Timbaland,2007,Ayo Technology,50 Cent-Justin Timberlake-Timbaland,2007
1452,b362713,a3885,Scream,Tunsi,0,Scream,Timbaland-Keri Hilson-Nicole Scherzinger,2008
1453,b536877,a3885,Scream,Timbaland / Keri Hilson / Nicole Scherzinger,2008,Scream,Timbaland-Keri Hilson-Nicole Scherzinger,2008
1454,b231462,a3894,This Picture,Player & Remady,0,This Picture,Placebo,2003
1455,b695402,a3897,Twenty Years,Permanent Me,2007,Twenty Years,Placebo,2004
1456,b223151,a3900,Keep On Keeping On,Tone Damli Aaberge,2005,Keep On Keeping On,Travie McCoy-Brendon Urie,2014
1457,b64784,a3900,Keep On Keepin' On,The Four Horsemen,1996,Keep On Keeping On,Travie McCoy-Brendon Urie,2014
1458,b785529,a3902,Golden,Turquoise,0,Golden,Travie McCoy-Sia,2015
1459,b696674,a3902,Golden,Tommy Makem & Liam Clancy,0,Golden,Travie McCoy-Sia,2015
1460,b82399,a3902,Golden,Thunderball,0,Golden,Travie McCoy-Sia,2015
1461,b324367,a3902,Golden,Tony Lionni,0,Golden,Travie McCoy-Sia,2015
1462,b475415,a3903,Only You,The Watson Twins,2008,Only You,Train,2010
1463,b120916,a3903,Only You,Tigertailz,2007,Only You,Train,2010
1464,b141620,a3903,Only You,Tony Williams,0,Only You,Train,2010
1465,b2401,a3903,Only You,The Flying Pickets,1984,Only You,Train,2010
1466,b326205,a3903,Only You,The Platters,1956,Only You,Train,2010
1467,b428853,a3903,Only You,The Platters,1956,Only You,Train,2010
1468,b19811,a3903,Only You,The Platters,1956,Only You,Train,2010
1469,b20348,a3903,Only You,Teddy Pendergrass,1978,Only You,Train,2010
1470,b26787,a3905,If It's Love,Train,2009,If It's Love,Train,2010
1471,b475415,a3907,Only You,The Watson Twins,2008,Only You,Train,2010
1472,b120916,a3907,Only You,Tigertailz,2007,Only You,Train,2010
1473,b141620,a3907,Only You,Tony Williams,0,Only You,Train,2010
1474,b2401,a3907,Only You,The Flying Pickets,1984,Only You,Train,2010
1475,b326205,a3907,Only You,The Platters,1956,Only You,Train,2010
1476,b428853,a3907,Only You,The Platters,1956,Only You,Train,2010
1477,b19811,a3907,Only You,The Platters,1956,Only You,Train,2010
1478,b20348,a3907,Only You,Teddy Pendergrass,1978,Only You,Train,2010
1479,b728830,a3912,This Is Not Real Love,George Michael feat. Mutya,2006,This Is Not Real Love,George Michael,2006
1480,b369436,a3913,True Faith,Ghoti Hook,1998,True Faith,George Michael,2011
1481,b660653,a3914,White Light,Gene Clark,1971,White Light,George Michael,2012
1482,b513990,a3914,White Light,Gorillaz,2005,White Light,George Michael,2012
1483,b495095,a3914,White Light,Gorillaz,2005,White Light,George Michael,2012
1484,b70464,a3921,Crystal,New Order,2001,Crystal,New Order,2001
1485,b81129,a3923,Someone Like You,New London Fire,2006,Someone Like You,New Order,2001
1486,b33340,a3924,One Chance,Modest Mouse,2004,One More Chance,Michael Jackson,2003
1487,b724016,a3924,One More Chance,Michael Jackson,2003,One More Chance,Michael Jackson,2003
1488,b806280,a3924,One More Chance,Michael Jackson,2003,One More Chance,Michael Jackson,2003
1489,b111753,a3924,One More Chance,Mass Production,0,One More Chance,Michael Jackson,2003
1490,b308455,a3924,One More Chance,Michael Jackson,2003,One More Chance,Michael Jackson,2003
1491,b403882,a3924,One More Chance,Michael Jackson,2003,One More Chance,Michael Jackson,2003
1492,b596766,a3924,One More Chance,Michael Jackson,2003,One More Chance,Michael Jackson,2003
1493,b44954,a3924,One Chance,M.T.O.,0,One More Chance,Michael Jackson,2003
1494,b507884,a3924,One More Chance,Michael Jackson,2003,One More Chance,Michael Jackson,2003
1495,b820889,a3928,Let Me Kiss You,Morrissey,2004,Let Me Kiss You,Morrissey,2004
1496,b270705,a3931,Paralyze,Tila Tequila,0,Paralyze,Tila Tequila,2008
1497,b805461,a3935,Heaven Bound,The Oak Ridge Boys,0,Heaven Bound,TIJUANA-Blair Dollery,2013
1498,b324450,a3946,Leave Me Be,The Zombies,1964,Leave Me Be,The Zombies,1964
1499,b517187,a3946,Leave Me Be,The Shirrows,0,Leave Me Be,The Zombies,1964
1500,b521651,a3946,Leave Me Be,The Shirrows,0,Leave Me Be,The Zombies,1964
1501,b458435,a3947,Tell Her No,The Zombies,0,Tell Her No,The Zombies,1965
1502,b150334,a3947,Tell Her No,The Zombies,1965,Tell Her No,The Zombies,1965
1503,b332975,a3947,Tell Her No,The Zombies,1965,Tell Her No,The Zombies,1965
1504,b135153,a3948,Whenever You're Ready,The Zombies,1965,Whenever You're Ready,The Zombies,1965
1505,b392253,a3949,She's Coming Home,The Zombies,1974,She's Coming Home,The Zombies,1965
1506,b284613,a3950,Indication,The Zombies,0,Indication,The Zombies,1966
1507,b262559,a4005,Commando,Vanessa Paradis,2000,Commando,Vanessa Paradis,2000
1508,b37790,a4011,Un-Break My Heart,Toni Braxton,1996,Un-Break My Heart,Toni Braxton,1996
1509,b615963,a4011,Un-Break My Heart,Toni Braxton,1996,Un-Break My Heart,Toni Braxton,1996
1510,b133237,a4011,Un-Break My Heart,Toni Braxton,1996,Un-Break My Heart,Toni Braxton,1996
1511,b748193,a4011,Un-Break My Heart,Toni Braxton,1996,Un-Break My Heart,Toni Braxton,1996
1512,b654402,a4011,Un-Break My Heart,Toni Braxton,1996,Un-Break My Heart,Toni Braxton,1996
1513,b436492,a4013,I Don't Want To,Toni Braxton,1996,I Don't Want To,Toni Braxton,1996
1514,b265829,a4013,I Don't Want To,Toni Braxton,1996,I Don't Want To,Toni Braxton,1996
1515,b512691,a4015,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1516,b488503,a4015,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1517,b632699,a4015,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1518,b10472,a4015,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1519,b739849,a4015,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1520,b381193,a4016,Spanish Guitar,Toni Braxton,2000,Spanish Guitar,Toni Braxton,2000
1521,b574223,a4016,Spanish Guitar,Toni Braxton,2000,Spanish Guitar,Toni Braxton,2000
1522,b9710,a4016,Spanish Guitar,Toni Braxton,2000,Spanish Guitar,Toni Braxton,2000
1523,b559216,a4016,Spanish Guitar,Toni Braxton,2000,Spanish Guitar,Toni Braxton,2000
1524,b117418,a4016,Spanish Guitar,Toni Braxton,2000,Spanish Guitar,Toni Braxton,2000
1525,b274920,a4017,Girl Talk,The Donnas,2007,Girl Talk,TLC,2002
1526,b214038,a4017,Girl Talk,The Oscar Peterson Trio,0,Girl Talk,TLC,2002
1527,b431977,a4017,Girl Talk,TLC,2002,Girl Talk,TLC,2002
1528,b83452,a4024,Morning After Dark,Timbaland / Nelly Furtado / Soshy,0,Morning After Dark,Timbaland-Nelly Furtado-SoShy,2009
1529,b181936,a4024,Morning After Dark,Timbaland,0,Morning After Dark,Timbaland-Nelly Furtado-SoShy,2009
1530,b648992,a4025,If We Ever Meet Again,Timbaland / Katy Perry,2010,If We Ever Meet Again,Timbaland-Katy Perry,2010
1531,b110950,a4025,If We Ever Meet Again,Timbaland / Katy Perry,2010,If We Ever Meet Again,Timbaland-Katy Perry,2010
1532,b661729,a4030,I'll Be Your Baby Tonight,Rita Coolidge,1972,I’ll Be Your Baby Tonight,Robert Palmer-UB40,1990
1533,b23962,a4030,I'll Be Your Baby Tonight,Robert Palmer Featuring UB40,1990,I’ll Be Your Baby Tonight,Robert Palmer-UB40,1990
1534,b361753,a4035,Running Up That Hill,Placebo,2003,Running Up That Hill,Placebo,2006
1535,b28467,a4036,Drive By,Tommy Wright III,0,Drive By,Train,2012
1536,b685584,a4040,Mermaid,The Imagined Village,2010,Mermaid,Train,2012
1537,b131844,a4098,Just Out Of Reach,The Zombies,0,Just Out of Reach,The Zombies,1966
1538,b254020,a4098,Just Out Of Reach,Tommy McLain,0,Just Out of Reach,The Zombies,1966
1539,b371991,a4098,Just Out of Reach,The Zombies,1965,Just Out of Reach,The Zombies,1966
1540,b334391,a4099,Goin' Out Of My Head,The 5th Dimension,2001,Goin' Out of My Head,The Zombies,1967
1541,b549553,a4102,Time of the Season,The Zombies,1968,Time of the Season,The Zombies,1989
1542,b337414,a4102,Time of the Season,The Zombies,0,Time of the Season,The Zombies,1989
1543,b126403,a4102,Time of the Season,The Zombies,1968,Time of the Season,The Zombies,1989
1544,b616909,a4138,Gimme Gimme Gimme,SINERGY,0,Gimme Gimme,Shihad,1995
1545,b750220,a4151,Love Song,Vashti Bunyan,1966,Love Song,Vanessa Paradis,2013
1546,b363991,a4151,Love Song,Vixen,2006,Love Song,Vanessa Paradis,2013
1547,b512691,a4152,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1548,b488503,a4152,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1549,b632699,a4152,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1550,b10472,a4152,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1551,b739849,a4152,He Wasn't Man Enough,Toni Braxton,2000,He Wasn't Man Enough,Toni Braxton,2000
1552,b749777,a4153,Hit The Freeway,Toni Braxton,2002,Hit the Freeway,Toni Braxton,2002
1553,b611194,a4153,Hit The Freeway,Toni Braxton,2002,Hit the Freeway,Toni Braxton,2002
1554,b300260,a4153,Hit The Freeway,Toni Braxton Featuring Loon,2002,Hit the Freeway,Toni Braxton,2002
1555,b751533,a4154,Please,Tom McRae,2010,Please,Toni Braxton,2005
1556,b804118,a4154,Please,The Bolshoi,1987,Please,Toni Braxton,2005
1557,b178808,a4154,Please,Tristan Prettyman,2005,Please,Toni Braxton,2005
1558,b93970,a4154,Please,Tyrone Davis,0,Please,Toni Braxton,2005
1559,b133389,a4155,Yesterday,The Spectacular Fantastic,0,Yesterday,Toni Braxton,2010
1560,b759845,a4155,Yesterday,The Supremes,1966,Yesterday,Toni Braxton,2010
1561,b658137,a4155,Yesterday,The Jazz Masters,0,Yesterday,Toni Braxton,2010
1562,b667508,a4155,Yesterday,Telepopmusik,2001,Yesterday,Toni Braxton,2010
1563,b732736,a4155,Yesterday,Terrance Simien,0,Yesterday,Toni Braxton,2010
1564,b706569,a4155,Yesterday,Thick As Blood,0,Yesterday,Toni Braxton,2010
1565,b489344,a4155,Yesterday,The Lullaby Orchestra,0,Yesterday,Toni Braxton,2010
1566,b722910,a4155,Yesterday,The Bar-Kays,1969,Yesterday,Toni Braxton,2010
1567,b382981,a4155,Yesterday,The Murmaids,0,Yesterday,Toni Braxton,2010
1568,b707780,a4165,One in Ten,808 State,1992,One in Ten,808 State-UB40,1992
1569,b91365,a4166,For What It's Worth,Paul Brown,0,For What It’s Worth,Placebo,2009
1570,b487573,a4167,The Never-Ending Why,Placebo,2009,The Never-Ending Why,Placebo,2009
1571,b512512,a4167,The Never-Ending Why,Placebo,2009,The Never-Ending Why,Placebo,2009
1572,b373649,a4167,The Never-Ending Why,Placebo,2009,The Never-Ending Why,Placebo,2009
1573,b420866,a4168,Ashtray Heart,Placebo,2009,Ashtray Heart,Placebo,2009
1574,b395652,a4169,Bright Lights,Placebo,2009,Bright Lights,Placebo,2010
1575,b475630,a4169,Bright Lights,Pete And The Pirates,0,Bright Lights,Placebo,2010
1576,b46621,a4180,That's How People Grow Up,Morrissey,2008,That's How People Grow Up,Morrissey,2008
1577,b743655,a4180,That's How People Grow Up,Morrissey,2008,That's How People Grow Up,Morrissey,2008
1578,b88513,a4181,All You Need Is Me,Morrissey,2008,All You Need Is Me,Morrissey,2008
1579,b49893,a4193,Sweet Little Mystery,Wet Wet Wet,1987,Sweet Little Mystery,Wet Wet Wet,1988
1580,b791759,a4193,Sweet Little Mystery,Wet Wet Wet,1987,Sweet Little Mystery,Wet Wet Wet,1988
1581,b595023,a4194,If I Let You Go,Westlife,1999,If I Let You Go,Westlife,1999
1582,b764267,a4205,Du hast mein Herz gebrochen,Yvonne Catterfeld,2004,Du hast mein Herz gebrochen,Yvonne Catterfeld,2004
1583,b194793,a4205,Du hast mein Herz gebrochen,Yvonne Catterfeld,2004,Du hast mein Herz gebrochen,Yvonne Catterfeld,2004
1584,b245272,a4205,Du hast mein Herz gebrochen,Yvonne Catterfeld,2004,Du hast mein Herz gebrochen,Yvonne Catterfeld,2004
1585,b551672,a4206,Glaub an mich,Yvonne Catterfeld,2005,Glaub an mich,Yvonne Catterfeld,2005
1586,b636429,a4206,Glaub an mich,Yvonne Catterfeld,2005,Glaub an mich,Yvonne Catterfeld,2005
1587,b314999,a4206,Glaub an mich,Yvonne Catterfeld,2005,Glaub an mich,Yvonne Catterfeld,2005
1588,b775934,a4207,Eine Welt ohne dich,Yvonne Catterfeld,2005,Eine Welt ohne Dich,Yvonne Catterfeld,2005
1589,b422816,a4214,Hometown Glory,Adele,2007,Hometown Glory,Adele,2007
1590,b52156,a4214,Hometown Glory ,Adele,2007,Hometown Glory,Adele,2007
1591,b720952,a4219,Yesterday,Andy Williams,0,Yesterday,Adam Levine-Tony Lucca,2012
1592,b438409,a4219,Yesterday,Alfred Hause Karaoke Party Combo,0,Yesterday,Adam Levine-Tony Lucca,2012
1593,b766176,a4219,Yesterday,Andy Williams,0,Yesterday,Adam Levine-Tony Lucca,2012
1594,b100042,a4219,Yesterday,Ace Cannon,0,Yesterday,Adam Levine-Tony Lucca,2012
1595,b274177,a4219,Yesterday,Ace Cannon,0,Yesterday,Adam Levine-Tony Lucca,2012
1596,b764102,a4219,Yesterday,Arthur Fiedler,0,Yesterday,Adam Levine-Tony Lucca,2012
1597,b331146,a4219,Yesterday,Ace Troubleshooter,2000,Yesterday,Adam Levine-Tony Lucca,2012
1598,b60679,a4219,Yesterday,Aaron Neville,0,Yesterday,Adam Levine-Tony Lucca,2012
1599,b320916,a4279,My Mind's Sedate,Shihad,1999,My Mind's Sedate,Shihad,1999
1600,b345066,a4289,Bounce,Puppetmastaz,0,Bounce,Placebo,2016
1601,b185727,a4289,Bounce,Phunk Junkeez,0,Bounce,Placebo,2016
1602,b122591,a4291,Glamorous Glue,Morrissey,1992,Glamorous Glue,Morrissey,2011
1603,b377116,a4299,TiK ToK,Ke$ha,2009,TiK ToK,Ke$ha,2009
1604,b490230,a4299,TiK ToK,Ke$ha,2009,TiK ToK,Ke$ha,2009
1605,b395383,a4299,TiK ToK,Ke$ha,2009,TiK ToK,Ke$ha,2009
1606,b617652,a4299,TiK ToK,Ke$ha,2009,TiK ToK,Ke$ha,2009
1607,b645750,a4309,Temptation,Wet Wet Wet,1987,Temptation,Wet Wet Wet,1988
1608,b783541,a4309,Temptation,Walter Trout,1997,Temptation,Wet Wet Wet,1988
1609,b415349,a4310,Put The Light On,Wet Wet Wet,1991,Put the Light On,Wet Wet Wet,1991
1610,b508,a4311,Love Is All Around,Wet Wet Wet,1994,Love Is All Around,Wet Wet Wet,1994
1611,b500721,a4311,Love Is All Around,Wet Wet Wet,1994,Love Is All Around,Wet Wet Wet,1994
1612,b749484,a4311,Love Is All Around,Wet Wet Wet,1994,Love Is All Around,Wet Wet Wet,1994
1613,b456922,a4311,Love Is All Around,Wet Wet Wet,1994,Love Is All Around,Wet Wet Wet,1994
1614,b515079,a4311,Love Is All Around,Wet Wet Wet,1994,Love Is All Around,Wet Wet Wet,1994
1615,b717787,a4315,Flying Without Wings,Westlife,1999,Flying Without Wings,Westlife,1999
1616,b507100,a4315,Flying Without Wings,Westlife,1999,Flying Without Wings,Westlife,1999
1617,b194628,a4317,My Love,Whitecross,0,My Love,Westlife,2000
1618,b460930,a4317,My Love,Warren Hill,0,My Love,Westlife,2000
1619,b194707,a4317,My Love,Westlife,2000,My Love,Westlife,2000
1620,b679415,a4317,My Love,Whateverland,0,My Love,Westlife,2000
1621,b626518,a4317,My Love,Westlife,2000,My Love,Westlife,2000
1622,b749629,a4318,Uptown Girl,Westlife,2001,Uptown Girl,Westlife,2001
1623,b699207,a4319,When You're Looking Like That,Westlife,2000,When You're Looking Like That,Westlife,2001
1624,b471517,a4319,When You're Looking Like That,Westlife,2000,When You're Looking Like That,Westlife,2001
1625,b537890,a4323,Chasing Pavements,Adele,2008,Chasing Pavements,Adele,2008
1626,b41304,a4324,Cold Shoulder,Adele,2008,Cold Shoulder,Adele,2008
1627,b544406,a4324,Cold Shoulder,Amy Ray,2008,Cold Shoulder,Adele,2008
1628,b127991,a4355,Use Me,Aaron Neville,1995,Use Me,Aaron Neville,1996
1629,b248252,a4393,Come Back Darling,UB40,1998,Come Back Darling,UB40,1998
1630,b53541,a4395,The Train Is Coming,UB40,1998,The Train Is Coming,UB40,1998
1631,b684647,a4401,Wicked Game,Comfort Fit,2009,Wicked Game,Chris Isaak,1990
1632,b778307,a4406,Stronger Than Me,Amy Winehouse,2003,Stronger Than Me,Amy Winehouse,2003
1633,b509518,a4406,Stronger Than Me,Amy Winehouse,2003,Stronger Than Me,Amy Winehouse,2003
1634,b242356,a4406,Stronger Than Me,Amy Winehouse,2003,Stronger Than Me,Amy Winehouse,2003
1635,b472053,a4406,Stronger Than Me,Amy Winehouse,2003,Stronger Than Me,Amy Winehouse,2003
1636,b768119,a4432,Turn It On,The Beat Poets,0,Turn It On,The Flaming Lips,1995
1637,b477054,a4433,Bad Days,Timo Maas,2001,Bad Days,The Flaming Lips,1995
1638,b510489,a4433,Bad Days,Timo Maas,2001,Bad Days,The Flaming Lips,1995
1639,b108997,a4437,Jumping Someone Else's Train,The Cure,1979,Jumping Someone Else’s Train,The Cure,1979
1640,b625939,a4438,A Forest,The Cure,1980,A Forest,The Cure,1980
1641,b501993,a4439,Primary,The Cure,1981,Primary,The Cure,1981
1642,b515314,a4439,Primary,The Cure,1981,Primary,The Cure,1981
1643,b791978,a4439,Primary,The Cure,1981,Primary,The Cure,1981
1644,b91754,a4439,Primary,The Cure,1981,Primary,The Cure,1981
1645,b137027,a4441,Dirty Pictures,The Radio Stars,1977,Dirty Picture,Taio Cruz-Ke$ha,2010
1646,b362922,a4441,Dirty Picture,Taio Cruz / Ke$ha / Scorcher,2010,Dirty Picture,Taio Cruz-Ke$ha,2010
1647,b313868,a4441,Dirty Picture,Taio Cruz / Ke$ha,2010,Dirty Picture,Taio Cruz-Ke$ha,2010
1648,b527985,a4443,Your Love Is My Drug,Ke$ha,2010,Your Love Is My Drug,Ke$ha,2010
1649,b54573,a4446,Jealous Girls,Gossip,2004,Jealous Girls,Gossip,2007
1650,b140453,a4446,Jealous Girls,Gossip,2004,Jealous Girls,Gossip,2007
1651,b741882,a4447,Yr Mangled Heart,Gossip,2006,Yr Mangled Heart,Gossip,2007
1652,b541574,a4447,Yr Mangled Heart,Gossip,2006,Yr Mangled Heart,Gossip,2007
1653,b472223,a4447,Yr Mangled Heart,Gossip,2006,Yr Mangled Heart,Gossip,2007
1654,b630175,a4447,Yr Mangled Heart,Gossip,2006,Yr Mangled Heart,Gossip,2007
1655,b727171,a4463,Bop Bop Baby,Westlife,2001,Bop Bop Baby,Westlife,2002
1656,b490200,a4463,Bop Bop Baby,Westlife,2001,Bop Bop Baby,Westlife,2002
1657,b481921,a4464,World Of Our Own,Westlife,2000,World of Our Own,Westlife,2002
1658,b246425,a4465,Hey Whatever,Westlife,2003,Hey Whatever,Westlife,2003
1659,b526650,a4467,Amazing,Westlife,2005,Amazing,Westlife,2006
1660,b56114,a4472,Hello,Angel J.Hansson,0,Hello,Adele,2015
1661,b68475,a4472,Hello,AC Slater,2009,Hello,Adele,2015
1662,b521250,a4472,Hello Hello,Abrar - Ul - Haq,0,Hello,Adele,2015
1663,b517108,a4472,Hello Hello,Abrar - Ul - Haq,0,Hello,Adele,2015
1664,b794665,a4509,Light My Fire,UB40,2000,Light My Fire,UB40,2000
1665,b20984,a4534,I Told You So,Carrie Underwood,2007,I Told You So,Carrie Underwood-Randy Travis,2009
1666,b677522,a4534,I Told You So,Carcass,0,I Told You So,Carrie Underwood-Randy Travis,2009
1667,b133034,a4536,Cowboy Casanova,Carrie Underwood,2009,Cowboy Casanova,Carrie Underwood,2009
1668,b235654,a4538,Good Girl,Chico,0,Good Girl,Carrie Underwood,2012
1669,b467979,a4546,Rehab,Amy Winehouse,2006,Rehab,Amy Winehouse,2006
1670,b626133,a4546,Rehab,Amy Winehouse,2006,Rehab,Amy Winehouse,2006
1671,b318826,a4546,Rehab,Amy Winehouse,2006,Rehab,Amy Winehouse,2006
1672,b602259,a4546,Rehab,ARA vs Amy W,0,Rehab,Amy Winehouse,2006
1673,b100717,a4546,Rehab,Amy Winehouse,2006,Rehab,Amy Winehouse,2006
1674,b644771,a4546,Rehab,Amy Winehouse,2006,Rehab,Amy Winehouse,2006
1675,b68827,a4547,A Woman's Worth,Alicia Keys,2001,A Woman's Worth,Alicia Keys,2002
1676,b213333,a4549,Girlfriend,Avril Lavigne,2007,Girlfriend,Alicia Keys,2002
1677,b623187,a4549,Girlfriend,Amil,2000,Girlfriend,Alicia Keys,2002
1678,b441232,a4549,Girlfriend,Ashanti,2008,Girlfriend,Alicia Keys,2002
1679,b623837,a4549,Girlfriend,Avril Lavigne,2007,Girlfriend,Alicia Keys,2002
1680,b245301,a4549,Girlfriend,Amil,2000,Girlfriend,Alicia Keys,2002
1681,b93838,a4549,Girlfriend,Avril Lavigne featuring Lil Mama,2007,Girlfriend,Alicia Keys,2002
1682,b143145,a4549,Girlfriend,Avril Lavigne featuring Lil Mama,2007,Girlfriend,Alicia Keys,2002
1683,b354522,a4550,You Don't Know My Name,Alicia Keys,2003,You Don't Know My Name,Alicia Keys,2003
1684,b686317,a4550,You Don't Know My Name,Alicia Keys,2003,You Don't Know My Name,Alicia Keys,2003
1685,b362009,a4551,If I Ain't Got You,Alicia Keys,2003,If I Ain’t Got You,Alicia Keys,2004
1686,b412467,a4551,If I Ain't Got You,Alicia Keys,2003,If I Ain’t Got You,Alicia Keys,2004
1687,b297785,a4551,If I Ain't Got You,Alicia Keys,2003,If I Ain’t Got You,Alicia Keys,2004
1688,b700950,a4551,If I Ain't Got You,Alicia Keys,2003,If I Ain’t Got You,Alicia Keys,2004
1689,b497220,a4551,If I Ain't Got You,Alicia Keys,2003,If I Ain’t Got You,Alicia Keys,2004
1690,b514397,a4551,If I Ain't Got You,Alicia Keys,2003,If I Ain’t Got You,Alicia Keys,2004
1691,b130081,a4551,If I Ain't Got You,Alicia Keys,2003,If I Ain’t Got You,Alicia Keys,2004
1692,b725193,a4600,Ooops,808 State,1991,Ooops,808 State-Björk,1991
1693,b456542,a4621,Charlotte Sometimes,The Cure,1981,Charlotte Sometimes,The Cure,1981
1694,b146775,a4627,Blow,Keoki,1997,Blow,Ke$ha,2010
1695,b237596,a4627,Blow,Keoki,1997,Blow,Ke$ha,2010
1696,b470195,a4630,Perfect World,Gloria Gaynor,1998,Perfect World,Gossip,2012
1697,b26868,a4636,More Than Love,Wet Wet Wet,1991,More Than Love,Wet Wet Wet,—
1698,b396949,a4637,Morning,Wet Wet Wet,1995,Morning,Wet Wet Wet,—
1699,b69250,a4638,Sweet Surrender,Wet Wet Wet,1989,Sweet Surrender,Wet Wet Wet,—
1700,b411350,a4639,When You Tell Me That You Love Me,Westlife with Diana Ross,2005,When You Tell Me That You Love Me,Westlife-Diana Ross,2006
1701,b137780,a4640,Home,Will Downing,2002,Home,Westlife,2007
1702,b531269,a4640,Home,Westlife,2003,Home,Westlife,2007
1703,b67367,a4640,Home,Wax,0,Home,Westlife,2007
1704,b550393,a4640,Home,Will Young,2005,Home,Westlife,2007
1705,b173041,a4640,Home,Wah!,0,Home,Westlife,2007
1706,b475183,a4640,Home,Working For A Nuclear Free City,2006,Home,Westlife,2007
1707,b570163,a4642,Fool Again,Westlife,1999,Fool Again,Westlife,—
1708,b464665,a4642,Fool Again,Westlife,1999,Fool Again,Westlife,—
1709,b1754,a4653,Nineteen Hundred and Eighty-Five,The Golden Dogs,2006,Nineteen Hundred and Eighty Five,Timo Maas-James Teej,2016
1710,b586210,a4680,Thanks For Saving My Life,Billy Paul,0,Thanks for Saving My Life,Billy Paul,1974
1711,b8664,a4682,Let Me Down Easy,Chairmen Of The Board,0,Let Me Down Easy,Chris Isaak,2002
1712,b590799,a4682,Let Me Down Easy,Cristy Lane,0,Let Me Down Easy,Chris Isaak,2002
1713,b593006,a4682,Let Me Down Easy,Chairmen Of The Board,0,Let Me Down Easy,Chris Isaak,2002
1714,b102498,a4682,Let Me Down Easy,Chairmen Of The Board,0,Let Me Down Easy,Chris Isaak,2002
1715,b414176,a4682,Let Me Down Easy,Cornelius Brothers & Sister Rose,1972,Let Me Down Easy,Chris Isaak,2002
1716,b607466,a4683,I Will Get On,Annie,0,I Will Get On,Annie,2002
1717,b76753,a4683,I Will Get On,Annie,0,I Will Get On,Annie,2002
1718,b398875,a4683,I Will Get On,Annie,0,I Will Get On,Annie,2002
1719,b782458,a4686,Heartbeat,A.R.E. Weapons,2007,Heartbeat,Annie,2005
1720,b811138,a4686,Heartbeat,Adrian Belew,1990,Heartbeat,Annie,2005
1721,b49387,a4686,Heartbeat,Accuface,0,Heartbeat,Annie,2005
1722,b166534,a4686,Heartbeat,Annie,2006,Heartbeat,Annie,2005
1723,b238246,a4686,Heartbeat,Alvin Stardust,1987,Heartbeat,Annie,2005
1724,b341828,a4687,Crush,Amerie,2007,Crush,Annie,2006
1725,b164401,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1726,b83909,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1727,b405549,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1728,b380325,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1729,b414871,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1730,b43063,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1731,b48495,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1732,b126877,a4688,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
1733,b393713,a4704,Last Call,Brazilian Girls,2006,Last Call,Ben Gi-E.D.N.A.,2014
1734,b433831,a4704,Last Call,Brazilian Girls / Carl Craig,2006,Last Call,Ben Gi-E.D.N.A.,2014
