id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
6514,b792216,a8245,Never Let You Go,Third Eye Blind,1999,Never Let Me Go,The Human League,2010
6515,b543428,a8245,Never Let Me Down,The Ineffable Orchestra / Irmin H\xc3\xbctter,0,Never Let Me Go,The Human League,2010
6516,b397095,a8245,Never Let Me Go,The Uniques,0,Never Let Me Go,The Human League,2010
6517,b550731,a8245,Never Let You Go,The Five Discs,1994,Never Let Me Go,The Human League,2010
6518,b279348,a8245,Never Let Go,The Varukers,1984,Never Let Me Go,The Human League,2010
6519,b707441,a8245,Never Let You Go,The Disco Boys,2008,Never Let Me Go,The Human League,2010
6520,b448795,a8245,Never Let Me Go,The Impressions,1963,Never Let Me Go,The Human League,2010
6521,b560869,a8246,Sky,The Dead C,1990,Sky,The Human League,2011
6522,b420212,a8246,Sky,The Dead C.,1990,Sky,The Human League,2011
6523,b47786,a8249,Twist,Wild Strawberries,2000,Twist,W&W-Mark Sixma,2011
6524,b812280,a8255,WIth All My Might,Sparks,1984,With All My Might,Sparks,1984
6525,b84362,a8257,When Do I get to Sing "My Way,Sparks,1994,When Do I Get to Sing “My Way”,Sparks,1994
6526,b440528,a8260,All Over the World,Shabaam Sahdeeq & DJ Revolution,0,Jumping All Over the World,Scooter,2008
6527,b575007,a8260,Jumping All Over The World,Scooter,0,Jumping All Over the World,Scooter,2008
6528,b412707,a8260,All Over the World,Shabaam Sahdeeq & DJ Revolution,0,Jumping All Over the World,Scooter,2008
6529,b31396,a8261,I'm Lonely,Scooter,0,I'm Lonely,Scooter,2008
6530,b478767,a8262,Jump That Rock (Whatever You Want),Scooter vs Status Quo,0,Jump That Rock (Whatever You Want),Scooter-Status Quo,2008
6531,b164237,a8262,Jump That Rock (Whatever You Want),Scooter vs Status Quo,0,Jump That Rock (Whatever You Want),Scooter-Status Quo,2008
6532,b358180,a8266,Coming Alive,Chimaira,2009,Come Alive,Chromeo-Toro y Moi,2014
6533,b783064,a8266,Come Alive,C-Mon,0,Come Alive,Chromeo-Toro y Moi,2014
6534,b109168,a8266,Come Alive,Calabrese,2003,Come Alive,Chromeo-Toro y Moi,2014
6535,b653414,a8270,Voyage,Yahel & Eyal Barkan,2000,Voyage,Yahel-Eyal Barkan,2000
6536,b429758,a8270,Voyage,Youn Sun Nah,2008,Voyage,Yahel-Eyal Barkan,2000
6537,b502814,a8273,The Sparrows And The Nightingales,Wolfsheim,1991,The Sparrows and the Nightingales,Wolfsheim,1991
6538,b92745,a8275,Water from a Vine Leaf,William Orbit Feat. Beth Orton,1993,Water From a Vine Leaf,William Orbit,1993
6539,b410822,a8276,Barber's Adagio For Strings,William Orbit,2000,Barber's Adagio for Strings,William Orbit,1999
6540,b575783,a8277,Burning,Metalium,1999,Burning Up,Madonna,1983
6541,b592936,a8277,Burning,Maria Arredondo,2004,Burning Up,Madonna,1983
6542,b4040,a8277,Burning Up,Mando Diao,2009,Burning Up,Madonna,1983
6543,b204570,a8277,Burning,Monrose,2007,Burning Up,Madonna,1983
6544,b149343,a8278,Holiday,Metronomy,2008,Holiday,Madonna,1983
6545,b380010,a8278,Holiday,Machito,2000,Holiday,Madonna,1983
6546,b236316,a8278,My Holiday,Mindy Smith,2007,Holiday,Madonna,1983
6547,b220338,a8278,Holidays,Michel Polnareff,1975,Holiday,Madonna,1983
6548,b487712,a8278,Holiday,Madonna,1983,Holiday,Madonna,1983
6549,b719523,a8278,Holidays,Michel Polnareff,1975,Holiday,Madonna,1983
6550,b604558,a8280,Borderline,Madonna,1983,Borderline,Madonna,1984
6551,b151590,a8280,Borderline,Michael Gray / Shelly Poole,2006,Borderline,Madonna,1984
6552,b695908,a8280,Borderline,Michael Gray / Shelly Poole,2006,Borderline,Madonna,1984
6553,b532778,a8280,Borderline,Michael Gray / Shelly Poole,2006,Borderline,Madonna,1984
6554,b272089,a8280,Borderline,Michael Gray / Shelly Poole,2006,Borderline,Madonna,1984
6555,b814449,a8280,Borderline,Michael Gray / Shelly Poole,2006,Borderline,Madonna,1984
6556,b433937,a8282,Cryin' Over You,Delbert McClinton,2000,Gettin' Over You,David Guetta-Chris Willis-Fergie-LMFAO,2010
6557,b541430,a8282,Getting Over You,Deana Carter,2005,Gettin' Over You,David Guetta-Chris Willis-Fergie-LMFAO,2010
6558,b659188,a8294,My Man,Cocktail Slippers,2007,Me & My Man,Chromeo,2004
6559,b431269,a8294,My Man,C\xc3\xa6cilie Norby,2005,Me & My Man,Chromeo,2004
6560,b604749,a8294,Me & My Man,Chromeo,2004,Me & My Man,Chromeo,2004
6561,b21934,a8296,Bonafied Lovin\x19,Chromeo,0,Bonafied Lovin',Chromeo,2007
6562,b384915,a8297,I Can't Tell You Why (DJ-KiCKS),Chromeo,2009,I Can't Tell You Why,Chromeo,2009
6563,b193075,a8300,Rock & Roll Band,Chris Spedding,0,Rock Band,Calvin Harris,2007
6564,b132296,a8301,The Girls,Calvin Harris,2007,The Girls,Calvin Harris,2007
6565,b460180,a8301,The Girls,Calvin Harris,2007,The Girls,Calvin Harris,2007
6566,b601392,a8301,The Girls,Calvin Harris,2007,The Girls,Calvin Harris,2007
6567,b195032,a8301,The Girls,Calvin Harris,2007,The Girls,Calvin Harris,2007
6568,b697478,a8301,The Call Girls,Chris Connelly,0,The Girls,Calvin Harris,2007
6569,b288473,a8301,The Girls,Calvin Harris,2007,The Girls,Calvin Harris,2007
6570,b110424,a8301,The Girl,City And Colour,2008,The Girls,Calvin Harris,2007
6571,b13620,a8301,Join The Girls,Cuddly Toys,2001,The Girls,Calvin Harris,2007
6572,b16206,a8301,The Girl,City And Colour,2008,The Girls,Calvin Harris,2007
6573,b789369,a8302,Merrymaking at My Place,Calvin Harris,2007,Merrymaking at My Place,Calvin Harris,2007
6574,b330928,a8302,Merrymaking at My Place,Calvin Harris,2007,Merrymaking at My Place,Calvin Harris,2007
6575,b499594,a8302,Merrymaking At My Place,Calvin Harris,2007,Merrymaking at My Place,Calvin Harris,2007
6576,b30349,a8302,Merrymaking At My Place,Calvin Harris,2007,Merrymaking at My Place,Calvin Harris,2007
6577,b425799,a8302,Merrymaking At My Place,Calvin Harris,2007,Merrymaking at My Place,Calvin Harris,2007
6578,b544398,a8303,Colours,Calvin Harris,2007,Colours,Calvin Harris,2007
6579,b468559,a8303,Colours,Charlotte Hatherley,2009,Colours,Calvin Harris,2007
6580,b600287,a8303,Colours,Calvin Harris,2007,Colours,Calvin Harris,2007
6581,b78361,a8303,Colors,Call And Response,2001,Colours,Calvin Harris,2007
6582,b176395,a8303,Colours,Calvin Harris,2007,Colours,Calvin Harris,2007
6583,b538274,a8303,Colors,Crossfade,0,Colours,Calvin Harris,2007
6584,b468783,a8304,Dance Wiv Me ,Dizzee Rascal Feat. Calvin Harris & Chrome,2008,Dance Wiv Me,Dizzee Rascal-Calvin Harris-Chrome,2008
6585,b149505,a8304,Dance Wiv Me,Dizzee Rascal Feat. Calvin Harris & Chrome,2008,Dance Wiv Me,Dizzee Rascal-Calvin Harris-Chrome,2008
6586,b777990,a8304,Dance With Me,Die Apokalyptischen Reiter,1999,Dance Wiv Me,Dizzee Rascal-Calvin Harris-Chrome,2008
6587,b717316,a8304,Dance Wiv Me,Dizzee Rascal Feat. Calvin Harris & Chrome,2008,Dance Wiv Me,Dizzee Rascal-Calvin Harris-Chrome,2008
6588,b469625,a8320,Do or Die,Tommy Wright III,0,Do Or Die,Thirty Seconds to Mars,2013
6589,b672064,a8321,Stay,The Fold,2006,Stay,Thirty Seconds to Mars,2014
6590,b57024,a8321,Stay,The Incurables,0,Stay,Thirty Seconds to Mars,2014
6591,b320164,a8321,Stay,The Pure,0,Stay,Thirty Seconds to Mars,2014
6592,b177260,a8321,Stay,The Funky Lowlives,2002,Stay,Thirty Seconds to Mars,2014
6593,b79151,a8321,Stay Away,Toto,1988,Stay,Thirty Seconds to Mars,2014
6594,b9647,a8321,Stay,The Bachelors,0,Stay,Thirty Seconds to Mars,2014
6595,b112136,a8321,Stay,The Thousand Dollar Playboys,0,Stay,Thirty Seconds to Mars,2014
6596,b610023,a8321,Stay,The Grapes Of Wrath,1989,Stay,Thirty Seconds to Mars,2014
6597,b580093,a8321,Stay,The Blue Nile,1984,Stay,Thirty Seconds to Mars,2014
6598,b682605,a8321,Stay,The Temptations,1998,Stay,Thirty Seconds to Mars,2014
6599,b379920,a8321,Stay,Tricky,2003,Stay,Thirty Seconds to Mars,2014
6600,b294488,a8321,Stay,The Cat's Miaow,1997,Stay,Thirty Seconds to Mars,2014
6601,b212751,a8321,Stay,The Crazy World Of Arthur Brown,2003,Stay,Thirty Seconds to Mars,2014
6602,b442362,a8321,Stay,True Vibe,0,Stay,Thirty Seconds to Mars,2014
6603,b105448,a8323,Love Me,Z.Z. Hill,1982,Love,Zayed Hassan-Pewee in the Garage,2014
6604,b295642,a8333,Alone,The Chicharones,2004,Alone.,Titus G. Productions-FanaElectric,2016
6605,b426877,a8333,Alone,The Gathering,0,Alone.,Titus G. Productions-FanaElectric,2016
6606,b316318,a8333,Alone,Tyler Messick,0,Alone.,Titus G. Productions-FanaElectric,2016
6607,b279596,a8333,Alone,The Chicharones,2004,Alone.,Titus G. Productions-FanaElectric,2016
6608,b755228,a8333,Alone,Tracey Ullman,1994,Alone.,Titus G. Productions-FanaElectric,2016
6609,b681517,a8333,Alone,The Lovetones,2007,Alone.,Titus G. Productions-FanaElectric,2016
6610,b407281,a8333,Alone,Tri State Corner,0,Alone.,Titus G. Productions-FanaElectric,2016
6611,b108359,a8333,Alone,The Amalgamation Of Soundz,2001,Alone.,Titus G. Productions-FanaElectric,2016
6612,b600027,a8333,Alone,Thom Hell,2008,Alone.,Titus G. Productions-FanaElectric,2016
6613,b198245,a8333,Alone,The Beautiful South,1996,Alone.,Titus G. Productions-FanaElectric,2016
6614,b194876,a8333,Alone,T.O.K.,2001,Alone.,Titus G. Productions-FanaElectric,2016
6615,b252327,a8333,Alone,The Unseen,1998,Alone.,Titus G. Productions-FanaElectric,2016
6616,b375610,a8333,Alone,The Lemmings,0,Alone.,Titus G. Productions-FanaElectric,2016
6617,b600907,a8333,Alone,The Marx Brothers,0,Alone.,Titus G. Productions-FanaElectric,2016
6618,b576662,a8333,Alone,The Vagrants,0,Alone.,Titus G. Productions-FanaElectric,2016
6619,b441498,a8333,Alone,The Fall-Outs,0,Alone.,Titus G. Productions-FanaElectric,2016
6620,b42880,a8333,Alone,Tommy Dorsey & His Orchestra;Cliff Weston,1995,Alone.,Titus G. Productions-FanaElectric,2016
6621,b323134,a8333,Alone,The Marx Brothers,0,Alone.,Titus G. Productions-FanaElectric,2016
6622,b7805,a8333,Alone,Trespassers William,2002,Alone.,Titus G. Productions-FanaElectric,2016
6623,b524249,a8333,Alone,This Mortal Coil,1986,Alone.,Titus G. Productions-FanaElectric,2016
6624,b372092,a8333,Alone,The Orphans,0,Alone.,Titus G. Productions-FanaElectric,2016
6625,b247675,a8336,Division St.,Thursday,2003,Division,Tycho,2016
6626,b140216,a8336,Division St.,Thursday,2003,Division,Tycho,2016
6627,b274323,a8336,Division,Troublemakers,0,Division,Tycho,2016
6628,b133151,a8338,In My Dreams,Tracie Spencer,1988,My Dreams,Trentemøller,2012
6629,b465496,a8338,In My Dreams,The Hotknives,1998,My Dreams,Trentemøller,2012
6630,b286298,a8338,My Dream,The Harvey Averne Dozen,1967,My Dreams,Trentemøller,2012
6631,b78317,a8338,In My Dreams,Tina Ann,2002,My Dreams,Trentemøller,2012
6632,b337942,a8338,My Elusive Dreams,Tammy Wynette,1999,My Dreams,Trentemøller,2012
6633,b176109,a8338,My Dream,The Platters,1987,My Dreams,Trentemøller,2012
6634,b619612,a8338,My Dream,T-Bone,0,My Dreams,Trentemøller,2012
6635,b134141,a8342,I Still Haven't Found What I'm Looking For,U2,1987,I Still Haven't Found What I'm Looking For,U2,1987
6636,b61767,a8342,I Still Haven't Found What I'm Looking For,U2 Tribute,0,I Still Haven't Found What I'm Looking For,U2,1987
6637,b320846,a8342,I Still Haven't Found What I'm Looking For,U2,1987,I Still Haven't Found What I'm Looking For,U2,1987
6638,b782851,a8343,Where The Streets Have No Name,U2,1980,Where the Streets Have No Name,U2,1987
6639,b135960,a8344,Desire,U2,1988,Desire,U2,1988
6640,b810470,a8344,Desire,U2,1988,Desire,U2,1988
6641,b355110,a8346,When Love Comes To Town,U2 / B.B. King,1988,When Love Comes to Town,U2-B.B. King,1989
6642,b31838,a8351,Trigger,Mot\xc3\xb6rhead,2006,Trigger,Marcel Woods-W&W,2012
6643,b245053,a8359,This Town Ain't Big Enough For The Both Of Us,Siouxsie And The Banshees,1987,This Town Ain’t Big Enough for Both of Us,Sparks-Faith No More,1997
6644,b729268,a8360,The No 1 Song In Heaven,Sparks,0,The No. 1 Song in Heaven,Sparks,1999
6645,b62846,a8371,Sweet Dreams,Yes,1970,Sweet Dreams,Yes,1970
6646,b688831,a8377,Devotion,Yahel,2000,Devotion,Yahel,2000
6647,b342967,a8378,Run away,Yahel,2002,Run Away,Yahel,2002
6648,b661406,a8382,Shadow,YahZarah,0,Shadows,Yahel-Liya,2015
6649,b630415,a8382,Shadows,Yo La Tengo,1997,Shadows,Yahel-Liya,2015
6650,b192441,a8385,Secrets,Xavier Rudd,2008,Secrets,XXYYXX,2011
6651,b754441,a8396,It's To Late,Woss Ness,0,It's Not Too Late,Wolfsheim,1992
6652,b45082,a8396,It's Not Too Late,Wolfsheim,1992,It's Not Too Late,Wolfsheim,1992
6653,b767055,a8396,Its Not Too Late,Wolfsheim,0,It's Not Too Late,Wolfsheim,1992
6654,b542697,a8398,Now I Fall,Wolfsheim,1993,Now I Fall,Wolfsheim,1993
6655,b205516,a8399,Elias,Wolfsheim,1989,Elias,Wolfsheim,1994
6656,b338887,a8406,Kids In America,Kim Wilde,1981,Kids in America,Kim Wilde,1981
6657,b765289,a8409,Hide Away,King Curtis,1996,Hideaway,Kiesza,2014
6658,b799930,a8409,Hideaway,Karen O And The Kids,2009,Hideaway,Kiesza,2014
6659,b720177,a8409,Hideaway,Kingdom Come,1988,Hideaway,Kiesza,2014
6660,b125951,a8415,Sober,Lunic,2009,Sober,Loreen,2011
6661,b825654,a8416,My Euphoria,Laaz Rockit,2008,Euphoria,Loreen,2012
6662,b361424,a8419,Feel Good,Phats & Small,1999,Feel Good Time,P!nk-William Orbit,2003
6663,b339695,a8419,Good Time,Peran,2001,Feel Good Time,P!nk-William Orbit,2003
6664,b238077,a8419,Good Time,Peran,2001,Feel Good Time,P!nk-William Orbit,2003
6665,b774680,a8419,Good Time,Peran,2001,Feel Good Time,P!nk-William Orbit,2003
6666,b448256,a8419,Good Time,Peran,2001,Feel Good Time,P!nk-William Orbit,2003
6667,b786750,a8420,Dice,Finley Quaye;Beth Orton,2008,Dice,Finley Quaye-William Orbit,2003
6668,b25117,a8426,Angel,Matt Nathanson,2003,Angel,Madonna,1985
6669,b820914,a8426,Angela,Marco Ferradini,0,Angel,Madonna,1985
6670,b445466,a8426,Angel,Mercromina,2005,Angel,Madonna,1985
6671,b35967,a8426,Angel,Moon Cresta,0,Angel,Madonna,1985
6672,b5024,a8426,Angel,Mass Production,1980,Angel,Madonna,1985
6673,b36472,a8426,Angela,Mikel Erentxun & las malas influencias,0,Angel,Madonna,1985
6674,b371030,a8426,Angels,Mind Disruption,0,Angel,Madonna,1985
6675,b653144,a8426,Angels,Mighty Diamonds,0,Angel,Madonna,1985
6676,b505731,a8426,Angela,Marco Pernice,0,Angel,Madonna,1985
6677,b737250,a8426,Angel,My Life Story,0,Angel,Madonna,1985
6678,b399872,a8427,Crazy for you,Mei Chi Chiang,0,Crazy for You,Madonna,1985
6679,b762736,a8427,Crazy For You,Montrose,2002,Crazy for You,Madonna,1985
6680,b505390,a8429,Monkey Say Monkey Do,Westbam,1996,Monkey Say Monkey Do (Remix),WestBam,1989
6681,b267260,a8436,Over Your Shoulder,Concrete Blonde,1986,Over Your Shoulder,Chromeo,2013
6682,b321871,a8436,Over Your Shoulder,Calexico,1998,Over Your Shoulder,Chromeo,2013
6683,b358180,a8438,Coming Alive,Chimaira,2009,Come Alive,Chromeo-Toro y Moi,2014
6684,b783064,a8438,Come Alive,C-Mon,0,Come Alive,Chromeo-Toro y Moi,2014
6685,b109168,a8438,Come Alive,Calabrese,2003,Come Alive,Chromeo-Toro y Moi,2014
6686,b426740,a8440,I'm Not Alone,Calvin Harris,2009,I'm Not Alone,Calvin Harris,2009
6687,b661931,a8440,I'm Not Alone,Calvin Harris,2009,I'm Not Alone,Calvin Harris,2009
6688,b374266,a8440,I'm Not Alone,CDM Project,0,I'm Not Alone,Calvin Harris,2009
6689,b638080,a8440,Not Alone,Charlotte Perrelli,2008,I'm Not Alone,Calvin Harris,2009
6690,b177432,a8440,I'm Not Alone,Calvin Harris,2009,I'm Not Alone,Calvin Harris,2009
6691,b181710,a8440,I'm Not Gone,Cloud Cult,2003,I'm Not Alone,Calvin Harris,2009
6692,b479117,a8440,I'm Not Alone,Calvin Harris,2009,I'm Not Alone,Calvin Harris,2009
6693,b89288,a8440,I'm Not Alone,Calvin Harris,2009,I'm Not Alone,Calvin Harris,2009
6694,b159623,a8440,I'm Not Alone,Calvin Harris,2009,I'm Not Alone,Calvin Harris,2009
6695,b549941,a8440,I'm Not Alone,Calvin Harris,2009,I'm Not Alone,Calvin Harris,2009
6696,b820576,a8441,Ready For The Weekend,Calvin Harris,2009,Ready for the Weekend,Calvin Harris,2009
6697,b167692,a8441,Ready For The Weekend,Calvin Harris,2009,Ready for the Weekend,Calvin Harris,2009
6698,b284696,a8441,Ready For The Weekend,Calvin Harris,2009,Ready for the Weekend,Calvin Harris,2009
6699,b455848,a8441,Ready For The Weekend,Calvin Harris,2009,Ready for the Weekend,Calvin Harris,2009
6700,b713223,a8441,Ready For The Weekend,Calvin Harris,2009,Ready for the Weekend,Calvin Harris,2009
6701,b560250,a8442,Flashbacks,Cul De Sac,2003,Flashback,Calvin Harris,2009
6702,b187611,a8442,Flashback,Calvin Harris,2009,Flashback,Calvin Harris,2009
6703,b338131,a8454,All I Have Is You,Ultrabeat,2003,All I Want Is You,U2,1989
6704,b214024,a8454,All I Want Is You,U2,1988,All I Want Is You,U2,1989
6705,b629593,a8455,The Fly,U2,1991,The Fly,U2,1991
6706,b328719,a8456,Mysterious Ways,U2,1991,Mysterious Ways,U2,1991
6707,b316078,a8456,Mysterious Ways,U2,1991,Mysterious Ways,U2,1991
6708,b422403,a8467,More Than a Sex Machine,Sparks,2000,More Than a Sex Machine,Sparks,1999
6709,b345192,a8468,Trust The Angels,Swans Of Avon,0,The Angels,Sparks,2000
6710,b231843,a8468,The Anger,Stimming,0,The Angels,Sparks,2000
6711,b299817,a8468,The Angeleye,Shadow Host,2005,The Angels,Sparks,2000
6712,b287493,a8468,The Ark Angel,Scott Glasgow,2007,The Angels,Sparks,2000
6713,b713990,a8468,Shoot The Angels,Swell Maps,1989,The Angels,Sparks,2000
6714,b634377,a8468,The Angels,Sparks,2000,The Angels,Sparks,2000
6715,b392178,a8470,Perfume,Sandra Nasic,2007,Perfume,Sparks,2006
6716,b308541,a8470,Perfume,Simon Fisher Turner,0,Perfume,Sparks,2006
6717,b167384,a8473,The One,Sharam Feat. Daniel Bedingfield,2008,The Only One,Scooter,2011
6718,b692076,a8473,The One,Sharam Feat. Daniel Bedingfield,2008,The Only One,Scooter,2011
6719,b500526,a8473,The One,Saga,0,The Only One,Scooter,2011
6720,b11729,a8473,The Lonely One,Siouxsie And The Banshees,1995,The Only One,Scooter,2011
6721,b273195,a8473,The One,Sharam Feat. Daniel Bedingfield,2008,The Only One,Scooter,2011
6722,b114155,a8473,Only One,Sophie Ellis-Bextor,2007,The Only One,Scooter,2011
6723,b16100,a8473,The Only One ,Sonny Landreth,1999,The Only One,Scooter,2011
6724,b143522,a8473,The One,Shakira,2001,The Only One,Scooter,2011
6725,b356626,a8473,The One,Sharam Feat. Daniel Bedingfield,2008,The Only One,Scooter,2011
6726,b403897,a8473,The One,Shakira,2001,The Only One,Scooter,2011
6727,b36544,a8505,You Feel Me,Young Jeezy and Fabolous,0,You Feel,Yahel,—
6728,b710722,a8505,You Feel,Yahel,0,You Feel,Yahel,—
6729,b392516,a8507,Shooting Star,Lou Reed,1978,Shining Star,Liis Lemsalu,2011
6730,b121977,a8511,A New Starsystem Has Been Explored (Instrumental),Wolfsheim,1996,A New Starsystem Has Been Explored,Wolfsheim,1996
6731,b77150,a8512,Once In A Lifetime,Wolfsheim,1998,Once in a Lifetime,Wolfsheim,1998
6732,b743583,a8514,K\xc3\xbcnstliche Welten,Wolfsheim,1998,Künstliche Welten,Wolfsheim,1999
6733,b313395,a8529,Take Me There,Jason Miles,0,Take Ü There,Jack Ü-Kiesza,2014
6734,b810183,a8529,Take Me There,Junior Kelly & Calibe,2003,Take Ü There,Jack Ü-Kiesza,2014
6735,b344466,a8538,Everytime,Lustral,1997,Everytime,Loreen,2012
6736,b156318,a8538,Everytime,Lustral,1997,Everytime,Loreen,2012
6737,b648758,a8538,Everytime,Lionel Richie,1998,Everytime,Loreen,2012
6738,b370169,a8538,Every time,Lustral,0,Everytime,Loreen,2012
6739,b206496,a8538,Everytime,Lustral,1997,Everytime,Loreen,2012
6740,b258728,a8538,Everytime,Lustral,1997,Everytime,Loreen,2012
6741,b440677,a8538,Everytime,Lustral,1997,Everytime,Loreen,2012
6742,b731718,a8539,In My Heart,Louie Austen,2006,In My Head,Loreen,2013
6743,b182215,a8541,We Got the Power,Lizzy Borden,1989,We Got the Power,Loreen,2013
6744,b602201,a8545,No Better Days,Lizanne Knott,0,No Better,Lorde,2013
6745,b502879,a8548,Into The Groove,Madonna,1985,Into the Groove,Madonna,1985
6746,b515478,a8548,Into The Groove,Madonna,1985,Into the Groove,Madonna,1985
6747,b119126,a8551,Live To Tell,Madonna,1986,Live to Tell,Madonna,1986
6748,b531089,a8552,Papa Don't Preach,Madonna,1986,Papa Don't Preach,Madonna,1986
6749,b519000,a8552,Papa Don't Preach,Madonna,1986,Papa Don't Preach,Madonna,1986
6750,b264614,a8556,Celebration,Wet Wet Wet,1991,Celebration Generation,WestBam,1993
6751,b68396,a8560,Bounce,C-Block,0,Bounce,Calvin Harris-Kelis,2011
6752,b55204,a8563,Sweet Thing,Chaka Khan,1998,Sweet Nothing,Calvin Harris-Florence Welch,2012
6753,b117401,a8564,Let Go,Chezidek,2006,Let’s Go,Calvin Harris-Ne‐Yo,2012
6754,b422161,a8564,Let Go,Cake Or Death,0,Let’s Go,Calvin Harris-Ne‐Yo,2012
6755,b95455,a8564,Let's Go,Capitol Eye,0,Let’s Go,Calvin Harris-Ne‐Yo,2012
6756,b560273,a8570,Who's Gonna Ride Your Wild Horses,U2,1991,Who’s Gonna Ride Your Wild Horses,U2,1991
6757,b412405,a8572,Even Better Than The Real Thing,U2,1991,Even Better Than the Real Thing,U2,1992
6758,b135624,a8583,Good Morning,Scorcher ft. Wretch 32 & Kay Young,0,Good Morning,Sparks,2008
6759,b671491,a8583,Good Morning,Satanic Surfers,1995,Good Morning,Sparks,2008
6760,b52491,a8583,Good Morning Saviour,Speedstar*,2002,Good Morning,Sparks,2008
6761,b284024,a8583,Good Morning,Syncopix & MTC Yaw,0,Good Morning,Sparks,2008
6762,b452176,a8583,Good Morning_ Cunt,Shat,2006,Good Morning,Sparks,2008
6763,b556262,a8583,Good Morning,Suncatcher,0,Good Morning,Sparks,2008
6764,b687716,a8583,Good Morning,Screeching Weasel,1989,Good Morning,Sparks,2008
6765,b198184,a8591,A Moment Like This,Leona Lewis,2006,A Moment Like This,Leona Lewis,2006
6766,b452683,a8615,The Only One,Lionel Richie,1983,The Only Way,Lisa Stansfield,1982
6767,b747993,a8615,The Way,Lenny Fontana Feat. Octah'via,0,The Only Way,Lisa Stansfield,1982
6768,b537269,a8618,All Around the World,Little Willie John,1956,All Around the World,Lisa Stansfield,1989
6769,b633449,a8618,Around The World,Lisa Germano,1994,All Around the World,Lisa Stansfield,1989
6770,b301750,a8619,This Is The Right Time,Lisa Stansfield,1989,This Is the Right Time,Lisa Stansfield,1989
6771,b760198,a8631,Runnin' Riot (Live),Cock Sparrer,1984,Runnin' Riot,Cock Sparrer,1977
6772,b6266,a8631,Runnin' Out,Chickenfoot,2009,Runnin' Riot,Cock Sparrer,1977
6773,b732171,a8631,Runnin' Riot,Cock Sparrer,1992,Runnin' Riot,Cock Sparrer,1977
6774,b313301,a8636,Amoureux solitaires,Les Breastfeeders,2004,Amoureux solitaires,Lio,1980
6775,b686853,a8639,Mona Lisa,Ladell McLin,0,Mona Lisa,Lio,1982
6776,b385283,a8639,Mona Lisa,Les Compagnons De La Chanson,1999,Mona Lisa,Lio,1982
6777,b575702,a8645,The Second Line,Clinic,1999,The Second Line,Clinic,1999
6778,b505973,a8647,Sleep Somehow,Wolfsheim,1999,Sleep Somehow,Wolfsheim,1999
6779,b379123,a8650,Blindfold,Wilt,2004,Blind,Wolfsheim,2004
6780,b724962,a8650,Blinded,Whipping Boy,0,Blind,Wolfsheim,2004
6781,b333946,a8660,Open Your Heart,M People,1994,Open Your Heart,Madonna,1986
6782,b53772,a8660,Your Heart,Medication,0,Open Your Heart,Madonna,1986
6783,b319818,a8660,Eat Your Heart,Micachu,2009,Open Your Heart,Madonna,1986
6784,b325351,a8660,May Your Heart,Melanie C,2007,Open Your Heart,Madonna,1986
6785,b261568,a8662,Isla Bonita,Mario Pi\xc3\xb9_ Lady Brian_ Ricky Fobis,0,La Isla Bonita,Madonna,1987
6786,b639433,a8664,Sunshine,Dance Nation,0,Sunshine,Dr. Motte-WestBam,1996
6787,b145349,a8664,Sunshine,Dirt Bag,0,Sunshine,Dr. Motte-WestBam,1996
6788,b499337,a8664,Sunshine,Dissolve,0,Sunshine,Dr. Motte-WestBam,1996
6789,b401910,a8664,My Sunshine,Delilah,0,Sunshine,Dr. Motte-WestBam,1996
6790,b634800,a8664,Sunshine,Dance Nation,0,Sunshine,Dr. Motte-WestBam,1996
6791,b802342,a8664,Sunshine People,Detroit Social Club,2009,Sunshine,Dr. Motte-WestBam,1996
6792,b425466,a8664,Sunshine,Def 3 + Moka Only,0,Sunshine,Dr. Motte-WestBam,1996
6793,b415026,a8665,Terminator,Westbam,1996,Terminator,WestBam,1996
6794,b793461,a8666,Hard Time Blues,Walter Trout,0,Hard Times,WestBam,1997
6795,b246157,a8666,Hard times,William Elliott Whitmore,2009,Hard Times,WestBam,1997
6796,b805046,a8666,Hard Times,Watermelon Slim &The Workers,2006,Hard Times,WestBam,1997
6797,b261583,a8666,Hard Times,Wishbone Ash,1991,Hard Times,WestBam,1997
6798,b73135,a8667,Crash Course,Westbam,1997,Crash Course,WestBam,1998
6799,b727122,a8668,We're Coming Back,Cock Sparrer,1982,We'll Be Coming Back,Calvin Harris-Example,2012
6800,b795581,a8668,We're Coming Back,Close Shave,0,We'll Be Coming Back,Calvin Harris-Example,2012
6801,b386354,a8668,We're Coming Back,Cock Sparrer,1982,We'll Be Coming Back,Calvin Harris-Example,2012
6802,b622723,a8670,I Need Your Light,Cherryholmes,0,I Need Your Love,Calvin Harris-Ellie Goulding,2013
6803,b819557,a8670,Need Your Love,Cheap Trick,1979,I Need Your Love,Calvin Harris-Ellie Goulding,2013
6804,b399648,a8670,I Need Your Love (TSOC Mix),Cappella,0,I Need Your Love,Calvin Harris-Ellie Goulding,2013
6805,b145067,a8670,I Want Your Love,CLUBRAIDERS,2006,I Need Your Love,Calvin Harris-Ellie Goulding,2013
6806,b604156,a8670,I Want Your Love,Chromatics,2007,I Need Your Love,Calvin Harris-Ellie Goulding,2013
6807,b348489,a8670,I Need Your Love,Code Of Ethics,1991,I Need Your Love,Calvin Harris-Ellie Goulding,2013
